DisputeId,Transactions,OpenedAt,ResolvedAt,ReasonCode,State,Outcome,DisputedAmount
2567,351951,2026-02-18T10:35:41Z,,FRAUD,UNDER_REVIEW,,7.4
2568,433970,2026-03-08T03:06:31Z,2026-03-12T03:06:31Z,NOT_AS_DESCRIBED,RESOLVED,MERCHANT_WON,58.5
2569,436194,2026-02-28T15:43:16Z,,DUPLICATE,UNDER_REVIEW,,3.73
2570,730809,2026-03-19T11:23:11Z,2026-05-10T11:23:11Z,FRAUD,RESOLVED,MERCHANT_WON,125.69
2571,928161,2026-04-22T20:21:13Z,2026-05-09T20:21:13Z,NOT_RECEIVED,RESOLVED,CUSTOMER_WON,79.66
2572,446863,2026-02-18T00:57:19Z,,DUPLICATE,OPEN,,14.48
2573,955122,2026-04-08T09:45:17Z,2026-06-05T09:45:17Z,NOT_AS_DESCRIBED,RESOLVED,CHARGEBACK,28.92
2574,421473,2026-02-13T22:04:59Z,2026-04-05T22:04:59Z,FRAUD,RESOLVED,CUSTOMER_WON,47.76
2575,362218,2026-03-12T01:50:27Z,2026-04-27T01:50:27Z,FRAUD,RESOLVED,MERCHANT_WON,8.95
2576,683136,2026-03-04T13:45:45Z,2026-05-02T13:45:45Z,FRAUD,RESOLVED,MERCHANT_WON,17.23
2577,851574,2026-04-20T02:29:07Z,2026-04-30T02:29:07Z,NOT_AS_DESCRIBED,RESOLVED,WITHDRAWN,60.88
2578,358581,2026-02-23T15:33:37Z,,NOT_AS_DESCRIBED,OPEN,,58.21
2579,51450,2026-02-10T14:46:08Z,,FRAUD,OPEN,,0.91
2580,658082,2026-03-16T04:22:39Z,2026-04-09T04:22:39Z,NOT_AS_DESCRIBED,RESOLVED,CHARGEBACK,45.23
2581,66871,2026-02-18T19:44:00Z,2026-04-10T19:44:00Z,DUPLICATE,RESOLVED,CHARGEBACK,489.61
2582,144842,2026-02-24T11:47:22Z,2026-03-07T11:47:22Z,FRAUD,RESOLVED,MERCHANT_WON,15.99
2583,545228,2026-02-28T12:35:51Z,,NOT_RECEIVED,UNDER_REVIEW,,8.1
2584,65498,2026-01-29T04:17:14Z,,FRAUD,UNDER_REVIEW,,26.71
2585,442346,2026-02-28T06:17:18Z,,FRAUD,OPEN,,27.23
2586,128906,2026-02-26T14:12:14Z,2026-04-03T14:12:14Z,FRAUD,RESOLVED,CUSTOMER_WON,2.8
2587,874780,2026-04-05T10:40:16Z,2026-04-27T10:40:16Z,NOT_RECEIVED,RESOLVED,MERCHANT_WON,21.43
2588,938767,2026-05-08T12:59:13Z,2026-06-12T12:59:13Z,NOT_RECEIVED,RESOLVED,CUSTOMER_WON,10.86
2589,784451,2026-03-22T09:44:19Z,2026-04-05T09:44:19Z,NOT_RECEIVED,RESOLVED,WITHDRAWN,8.16
2590,181828,2026-02-11T03:14:26Z,2026-03-07T03:14:26Z,NOT_AS_DESCRIBED,RESOLVED,CUSTOMER_WON,38.72
2591,562185,2026-03-04T15:52:37Z,2026-05-02T15:52:37Z,NOT_RECEIVED,RESOLVED,MERCHANT_WON,45.44
2592,63271,2026-01-18T06:31:29Z,2026-02-07T06:31:29Z,FRAUD,RESOLVED,CUSTOMER_WON,35.38
2593,772184,2026-04-08T07:49:53Z,2026-05-08T07:49:53Z,DUPLICATE,RESOLVED,CHARGEBACK,14.55
2594,23627,2026-01-08T21:53:03Z,2026-01-20T21:53:03Z,NOT_RECEIVED,RESOLVED,CHARGEBACK,8.26
2595,972031,2026-04-13T08:23:37Z,,DUPLICATE,OPEN,,40.39
2596,423206,2026-03-06T08:54:50Z,2026-05-05T08:54:50Z,NOT_RECEIVED,RESOLVED,CUSTOMER_WON,12.24
2597,869584,2026-04-26T10:53:07Z,2026-05-26T10:53:07Z,FRAUD,RESOLVED,WITHDRAWN,11.13
2598,364383,2026-02-10T16:59:32Z,2026-03-18T16:59:32Z,DUPLICATE,RESOLVED,MERCHANT_WON,38.24
2599,653192,2026-03-10T16:58:28Z,,CANCELLED,OPEN,,11.11
2600,751269,2026-03-29T18:07:02Z,,FRAUD,UNDER_REVIEW,,96.25
2601,521602,2026-02-18T15:25:30Z,2026-03-05T15:25:30Z,NOT_RECEIVED,RESOLVED,CUSTOMER_WON,29.05
2602,45197,2026-01-16T03:21:56Z,,NOT_AS_DESCRIBED,OPEN,,13.6
2603,897403,2026-04-08T23:18:57Z,2026-04-23T23:18:57Z,DUPLICATE,RESOLVED,MERCHANT_WON,14.59
2604,758572,2026-03-14T08:15:14Z,,FRAUD,OPEN,,7.97
2605,919014,2026-04-07T03:23:11Z,,NOT_AS_DESCRIBED,UNDER_REVIEW,,4.12
2606,974234,2026-04-28T07:00:23Z,2026-05-05T07:00:23Z,NOT_RECEIVED,RESOLVED,CUSTOMER_WON,5.36
2607,324070,2026-02-18T08:18:35Z,2026-02-21T08:18:35Z,FRAUD,RESOLVED,WITHDRAWN,16.93
2608,983626,2026-04-15T15:52:25Z,,DUPLICATE,UNDER_REVIEW,,13.34
2609,356644,2026-02-25T19:49:35Z,,NOT_AS_DESCRIBED,UNDER_REVIEW,,4.4
2610,66990,2026-02-07T11:49:58Z,2026-03-11T11:49:58Z,DUPLICATE,RESOLVED,CUSTOMER_WON,13.4
2611,662456,2026-03-14T04:11:43Z,2026-05-05T04:11:43Z,DUPLICATE,RESOLVED,MERCHANT_WON,26.25
2612,392871,2026-03-05T07:26:50Z,,FRAUD,UNDER_REVIEW,,13.8
2613,59595,2026-02-05T15:34:31Z,,FRAUD,OPEN,,2.35
2614,930692,2026-05-05T18:23:55Z,,CANCELLED,OPEN,,8.63
2615,412452,2026-03-07T08:39:14Z,2026-04-11T08:39:14Z,NOT_RECEIVED,RESOLVED,CUSTOMER_WON,10.06
2616,46296,2026-02-08T07:18:08Z,2026-04-03T07:18:08Z,FRAUD,RESOLVED,MERCHANT_WON,7.21
2617,360671,2026-03-14T14:12:51Z,2026-04-13T14:12:51Z,NOT_AS_DESCRIBED,RESOLVED,CUSTOMER_WON,6.76
2618,983961,2026-04-03T04:16:26Z,2026-05-17T04:16:26Z,NOT_RECEIVED,RESOLVED,CUSTOMER_WON,14.07
2619,99107,2026-02-04T00:55:21Z,2026-03-11T00:55:21Z,FRAUD,RESOLVED,WITHDRAWN,9.58
2620,271082,2026-02-22T07:55:03Z,,NOT_RECEIVED,UNDER_REVIEW,,21.54
2621,109253,2026-02-25T16:49:41Z,,DUPLICATE,UNDER_REVIEW,,38.23
2622,171030,2026-02-08T00:53:57Z,2026-03-31T00:53:57Z,NOT_AS_DESCRIBED,RESOLVED,CUSTOMER_WON,15.57
2623,246948,2026-02-09T04:01:16Z,2026-02-23T04:01:16Z,FRAUD,RESOLVED,MERCHANT_WON,53.29
2624,602249,2026-03-04T23:49:26Z,2026-05-01T23:49:26Z,DUPLICATE,RESOLVED,MERCHANT_WON,15.05
2625,733748,2026-03-10T01:08:24Z,2026-04-28T01:08:24Z,CANCELLED,RESOLVED,CUSTOMER_WON,85.05
2626,529650,2026-03-10T02:32:22Z,2026-04-12T02:32:22Z,FRAUD,RESOLVED,MERCHANT_WON,18.02
2627,650733,2026-03-02T21:12:21Z,2026-03-14T21:12:21Z,NOT_RECEIVED,RESOLVED,CUSTOMER_WON,25.56
2628,752574,2026-04-13T17:31:38Z,,NOT_RECEIVED,UNDER_REVIEW,,15.54
2629,59453,2026-01-26T22:33:39Z,2026-03-25T22:33:39Z,FRAUD,RESOLVED,MERCHANT_WON,79.88
2630,892370,2026-04-11T13:20:17Z,2026-04-18T13:20:17Z,FRAUD,RESOLVED,CUSTOMER_WON,39.2
2631,446057,2026-03-15T07:19:38Z,2026-04-13T07:19:38Z,FRAUD,RESOLVED,CUSTOMER_WON,23.79
2632,159750,2026-01-31T06:27:27Z,,NOT_RECEIVED,OPEN,,17.33
2633,593413,2026-03-20T22:27:09Z,2026-04-13T22:27:09Z,FRAUD,RESOLVED,CUSTOMER_WON,9.1
2634,967114,2026-04-25T02:04:41Z,2026-04-30T02:04:41Z,NOT_RECEIVED,RESOLVED,MERCHANT_WON,14.42
2635,391262,2026-02-15T05:44:35Z,2026-03-07T05:44:35Z,FRAUD,RESOLVED,MERCHANT_WON,13.73
2636,240776,2026-02-04T06:18:03Z,2026-03-08T06:18:03Z,FRAUD,RESOLVED,MERCHANT_WON,6.4
2637,412585,2026-02-19T16:42:31Z,2026-03-13T16:42:31Z,NOT_RECEIVED,RESOLVED,MERCHANT_WON,42.8
2638,873489,2026-05-03T23:08:16Z,,FRAUD,UNDER_REVIEW,,10.28
2639,696674,2026-04-02T05:37:18Z,2026-05-29T05:37:18Z,NOT_RECEIVED,RESOLVED,CUSTOMER_WON,13.55
2640,904102,2026-04-12T15:42:35Z,,FRAUD,OPEN,,17.75
2641,552916,2026-03-08T23:47:57Z,2026-04-26T23:47:57Z,NOT_RECEIVED,RESOLVED,MERCHANT_WON,6.26
2642,159297,2026-01-22T13:44:19Z,2026-03-02T13:44:19Z,NOT_AS_DESCRIBED,RESOLVED,CUSTOMER_WON,12.07
2643,370043,2026-03-07T19:41:25Z,2026-03-17T19:41:25Z,FRAUD,RESOLVED,MERCHANT_WON,24.98
2644,820709,2026-04-20T06:25:26Z,2026-05-18T06:25:26Z,DUPLICATE,RESOLVED,WITHDRAWN,30.16
2645,531721,2026-03-20T23:54:29Z,2026-04-17T23:54:29Z,NOT_RECEIVED,RESOLVED,CUSTOMER_WON,47.68
2646,748516,2026-04-23T07:04:28Z,2026-05-05T07:04:28Z,NOT_RECEIVED,RESOLVED,CUSTOMER_WON,11.18
2647,366679,2026-02-28T10:37:46Z,2026-03-10T10:37:46Z,FRAUD,RESOLVED,CUSTOMER_WON,29.88
2648,549185,2026-02-20T00:43:39Z,2026-04-08T00:43:39Z,NOT_AS_DESCRIBED,RESOLVED,MERCHANT_WON,89.83
2649,919677,2026-04-24T01:17:48Z,2026-05-02T01:17:48Z,FRAUD,RESOLVED,MERCHANT_WON,19.79
2650,772358,2026-04-18T07:50:45Z,2026-06-12T07:50:45Z,NOT_AS_DESCRIBED,RESOLVED,MERCHANT_WON,30.1
2651,46785,2026-02-03T20:15:57Z,2026-03-27T20:15:57Z,NOT_AS_DESCRIBED,RESOLVED,CUSTOMER_WON,11.35
2652,580669,2026-03-20T21:57:14Z,2026-04-16T21:57:14Z,FRAUD,RESOLVED,MERCHANT_WON,15.02
2653,824140,2026-03-26T03:50:52Z,,FRAUD,OPEN,,37.96
2654,67184,2026-02-01T20:33:04Z,2026-02-05T20:33:04Z,FRAUD,RESOLVED,MERCHANT_WON,12.12
2655,421097,2026-03-18T09:29:14Z,,NOT_AS_DESCRIBED,UNDER_REVIEW,,39.08
2656,321518,2026-02-04T16:23:00Z,2026-03-09T16:23:00Z,FRAUD,RESOLVED,MERCHANT_WON,66.74
2657,253890,2026-01-25T10:06:08Z,2026-02-25T10:06:08Z,NOT_RECEIVED,RESOLVED,CUSTOMER_WON,10.08
2658,108700,2026-01-29T05:13:55Z,,DUPLICATE,UNDER_REVIEW,,36.17
2659,503003,2026-02-23T07:21:24Z,,FRAUD,UNDER_REVIEW,,22.96
2660,928019,2026-05-03T01:11:41Z,,DUPLICATE,OPEN,,35.18
2661,983615,2026-05-08T18:19:43Z,2026-06-17T18:19:43Z,NOT_RECEIVED,RESOLVED,MERCHANT_WON,39.96
2662,62200,2026-01-25T08:36:49Z,,NOT_AS_DESCRIBED,OPEN,,9.23
2663,291000,2026-03-01T20:28:47Z,,NOT_RECEIVED,UNDER_REVIEW,,20.65
2664,11848,2026-02-14T07:39:34Z,2026-03-07T07:39:34Z,NOT_RECEIVED,RESOLVED,CUSTOMER_WON,30.86
2665,693068,2026-04-09T15:51:56Z,2026-05-15T15:51:56Z,FRAUD,RESOLVED,CUSTOMER_WON,48.99
2666,541728,2026-03-27T13:59:14Z,2026-05-05T13:59:14Z,FRAUD,RESOLVED,WITHDRAWN,11.28
2667,299381,2026-03-13T07:14:32Z,,NOT_RECEIVED,UNDER_REVIEW,,16.86
2668,880325,2026-04-24T12:27:22Z,,NOT_RECEIVED,UNDER_REVIEW,,6.12
2669,620202,2026-03-29T20:18:27Z,2026-04-19T20:18:27Z,CANCELLED,RESOLVED,CUSTOMER_WON,9.81
2670,910097,2026-04-01T02:36:31Z,2026-04-23T02:36:31Z,NOT_RECEIVED,RESOLVED,MERCHANT_WON,6.46
2671,266053,2026-02-04T22:58:03Z,2026-03-18T22:58:03Z,NOT_AS_DESCRIBED,RESOLVED,CUSTOMER_WON,59.38
2672,554721,2026-03-22T06:12:55Z,2026-05-10T06:12:55Z,FRAUD,RESOLVED,CHARGEBACK,12.2
2673,986326,2026-04-19T22:30:49Z,,CANCELLED,UNDER_REVIEW,,9.33
2674,805611,2026-04-08T13:12:37Z,2026-05-19T13:12:37Z,FRAUD,RESOLVED,CUSTOMER_WON,8.18
2675,123148,2026-01-14T21:48:01Z,,FRAUD,OPEN,,13.47
2676,221042,2026-02-01T20:04:03Z,2026-03-09T20:04:03Z,NOT_RECEIVED,RESOLVED,MERCHANT_WON,6.81
2677,138086,2026-01-30T16:09:22Z,2026-02-09T16:09:22Z,NOT_AS_DESCRIBED,RESOLVED,CUSTOMER_WON,20.85
2678,173605,2026-02-13T08:22:23Z,2026-04-14T08:22:23Z,DUPLICATE,RESOLVED,CUSTOMER_WON,72.7
2679,83018,2026-01-18T05:19:34Z,2026-02-03T05:19:34Z,FRAUD,RESOLVED,CUSTOMER_WON,22.56
2680,917459,2026-05-06T14:48:46Z,2026-07-03T14:48:46Z,FRAUD,RESOLVED,WITHDRAWN,6.84
2681,966836,2026-04-17T15:57:45Z,,NOT_RECEIVED,UNDER_REVIEW,,14.09
2682,586419,2026-03-04T14:41:58Z,,FRAUD,UNDER_REVIEW,,27.86
2683,751397,2026-04-09T14:33:16Z,2026-05-05T14:33:16Z,DUPLICATE,RESOLVED,CUSTOMER_WON,34.77
2684,510171,2026-02-23T16:47:58Z,2026-03-08T16:47:58Z,NOT_RECEIVED,RESOLVED,CUSTOMER_WON,4.79
2685,210674,2026-02-23T13:01:04Z,,DUPLICATE,UNDER_REVIEW,,18.88
2686,657233,2026-03-16T23:10:33Z,,FRAUD,UNDER_REVIEW,,19.29
2687,486889,2026-02-25T06:44:25Z,2026-03-01T06:44:25Z,DUPLICATE,RESOLVED,CUSTOMER_WON,33.26
2688,238236,2026-02-26T21:28:07Z,,FRAUD,UNDER_REVIEW,,66.75
2689,616849,2026-03-29T21:44:41Z,,NOT_AS_DESCRIBED,UNDER_REVIEW,,5.0
2690,883872,2026-04-14T20:14:52Z,2026-05-30T20:14:52Z,NOT_RECEIVED,RESOLVED,CUSTOMER_WON,40.91
2691,47445,2026-01-20T10:10:56Z,2026-02-21T10:10:56Z,NOT_AS_DESCRIBED,RESOLVED,MERCHANT_WON,27.65
2692,514761,2026-03-24T15:09:24Z,2026-05-14T15:09:24Z,NOT_AS_DESCRIBED,RESOLVED,CUSTOMER_WON,332.24
2693,268451,2026-03-11T17:26:57Z,2026-04-10T17:26:57Z,FRAUD,RESOLVED,CUSTOMER_WON,33.52
2694,145320,2026-02-22T17:50:42Z,2026-02-25T17:50:42Z,NOT_AS_DESCRIBED,RESOLVED,CUSTOMER_WON,5.0
2695,359047,2026-02-17T06:23:32Z,2026-04-05T06:23:32Z,FRAUD,RESOLVED,MERCHANT_WON,20.75
2696,313320,2026-01-30T17:44:34Z,2026-02-18T17:44:34Z,NOT_RECEIVED,RESOLVED,CUSTOMER_WON,7.14
2697,27840,2026-02-10T03:10:21Z,2026-03-17T03:10:21Z,NOT_AS_DESCRIBED,RESOLVED,WITHDRAWN,30.47
2698,599060,2026-03-13T14:04:12Z,2026-04-05T14:04:12Z,FRAUD,RESOLVED,CUSTOMER_WON,11.48
2699,485002,2026-03-06T13:54:44Z,2026-03-24T13:54:44Z,CANCELLED,RESOLVED,CUSTOMER_WON,57.46
2700,436321,2026-03-14T15:56:20Z,2026-04-22T15:56:20Z,DUPLICATE,RESOLVED,CUSTOMER_WON,47.56
2701,997948,2026-05-14T23:01:00Z,2026-05-27T23:01:00Z,FRAUD,RESOLVED,WITHDRAWN,20.33
2702,68223,2026-02-04T04:22:18Z,,FRAUD,UNDER_REVIEW,,10.8
2703,234238,2026-02-20T19:32:00Z,2026-04-02T19:32:00Z,NOT_RECEIVED,RESOLVED,CUSTOMER_WON,38.26
2704,857979,2026-04-08T11:24:47Z,2026-05-17T11:24:47Z,FRAUD,RESOLVED,CUSTOMER_WON,20.56
2705,164108,2026-01-27T18:27:28Z,2026-03-07T18:27:28Z,FRAUD,RESOLVED,CHARGEBACK,17.68
2706,827162,2026-03-22T06:56:03Z,2026-04-22T06:56:03Z,NOT_AS_DESCRIBED,RESOLVED,MERCHANT_WON,5.4
2707,960903,2026-04-06T22:56:31Z,2026-04-22T22:56:31Z,NOT_RECEIVED,RESOLVED,CUSTOMER_WON,15.63
2708,461828,2026-03-16T19:09:26Z,2026-03-27T19:09:26Z,NOT_AS_DESCRIBED,RESOLVED,CUSTOMER_WON,17.56
2709,138346,2026-02-23T10:14:39Z,2026-04-24T10:14:39Z,NOT_AS_DESCRIBED,RESOLVED,WITHDRAWN,59.27
2710,827711,2026-03-19T08:23:34Z,,NOT_AS_DESCRIBED,OPEN,,17.16
2711,576695,2026-02-28T23:30:30Z,2026-04-12T23:30:30Z,FRAUD,RESOLVED,CUSTOMER_WON,4.09
2712,372461,2026-02-06T12:37:32Z,2026-02-13T12:37:32Z,FRAUD,RESOLVED,CUSTOMER_WON,37.54
2713,880778,2026-04-11T02:13:20Z,,CANCELLED,OPEN,,38.25
2714,447626,2026-03-04T12:35:33Z,2026-04-22T12:35:33Z,FRAUD,RESOLVED,MERCHANT_WON,35.15
2715,111544,2026-02-24T17:47:44Z,2026-03-11T17:47:44Z,FRAUD,RESOLVED,MERCHANT_WON,34.94
2716,459464,2026-03-25T03:37:56Z,,FRAUD,UNDER_REVIEW,,18.39
2717,800150,2026-04-23T15:17:58Z,2026-05-22T15:17:58Z,NOT_RECEIVED,RESOLVED,MERCHANT_WON,25.46
2718,283299,2026-02-27T02:04:49Z,2026-04-03T02:04:49Z,FRAUD,RESOLVED,CUSTOMER_WON,39.49
2719,659326,2026-03-06T19:38:43Z,2026-04-15T19:38:43Z,DUPLICATE,RESOLVED,CUSTOMER_WON,35.97
2720,549584,2026-04-02T06:40:05Z,2026-04-12T06:40:05Z,NOT_RECEIVED,RESOLVED,CUSTOMER_WON,18.4
2721,530371,2026-02-25T19:52:14Z,2026-03-12T19:52:14Z,NOT_AS_DESCRIBED,RESOLVED,MERCHANT_WON,33.54
2722,720498,2026-03-23T19:24:20Z,2026-04-26T19:24:20Z,NOT_AS_DESCRIBED,RESOLVED,CUSTOMER_WON,7.24
2723,255618,2026-01-29T10:24:41Z,2026-02-08T10:24:41Z,FRAUD,RESOLVED,CUSTOMER_WON,15.12
2724,708480,2026-04-14T08:23:58Z,2026-05-07T08:23:58Z,FRAUD,RESOLVED,CUSTOMER_WON,23.31
2725,939141,2026-04-28T23:14:47Z,2026-05-08T23:14:47Z,DUPLICATE,RESOLVED,CHARGEBACK,8.88
2726,743759,2026-04-04T23:04:40Z,2026-05-19T23:04:40Z,NOT_AS_DESCRIBED,RESOLVED,MERCHANT_WON,6.17
2727,978516,2026-04-21T16:05:41Z,2026-05-13T16:05:41Z,NOT_RECEIVED,RESOLVED,MERCHANT_WON,8.72
2728,671326,2026-03-11T17:16:02Z,2026-04-18T17:16:02Z,NOT_RECEIVED,RESOLVED,CUSTOMER_WON,75.25
2729,936533,2026-04-09T05:36:13Z,,NOT_RECEIVED,OPEN,,37.55
2730,680281,2026-03-09T00:27:00Z,2026-04-30T00:27:00Z,NOT_AS_DESCRIBED,RESOLVED,MERCHANT_WON,20.01
2731,702422,2026-03-25T23:43:17Z,,FRAUD,UNDER_REVIEW,,16.45
2732,578194,2026-03-15T07:51:46Z,,FRAUD,UNDER_REVIEW,,55.5
2733,167912,2026-02-03T10:43:04Z,,NOT_AS_DESCRIBED,UNDER_REVIEW,,4.95
2734,562863,2026-03-10T07:16:49Z,2026-04-19T07:16:49Z,CANCELLED,RESOLVED,CUSTOMER_WON,9.71
2735,409508,2026-02-19T12:34:09Z,2026-03-30T12:34:09Z,DUPLICATE,RESOLVED,CUSTOMER_WON,37.39
2736,349431,2026-03-09T09:24:17Z,2026-03-20T09:24:17Z,DUPLICATE,RESOLVED,MERCHANT_WON,61.38
2737,702536,2026-04-08T02:50:08Z,2026-04-25T02:50:08Z,NOT_RECEIVED,RESOLVED,MERCHANT_WON,42.54
2738,735270,2026-03-15T10:07:47Z,,NOT_AS_DESCRIBED,UNDER_REVIEW,,10.43
2739,713863,2026-03-18T11:29:29Z,,FRAUD,UNDER_REVIEW,,15.94
2740,620592,2026-03-19T19:51:54Z,2026-04-23T19:51:54Z,FRAUD,RESOLVED,MERCHANT_WON,35.15
2741,840754,2026-03-25T06:48:42Z,2026-04-09T06:48:42Z,NOT_AS_DESCRIBED,RESOLVED,MERCHANT_WON,11.15
2742,927547,2026-04-27T21:03:14Z,2026-06-01T21:03:14Z,FRAUD,RESOLVED,WITHDRAWN,32.85
2743,394253,2026-03-18T08:40:10Z,2026-03-27T08:40:10Z,NOT_RECEIVED,RESOLVED,MERCHANT_WON,4.29
2744,230313,2026-02-07T15:38:30Z,,FRAUD,OPEN,,5.03
2745,254487,2026-01-27T18:01:05Z,,NOT_RECEIVED,OPEN,,7.93
2746,381833,2026-03-08T08:01:39Z,,NOT_AS_DESCRIBED,OPEN,,9.84
2747,135227,2026-02-03T17:36:53Z,2026-02-27T17:36:53Z,NOT_RECEIVED,RESOLVED,CUSTOMER_WON,6.53
2748,488229,2026-02-20T23:08:08Z,,FRAUD,UNDER_REVIEW,,34.9
2749,531018,2026-04-01T07:02:08Z,2026-04-11T07:02:08Z,NOT_RECEIVED,RESOLVED,CUSTOMER_WON,19.74
2750,465881,2026-03-26T08:40:25Z,2026-05-03T08:40:25Z,NOT_RECEIVED,RESOLVED,CUSTOMER_WON,23.9
2751,455419,2026-02-18T17:02:12Z,2026-04-05T17:02:12Z,NOT_RECEIVED,RESOLVED,CUSTOMER_WON,28.93
2752,81800,2026-02-02T11:36:48Z,2026-03-31T11:36:48Z,DUPLICATE,RESOLVED,CUSTOMER_WON,29.68
2753,669620,2026-03-19T20:35:59Z,2026-05-08T20:35:59Z,FRAUD,RESOLVED,CUSTOMER_WON,19.34
2754,759749,2026-04-13T12:44:44Z,2026-06-07T12:44:44Z,NOT_RECEIVED,RESOLVED,CUSTOMER_WON,16.0
2755,427472,2026-02-22T00:58:53Z,2026-04-13T00:58:53Z,FRAUD,RESOLVED,CUSTOMER_WON,8.27
2756,972597,2026-04-19T10:18:26Z,2026-05-05T10:18:26Z,FRAUD,RESOLVED,CUSTOMER_WON,27.42
2757,697332,2026-03-10T17:44:13Z,2026-03-24T17:44:13Z,NOT_RECEIVED,RESOLVED,CUSTOMER_WON,8.73
2758,653922,2026-03-16T03:11:56Z,,NOT_AS_DESCRIBED,OPEN,,8.46
2759,939426,2026-04-29T21:25:25Z,,NOT_AS_DESCRIBED,UNDER_REVIEW,,31.91
2760,324336,2026-02-12T18:37:51Z,2026-03-09T18:37:51Z,NOT_RECEIVED,RESOLVED,CUSTOMER_WON,45.82
2761,233512,2026-03-07T15:20:05Z,,FRAUD,UNDER_REVIEW,,37.4
2762,232907,2026-01-27T23:23:16Z,2026-02-06T23:23:16Z,NOT_RECEIVED,RESOLVED,MERCHANT_WON,56.3
2763,68135,2026-01-11T20:37:22Z,2026-02-07T20:37:22Z,NOT_RECEIVED,RESOLVED,MERCHANT_WON,6.85
2764,470016,2026-03-01T07:11:41Z,2026-04-05T07:11:41Z,NOT_AS_DESCRIBED,RESOLVED,CUSTOMER_WON,4.87
2765,508616,2026-02-16T15:04:29Z,2026-04-16T15:04:29Z,DUPLICATE,RESOLVED,CUSTOMER_WON,2.87
2766,604445,2026-03-02T01:32:59Z,,FRAUD,UNDER_REVIEW,,10.92
2767,744919,2026-03-17T11:27:40Z,2026-05-14T11:27:40Z,DUPLICATE,RESOLVED,WITHDRAWN,15.57
2768,675593,2026-03-16T01:29:24Z,,FRAUD,OPEN,,9.14
2769,169381,2026-02-04T16:59:19Z,,NOT_RECEIVED,UNDER_REVIEW,,11.25
2770,166720,2026-01-25T15:41:14Z,2026-02-11T15:41:14Z,NOT_RECEIVED,RESOLVED,CUSTOMER_WON,10.61
2771,793533,2026-04-01T18:34:29Z,2026-05-12T18:34:29Z,FRAUD,RESOLVED,MERCHANT_WON,10.29
2772,405883,2026-02-27T19:59:37Z,2026-03-04T19:59:37Z,CANCELLED,RESOLVED,CUSTOMER_WON,17.56
2773,263506,2026-02-09T09:57:31Z,2026-03-09T09:57:31Z,DUPLICATE,RESOLVED,CUSTOMER_WON,16.31
2774,242138,2026-02-15T06:56:44Z,2026-03-10T06:56:44Z,FRAUD,RESOLVED,CUSTOMER_WON,19.15
2775,259823,2026-02-04T00:03:36Z,2026-03-09T00:03:36Z,NOT_AS_DESCRIBED,RESOLVED,CUSTOMER_WON,12.28
2776,902170,2026-03-31T11:15:39Z,2026-05-23T11:15:39Z,NOT_AS_DESCRIBED,RESOLVED,CUSTOMER_WON,19.93
2777,64508,2026-02-17T21:12:06Z,2026-04-06T21:12:06Z,NOT_RECEIVED,RESOLVED,MERCHANT_WON,12.56
2778,798003,2026-03-24T15:31:08Z,,FRAUD,OPEN,,29.85
2779,346714,2026-02-21T09:52:22Z,2026-03-04T09:52:22Z,DUPLICATE,RESOLVED,CUSTOMER_WON,17.26
2780,900142,2026-05-02T05:56:05Z,2026-06-16T05:56:05Z,FRAUD,RESOLVED,MERCHANT_WON,67.44
2781,622637,2026-03-11T06:20:53Z,2026-03-16T06:20:53Z,FRAUD,RESOLVED,CUSTOMER_WON,88.35
2782,328701,2026-02-16T19:42:51Z,,NOT_AS_DESCRIBED,OPEN,,36.35
2783,544242,2026-03-07T11:25:10Z,2026-04-22T11:25:10Z,FRAUD,RESOLVED,MERCHANT_WON,34.47
2784,310936,2026-01-31T04:18:26Z,,NOT_AS_DESCRIBED,UNDER_REVIEW,,18.23
2785,140904,2026-02-11T10:28:28Z,,FRAUD,UNDER_REVIEW,,17.02
2786,350988,2026-03-04T16:31:37Z,,NOT_AS_DESCRIBED,OPEN,,95.93
2787,3549,2026-02-13T15:03:31Z,,NOT_AS_DESCRIBED,UNDER_REVIEW,,27.86
2788,221206,2026-02-09T06:09:51Z,,FRAUD,UNDER_REVIEW,,22.23
2789,500460,2026-03-12T00:24:51Z,,FRAUD,UNDER_REVIEW,,21.37
2790,700772,2026-04-11T09:15:38Z,2026-05-04T09:15:38Z,NOT_AS_DESCRIBED,RESOLVED,CUSTOMER_WON,8.96
2791,803353,2026-03-19T09:34:56Z,2026-04-02T09:34:56Z,CANCELLED,RESOLVED,MERCHANT_WON,11.36
2792,734891,2026-03-22T06:13:12Z,2026-04-09T06:13:12Z,NOT_RECEIVED,RESOLVED,CUSTOMER_WON,127.87
2793,336935,2026-02-13T14:37:25Z,2026-02-27T14:37:25Z,DUPLICATE,RESOLVED,CUSTOMER_WON,23.01
2794,4450,2026-01-29T10:34:32Z,,NOT_AS_DESCRIBED,UNDER_REVIEW,,15.27
2795,739853,2026-03-17T15:36:21Z,2026-04-05T15:36:21Z,NOT_RECEIVED,RESOLVED,CUSTOMER_WON,25.23
2796,701248,2026-04-11T03:40:18Z,2026-04-18T03:40:18Z,FRAUD,RESOLVED,CUSTOMER_WON,12.67
2797,427273,2026-02-28T20:58:21Z,,DUPLICATE,UNDER_REVIEW,,26.84
2798,390839,2026-03-15T08:20:36Z,2026-03-31T08:20:36Z,NOT_RECEIVED,RESOLVED,CHARGEBACK,18.25
