GuestId,GuestNumber,HomeCountry,Segment,AgeBand,PartySize,AccessibilityNeeds,LoyaltyTier,VisitIntent
295,GST0000295,US,FAMILY,ADULT,1,DIETARY,NONE,RIDE_DAY
296,GST0000296,US,LOCAL_MEMBER,SENIOR,2,HEARING,ANNUAL_PASS,VACATION
297,GST0000297,US,TOUR_GROUP,TEEN,12,DIETARY,ANNUAL_PASS,RIDE_DAY
298,GST0000298,GB,VIP_TRAVELER,SENIOR,3,DIETARY,VIP_CLUB,FAMILY_DAY
299,GST0000299,US,THRILL_SEEKER,ADULT,3,NONE,ANNUAL_PASS,EVENT_NIGHT
300,GST0000300,FR,TOUR_GROUP,CHILD,4,NONE,NONE,RIDE_DAY
301,GST0000301,DE,FAMILY,ADULT,2,NONE,HOTEL_GUEST,RIDE_DAY
302,GST0000302,US,VIP_TRAVELER,TEEN,2,NONE,HOTEL_GUEST,RIDE_DAY
303,GST0000303,US,FAMILY,ADULT,6,NONE,NONE,RIDE_DAY
304,GST0000304,US,VIP_TRAVELER,ADULT,2,NONE,NONE,VACATION
305,GST0000305,US,VIP_TRAVELER,ADULT,1,NONE,NONE,WATER_PARK
306,GST0000306,US,VIP_TRAVELER,ADULT,4,NONE,NONE,EVENT_NIGHT
307,GST0000307,US,SCHOOL_TRIP,CHILD,14,HEARING,NONE,EVENT_NIGHT
308,GST0000308,MX,TOUR_GROUP,SENIOR,4,NONE,NONE,FAMILY_DAY
309,GST0000309,US,FAMILY,ADULT,3,NONE,NONE,RIDE_DAY
310,GST0000310,US,SCHOOL_TRIP,ADULT,22,MOBILITY,NONE,FAMILY_DAY
311,GST0000311,US,FAMILY,SENIOR,2,NONE,VIP_CLUB,VACATION
312,GST0000312,US,FAMILY,ADULT,5,DIETARY,NONE,RIDE_DAY
313,GST0000313,US,SCHOOL_TRIP,ADULT,13,NONE,ANNUAL_PASS,RIDE_DAY
314,GST0000314,US,THRILL_SEEKER,ADULT,1,NONE,NONE,VACATION
315,GST0000315,US,LOCAL_MEMBER,ADULT,3,NONE,NONE,FAMILY_DAY
316,GST0000316,US,LOCAL_MEMBER,ADULT,2,HEARING,NONE,RIDE_DAY
317,GST0000317,US,THRILL_SEEKER,TEEN,3,NONE,ANNUAL_PASS,VACATION
318,GST0000318,US,VIP_TRAVELER,ADULT,2,NONE,ANNUAL_PASS,VACATION
319,GST0000319,AE,FAMILY,CHILD,3,NONE,NONE,RIDE_DAY
320,GST0000320,US,THRILL_SEEKER,TEEN,3,NONE,VIP_CLUB,WATER_PARK
321,GST0000321,US,TOUR_GROUP,ADULT,12,HEARING,NONE,VACATION
322,GST0000322,US,FAMILY,CHILD,5,NONE,HOTEL_GUEST,FAMILY_DAY
323,GST0000323,JP,FAMILY,CHILD,2,NONE,HOTEL_GUEST,FAMILY_DAY
324,GST0000324,AE,SCHOOL_TRIP,SENIOR,13,NONE,ANNUAL_PASS,RIDE_DAY
325,GST0000325,MX,SCHOOL_TRIP,ADULT,19,NONE,ANNUAL_PASS,WATER_PARK
326,GST0000326,JP,FAMILY,ADULT,3,NONE,NONE,EVENT_NIGHT
327,GST0000327,MX,TOUR_GROUP,ADULT,12,MOBILITY,NONE,FAMILY_DAY
328,GST0000328,US,TOUR_GROUP,ADULT,4,HEARING,HOTEL_GUEST,VACATION
329,GST0000329,AE,TOUR_GROUP,ADULT,11,NONE,HOTEL_GUEST,RIDE_DAY
330,GST0000330,US,VIP_TRAVELER,ADULT,3,NONE,NONE,RIDE_DAY
331,GST0000331,CA,TOUR_GROUP,ADULT,11,NONE,NONE,EVENT_NIGHT
332,GST0000332,US,LOCAL_MEMBER,ADULT,4,NONE,NONE,FAMILY_DAY
333,GST0000333,FR,TOUR_GROUP,TEEN,12,HEARING,VIP_CLUB,RIDE_DAY
334,GST0000334,GB,VIP_TRAVELER,ADULT,1,NONE,ANNUAL_PASS,WATER_PARK
335,GST0000335,US,FAMILY,TEEN,3,NONE,VIP_CLUB,RIDE_DAY
336,GST0000336,US,SCHOOL_TRIP,ADULT,24,NONE,ANNUAL_PASS,RIDE_DAY
337,GST0000337,CA,VIP_TRAVELER,ADULT,3,NONE,HOTEL_GUEST,RIDE_DAY
338,GST0000338,US,THRILL_SEEKER,CHILD,3,DIETARY,HOTEL_GUEST,FAMILY_DAY
339,GST0000339,US,FAMILY,TEEN,3,NONE,HOTEL_GUEST,EVENT_NIGHT
340,GST0000340,US,SCHOOL_TRIP,TEEN,17,DIETARY,NONE,RIDE_DAY
341,GST0000341,MX,LOCAL_MEMBER,ADULT,1,SENSORY,ANNUAL_PASS,WATER_PARK
342,GST0000342,US,VIP_TRAVELER,ADULT,2,SENSORY,NONE,RIDE_DAY
343,GST0000343,US,SCHOOL_TRIP,TEEN,24,NONE,HOTEL_GUEST,FAMILY_DAY
344,GST0000344,CA,LOCAL_MEMBER,ADULT,2,NONE,VIP_CLUB,EVENT_NIGHT
345,GST0000345,JP,FAMILY,CHILD,4,NONE,ANNUAL_PASS,VACATION
346,GST0000346,FR,FAMILY,ADULT,1,NONE,NONE,VACATION
347,GST0000347,FR,FAMILY,ADULT,6,NONE,NONE,VACATION
348,GST0000348,US,VIP_TRAVELER,ADULT,4,NONE,HOTEL_GUEST,VACATION
349,GST0000349,US,THRILL_SEEKER,ADULT,3,HEARING,NONE,WATER_PARK
350,GST0000350,US,THRILL_SEEKER,ADULT,3,MOBILITY,NONE,VACATION
351,GST0000351,CA,VIP_TRAVELER,ADULT,2,DIETARY,HOTEL_GUEST,RIDE_DAY
352,GST0000352,BR,FAMILY,ADULT,1,DIETARY,ANNUAL_PASS,VACATION
353,GST0000353,US,SCHOOL_TRIP,TEEN,14,NONE,HOTEL_GUEST,EVENT_NIGHT
354,GST0000354,BR,VIP_TRAVELER,ADULT,4,NONE,NONE,RIDE_DAY
355,GST0000355,JP,TOUR_GROUP,ADULT,6,NONE,NONE,VACATION
356,GST0000356,US,TOUR_GROUP,ADULT,7,NONE,NONE,VACATION
357,GST0000357,BR,FAMILY,TEEN,4,NONE,NONE,RIDE_DAY
358,GST0000358,US,THRILL_SEEKER,ADULT,2,NONE,NONE,VACATION
359,GST0000359,GB,VIP_TRAVELER,ADULT,4,NONE,NONE,FAMILY_DAY
360,GST0000360,US,FAMILY,ADULT,5,NONE,VIP_CLUB,RIDE_DAY
361,GST0000361,US,LOCAL_MEMBER,ADULT,1,NONE,NONE,RIDE_DAY
362,GST0000362,US,FAMILY,CHILD,3,NONE,ANNUAL_PASS,EVENT_NIGHT
363,GST0000363,JP,SCHOOL_TRIP,ADULT,20,NONE,VIP_CLUB,VACATION
364,GST0000364,CA,FAMILY,CHILD,4,NONE,VIP_CLUB,VACATION
365,GST0000365,US,SCHOOL_TRIP,TEEN,22,NONE,NONE,RIDE_DAY
366,GST0000366,MX,LOCAL_MEMBER,ADULT,4,NONE,NONE,RIDE_DAY
367,GST0000367,CA,SCHOOL_TRIP,ADULT,12,NONE,NONE,RIDE_DAY
368,GST0000368,US,LOCAL_MEMBER,ADULT,4,NONE,NONE,VACATION
369,GST0000369,MX,VIP_TRAVELER,ADULT,1,NONE,ANNUAL_PASS,RIDE_DAY
370,GST0000370,US,FAMILY,ADULT,4,DIETARY,NONE,RIDE_DAY
371,GST0000371,US,THRILL_SEEKER,TEEN,2,NONE,NONE,VACATION
372,GST0000372,BR,TOUR_GROUP,CHILD,11,NONE,HOTEL_GUEST,RIDE_DAY
373,GST0000373,US,FAMILY,SENIOR,5,NONE,ANNUAL_PASS,FAMILY_DAY
374,GST0000374,CA,VIP_TRAVELER,ADULT,2,NONE,NONE,VACATION
375,GST0000375,US,THRILL_SEEKER,CHILD,1,NONE,HOTEL_GUEST,FAMILY_DAY
376,GST0000376,US,LOCAL_MEMBER,CHILD,1,NONE,ANNUAL_PASS,RIDE_DAY
377,GST0000377,US,SCHOOL_TRIP,SENIOR,18,NONE,NONE,VACATION
378,GST0000378,US,TOUR_GROUP,CHILD,9,MOBILITY,NONE,FAMILY_DAY
379,GST0000379,US,VIP_TRAVELER,ADULT,1,NONE,NONE,FAMILY_DAY
380,GST0000380,US,VIP_TRAVELER,TEEN,2,NONE,NONE,VACATION
381,GST0000381,US,FAMILY,ADULT,6,NONE,NONE,WATER_PARK
382,GST0000382,CA,VIP_TRAVELER,SENIOR,3,MOBILITY,NONE,RIDE_DAY
383,GST0000383,JP,TOUR_GROUP,SENIOR,11,NONE,NONE,RIDE_DAY
384,GST0000384,US,FAMILY,SENIOR,5,MOBILITY,NONE,RIDE_DAY
385,GST0000385,US,FAMILY,SENIOR,1,MOBILITY,NONE,FAMILY_DAY
386,GST0000386,DE,THRILL_SEEKER,ADULT,3,NONE,NONE,VACATION
387,GST0000387,JP,VIP_TRAVELER,CHILD,1,NONE,NONE,RIDE_DAY
388,GST0000388,US,FAMILY,ADULT,1,NONE,ANNUAL_PASS,RIDE_DAY
389,GST0000389,GB,LOCAL_MEMBER,SENIOR,4,NONE,NONE,FAMILY_DAY
390,GST0000390,BR,THRILL_SEEKER,TEEN,3,NONE,NONE,EVENT_NIGHT
391,GST0000391,US,SCHOOL_TRIP,TEEN,19,NONE,HOTEL_GUEST,RIDE_DAY
392,GST0000392,BR,THRILL_SEEKER,SENIOR,2,NONE,VIP_CLUB,EVENT_NIGHT
393,GST0000393,US,FAMILY,CHILD,3,NONE,NONE,VACATION
394,GST0000394,MX,VIP_TRAVELER,ADULT,2,NONE,ANNUAL_PASS,WATER_PARK
395,GST0000395,JP,FAMILY,SENIOR,3,NONE,NONE,FAMILY_DAY
396,GST0000396,US,TOUR_GROUP,CHILD,10,SENSORY,VIP_CLUB,VACATION
397,GST0000397,US,FAMILY,ADULT,2,DIETARY,ANNUAL_PASS,FAMILY_DAY
398,GST0000398,MX,LOCAL_MEMBER,ADULT,4,NONE,HOTEL_GUEST,EVENT_NIGHT
399,GST0000399,US,FAMILY,TEEN,5,NONE,NONE,EVENT_NIGHT
400,GST0000400,US,FAMILY,ADULT,2,NONE,NONE,FAMILY_DAY
401,GST0000401,US,SCHOOL_TRIP,ADULT,11,MOBILITY,NONE,EVENT_NIGHT
402,GST0000402,US,LOCAL_MEMBER,TEEN,1,NONE,NONE,RIDE_DAY
403,GST0000403,CA,THRILL_SEEKER,ADULT,1,NONE,NONE,VACATION
404,GST0000404,BR,VIP_TRAVELER,ADULT,4,NONE,NONE,FAMILY_DAY
405,GST0000405,MX,SCHOOL_TRIP,CHILD,20,MOBILITY,NONE,VACATION
406,GST0000406,US,LOCAL_MEMBER,ADULT,3,NONE,NONE,FAMILY_DAY
407,GST0000407,JP,VIP_TRAVELER,CHILD,4,NONE,NONE,EVENT_NIGHT
408,GST0000408,US,LOCAL_MEMBER,ADULT,3,NONE,ANNUAL_PASS,RIDE_DAY
409,GST0000409,US,THRILL_SEEKER,ADULT,1,NONE,NONE,RIDE_DAY
410,GST0000410,US,TOUR_GROUP,ADULT,9,DIETARY,HOTEL_GUEST,RIDE_DAY
411,GST0000411,BR,SCHOOL_TRIP,SENIOR,18,DIETARY,NONE,VACATION
412,GST0000412,US,SCHOOL_TRIP,CHILD,15,SENSORY,NONE,WATER_PARK
413,GST0000413,US,FAMILY,ADULT,1,SENSORY,HOTEL_GUEST,RIDE_DAY
414,GST0000414,BR,FAMILY,ADULT,4,NONE,NONE,VACATION
415,GST0000415,US,VIP_TRAVELER,TEEN,3,NONE,ANNUAL_PASS,EVENT_NIGHT
416,GST0000416,CA,TOUR_GROUP,ADULT,7,NONE,HOTEL_GUEST,FAMILY_DAY
417,GST0000417,US,THRILL_SEEKER,ADULT,3,NONE,ANNUAL_PASS,RIDE_DAY
418,GST0000418,US,LOCAL_MEMBER,CHILD,4,NONE,NONE,VACATION
419,GST0000419,CA,FAMILY,TEEN,1,NONE,HOTEL_GUEST,FAMILY_DAY
420,GST0000420,US,FAMILY,SENIOR,3,NONE,NONE,VACATION
421,GST0000421,CA,THRILL_SEEKER,ADULT,3,NONE,NONE,FAMILY_DAY
422,GST0000422,US,THRILL_SEEKER,ADULT,1,NONE,HOTEL_GUEST,VACATION
423,GST0000423,US,VIP_TRAVELER,ADULT,1,NONE,NONE,FAMILY_DAY
424,GST0000424,FR,THRILL_SEEKER,CHILD,2,SENSORY,NONE,RIDE_DAY
425,GST0000425,US,THRILL_SEEKER,ADULT,2,DIETARY,HOTEL_GUEST,VACATION
426,GST0000426,CA,LOCAL_MEMBER,TEEN,4,NONE,ANNUAL_PASS,WATER_PARK
427,GST0000427,CA,FAMILY,ADULT,6,SENSORY,HOTEL_GUEST,VACATION
428,GST0000428,DE,FAMILY,CHILD,5,NONE,NONE,RIDE_DAY
429,GST0000429,MX,VIP_TRAVELER,ADULT,4,NONE,HOTEL_GUEST,VACATION
430,GST0000430,US,VIP_TRAVELER,TEEN,3,NONE,HOTEL_GUEST,RIDE_DAY
431,GST0000431,US,VIP_TRAVELER,CHILD,1,NONE,NONE,EVENT_NIGHT
432,GST0000432,CA,FAMILY,SENIOR,5,NONE,ANNUAL_PASS,FAMILY_DAY
433,GST0000433,US,SCHOOL_TRIP,ADULT,13,DIETARY,NONE,RIDE_DAY
434,GST0000434,US,FAMILY,ADULT,3,HEARING,NONE,RIDE_DAY
435,GST0000435,US,SCHOOL_TRIP,ADULT,11,NONE,ANNUAL_PASS,RIDE_DAY
436,GST0000436,MX,VIP_TRAVELER,ADULT,4,NONE,ANNUAL_PASS,RIDE_DAY
437,GST0000437,US,SCHOOL_TRIP,TEEN,20,SENSORY,NONE,VACATION
438,GST0000438,US,THRILL_SEEKER,ADULT,3,NONE,NONE,RIDE_DAY
439,GST0000439,CA,THRILL_SEEKER,TEEN,3,MOBILITY,ANNUAL_PASS,FAMILY_DAY
440,GST0000440,US,FAMILY,CHILD,2,NONE,ANNUAL_PASS,FAMILY_DAY
441,GST0000441,CA,LOCAL_MEMBER,CHILD,2,NONE,ANNUAL_PASS,RIDE_DAY
442,GST0000442,US,VIP_TRAVELER,CHILD,3,NONE,NONE,VACATION
443,GST0000443,MX,THRILL_SEEKER,ADULT,3,NONE,VIP_CLUB,FAMILY_DAY
444,GST0000444,US,SCHOOL_TRIP,SENIOR,15,NONE,VIP_CLUB,FAMILY_DAY
445,GST0000445,US,VIP_TRAVELER,TEEN,2,SENSORY,ANNUAL_PASS,FAMILY_DAY
446,GST0000446,US,FAMILY,CHILD,4,NONE,VIP_CLUB,VACATION
447,GST0000447,CA,VIP_TRAVELER,ADULT,4,NONE,HOTEL_GUEST,VACATION
448,GST0000448,CA,SCHOOL_TRIP,CHILD,18,DIETARY,ANNUAL_PASS,RIDE_DAY
449,GST0000449,US,FAMILY,SENIOR,3,DIETARY,ANNUAL_PASS,FAMILY_DAY
450,GST0000450,US,LOCAL_MEMBER,ADULT,4,DIETARY,NONE,RIDE_DAY
451,GST0000451,US,LOCAL_MEMBER,ADULT,4,DIETARY,ANNUAL_PASS,VACATION
452,GST0000452,US,TOUR_GROUP,ADULT,8,NONE,NONE,WATER_PARK
453,GST0000453,US,THRILL_SEEKER,CHILD,2,NONE,HOTEL_GUEST,FAMILY_DAY
454,GST0000454,US,TOUR_GROUP,ADULT,9,NONE,NONE,WATER_PARK
455,GST0000455,US,VIP_TRAVELER,ADULT,4,NONE,VIP_CLUB,FAMILY_DAY
456,GST0000456,US,THRILL_SEEKER,CHILD,3,NONE,ANNUAL_PASS,WATER_PARK
457,GST0000457,US,FAMILY,ADULT,1,NONE,VIP_CLUB,VACATION
458,GST0000458,US,FAMILY,CHILD,4,NONE,NONE,WATER_PARK
459,GST0000459,US,FAMILY,ADULT,5,DIETARY,NONE,WATER_PARK
460,GST0000460,AE,LOCAL_MEMBER,ADULT,1,NONE,HOTEL_GUEST,EVENT_NIGHT
461,GST0000461,US,TOUR_GROUP,ADULT,8,NONE,VIP_CLUB,RIDE_DAY
462,GST0000462,US,THRILL_SEEKER,ADULT,3,NONE,ANNUAL_PASS,FAMILY_DAY
463,GST0000463,US,TOUR_GROUP,ADULT,7,HEARING,ANNUAL_PASS,FAMILY_DAY
464,GST0000464,MX,LOCAL_MEMBER,ADULT,2,SENSORY,NONE,RIDE_DAY
465,GST0000465,US,THRILL_SEEKER,ADULT,2,NONE,HOTEL_GUEST,FAMILY_DAY
466,GST0000466,US,TOUR_GROUP,CHILD,4,NONE,NONE,EVENT_NIGHT
467,GST0000467,US,VIP_TRAVELER,TEEN,4,DIETARY,NONE,FAMILY_DAY
468,GST0000468,CA,VIP_TRAVELER,ADULT,1,DIETARY,NONE,VACATION
469,GST0000469,MX,SCHOOL_TRIP,CHILD,10,NONE,NONE,EVENT_NIGHT
470,GST0000470,DE,FAMILY,TEEN,3,NONE,ANNUAL_PASS,FAMILY_DAY
471,GST0000471,US,LOCAL_MEMBER,TEEN,2,NONE,HOTEL_GUEST,RIDE_DAY
472,GST0000472,MX,THRILL_SEEKER,ADULT,3,NONE,NONE,VACATION
473,GST0000473,MX,FAMILY,ADULT,3,NONE,NONE,VACATION
474,GST0000474,CA,THRILL_SEEKER,CHILD,2,NONE,HOTEL_GUEST,VACATION
475,GST0000475,US,FAMILY,CHILD,5,NONE,NONE,RIDE_DAY
476,GST0000476,MX,FAMILY,TEEN,1,NONE,NONE,FAMILY_DAY
477,GST0000477,US,FAMILY,CHILD,5,NONE,NONE,RIDE_DAY
478,GST0000478,US,FAMILY,CHILD,3,NONE,NONE,EVENT_NIGHT
479,GST0000479,US,LOCAL_MEMBER,ADULT,3,HEARING,HOTEL_GUEST,RIDE_DAY
480,GST0000480,US,VIP_TRAVELER,SENIOR,3,NONE,VIP_CLUB,WATER_PARK
481,GST0000481,US,FAMILY,TEEN,6,NONE,HOTEL_GUEST,RIDE_DAY
482,GST0000482,US,FAMILY,CHILD,5,NONE,NONE,RIDE_DAY
483,GST0000483,US,LOCAL_MEMBER,ADULT,3,NONE,NONE,FAMILY_DAY
484,GST0000484,US,LOCAL_MEMBER,ADULT,4,DIETARY,NONE,RIDE_DAY
485,GST0000485,US,FAMILY,ADULT,6,SENSORY,NONE,RIDE_DAY
486,GST0000486,US,FAMILY,ADULT,4,HEARING,VIP_CLUB,FAMILY_DAY
487,GST0000487,US,TOUR_GROUP,ADULT,9,NONE,HOTEL_GUEST,RIDE_DAY
488,GST0000488,US,FAMILY,CHILD,5,NONE,NONE,FAMILY_DAY
489,GST0000489,US,FAMILY,ADULT,5,NONE,NONE,FAMILY_DAY
490,GST0000490,MX,VIP_TRAVELER,ADULT,4,NONE,HOTEL_GUEST,WATER_PARK
491,GST0000491,MX,LOCAL_MEMBER,ADULT,2,NONE,NONE,RIDE_DAY
492,GST0000492,US,SCHOOL_TRIP,ADULT,21,NONE,ANNUAL_PASS,RIDE_DAY
493,GST0000493,US,FAMILY,ADULT,6,NONE,ANNUAL_PASS,FAMILY_DAY
494,GST0000494,US,LOCAL_MEMBER,ADULT,3,NONE,NONE,FAMILY_DAY
495,GST0000495,US,SCHOOL_TRIP,CHILD,24,HEARING,HOTEL_GUEST,VACATION
496,GST0000496,AE,TOUR_GROUP,CHILD,4,NONE,NONE,EVENT_NIGHT
497,GST0000497,US,VIP_TRAVELER,ADULT,3,DIETARY,NONE,EVENT_NIGHT
498,GST0000498,US,FAMILY,CHILD,4,MOBILITY,ANNUAL_PASS,FAMILY_DAY
499,GST0000499,US,LOCAL_MEMBER,ADULT,1,NONE,ANNUAL_PASS,RIDE_DAY
500,GST0000500,FR,SCHOOL_TRIP,ADULT,15,NONE,ANNUAL_PASS,RIDE_DAY
501,GST0000501,FR,SCHOOL_TRIP,ADULT,17,SENSORY,NONE,WATER_PARK
502,GST0000502,US,VIP_TRAVELER,ADULT,4,MOBILITY,ANNUAL_PASS,VACATION
503,GST0000503,FR,THRILL_SEEKER,TEEN,3,NONE,NONE,EVENT_NIGHT
504,GST0000504,CA,VIP_TRAVELER,TEEN,2,NONE,ANNUAL_PASS,VACATION
505,GST0000505,US,FAMILY,ADULT,6,NONE,HOTEL_GUEST,VACATION
506,GST0000506,US,FAMILY,ADULT,1,NONE,NONE,RIDE_DAY
507,GST0000507,US,LOCAL_MEMBER,ADULT,4,NONE,ANNUAL_PASS,FAMILY_DAY
508,GST0000508,US,THRILL_SEEKER,CHILD,2,NONE,NONE,WATER_PARK
509,GST0000509,US,THRILL_SEEKER,ADULT,3,NONE,NONE,RIDE_DAY
510,GST0000510,US,THRILL_SEEKER,CHILD,2,NONE,NONE,VACATION
511,GST0000511,AE,LOCAL_MEMBER,ADULT,1,NONE,NONE,FAMILY_DAY
512,GST0000512,US,LOCAL_MEMBER,CHILD,1,MOBILITY,NONE,WATER_PARK
513,GST0000513,US,FAMILY,ADULT,1,SENSORY,NONE,EVENT_NIGHT
514,GST0000514,BR,LOCAL_MEMBER,ADULT,1,NONE,HOTEL_GUEST,RIDE_DAY
515,GST0000515,MX,FAMILY,CHILD,6,HEARING,NONE,EVENT_NIGHT
516,GST0000516,US,THRILL_SEEKER,CHILD,2,NONE,ANNUAL_PASS,VACATION
517,GST0000517,US,LOCAL_MEMBER,ADULT,3,MOBILITY,HOTEL_GUEST,RIDE_DAY
518,GST0000518,US,THRILL_SEEKER,ADULT,2,NONE,HOTEL_GUEST,RIDE_DAY
519,GST0000519,US,FAMILY,SENIOR,4,DIETARY,NONE,EVENT_NIGHT
520,GST0000520,US,FAMILY,CHILD,3,DIETARY,HOTEL_GUEST,FAMILY_DAY
521,GST0000521,AE,SCHOOL_TRIP,ADULT,11,NONE,ANNUAL_PASS,RIDE_DAY
522,GST0000522,US,THRILL_SEEKER,TEEN,2,MOBILITY,NONE,VACATION
523,GST0000523,US,VIP_TRAVELER,ADULT,4,NONE,NONE,RIDE_DAY
524,GST0000524,DE,SCHOOL_TRIP,ADULT,16,NONE,NONE,VACATION
525,GST0000525,US,THRILL_SEEKER,CHILD,1,HEARING,HOTEL_GUEST,VACATION
526,GST0000526,CA,THRILL_SEEKER,ADULT,1,NONE,HOTEL_GUEST,FAMILY_DAY
527,GST0000527,CA,LOCAL_MEMBER,TEEN,3,NONE,NONE,VACATION
528,GST0000528,DE,SCHOOL_TRIP,CHILD,17,NONE,NONE,VACATION
529,GST0000529,US,LOCAL_MEMBER,SENIOR,1,DIETARY,ANNUAL_PASS,RIDE_DAY
530,GST0000530,US,LOCAL_MEMBER,ADULT,4,NONE,NONE,RIDE_DAY
531,GST0000531,US,THRILL_SEEKER,CHILD,2,NONE,NONE,FAMILY_DAY
532,GST0000532,US,VIP_TRAVELER,ADULT,2,NONE,VIP_CLUB,WATER_PARK
533,GST0000533,US,THRILL_SEEKER,TEEN,2,NONE,ANNUAL_PASS,FAMILY_DAY
534,GST0000534,US,FAMILY,TEEN,4,NONE,NONE,VACATION
535,GST0000535,GB,FAMILY,TEEN,4,NONE,NONE,VACATION
536,GST0000536,US,THRILL_SEEKER,ADULT,2,SENSORY,HOTEL_GUEST,FAMILY_DAY
537,GST0000537,US,THRILL_SEEKER,CHILD,1,NONE,NONE,RIDE_DAY
538,GST0000538,US,FAMILY,ADULT,2,NONE,VIP_CLUB,FAMILY_DAY
539,GST0000539,MX,VIP_TRAVELER,TEEN,2,NONE,ANNUAL_PASS,WATER_PARK
540,GST0000540,US,VIP_TRAVELER,CHILD,4,NONE,NONE,WATER_PARK
541,GST0000541,JP,FAMILY,TEEN,1,NONE,ANNUAL_PASS,FAMILY_DAY
542,GST0000542,FR,FAMILY,TEEN,2,NONE,HOTEL_GUEST,VACATION
543,GST0000543,AE,SCHOOL_TRIP,ADULT,18,DIETARY,NONE,VACATION
544,GST0000544,BR,FAMILY,SENIOR,6,NONE,NONE,VACATION
545,GST0000545,US,THRILL_SEEKER,CHILD,1,NONE,NONE,RIDE_DAY
546,GST0000546,US,VIP_TRAVELER,TEEN,2,NONE,NONE,WATER_PARK
547,GST0000547,US,FAMILY,SENIOR,6,NONE,HOTEL_GUEST,FAMILY_DAY
548,GST0000548,MX,FAMILY,CHILD,5,NONE,ANNUAL_PASS,RIDE_DAY
549,GST0000549,GB,FAMILY,ADULT,1,MOBILITY,NONE,FAMILY_DAY
550,GST0000550,US,SCHOOL_TRIP,ADULT,23,NONE,NONE,VACATION
551,GST0000551,DE,FAMILY,ADULT,5,NONE,ANNUAL_PASS,WATER_PARK
552,GST0000552,US,FAMILY,ADULT,6,NONE,NONE,VACATION
553,GST0000553,CA,VIP_TRAVELER,ADULT,1,NONE,VIP_CLUB,VACATION
554,GST0000554,US,LOCAL_MEMBER,TEEN,3,NONE,VIP_CLUB,EVENT_NIGHT
555,GST0000555,US,VIP_TRAVELER,ADULT,4,NONE,NONE,FAMILY_DAY
556,GST0000556,US,FAMILY,ADULT,6,HEARING,ANNUAL_PASS,WATER_PARK
557,GST0000557,MX,FAMILY,ADULT,5,NONE,NONE,VACATION
558,GST0000558,US,FAMILY,CHILD,4,MOBILITY,ANNUAL_PASS,VACATION
559,GST0000559,US,TOUR_GROUP,ADULT,12,NONE,HOTEL_GUEST,VACATION
560,GST0000560,DE,THRILL_SEEKER,ADULT,2,NONE,NONE,RIDE_DAY
561,GST0000561,US,THRILL_SEEKER,ADULT,1,MOBILITY,NONE,FAMILY_DAY
562,GST0000562,GB,THRILL_SEEKER,SENIOR,2,NONE,VIP_CLUB,RIDE_DAY
563,GST0000563,CA,FAMILY,TEEN,2,NONE,NONE,VACATION
564,GST0000564,US,LOCAL_MEMBER,ADULT,1,NONE,NONE,EVENT_NIGHT
565,GST0000565,CA,VIP_TRAVELER,ADULT,1,MOBILITY,NONE,WATER_PARK
566,GST0000566,BR,FAMILY,CHILD,5,NONE,NONE,WATER_PARK
567,GST0000567,US,FAMILY,ADULT,1,NONE,VIP_CLUB,FAMILY_DAY
568,GST0000568,DE,VIP_TRAVELER,TEEN,1,SENSORY,VIP_CLUB,WATER_PARK
569,GST0000569,JP,FAMILY,SENIOR,2,NONE,HOTEL_GUEST,RIDE_DAY
570,GST0000570,US,TOUR_GROUP,ADULT,4,NONE,NONE,FAMILY_DAY
571,GST0000571,US,TOUR_GROUP,TEEN,6,NONE,NONE,RIDE_DAY
572,GST0000572,CA,TOUR_GROUP,ADULT,5,NONE,VIP_CLUB,RIDE_DAY
573,GST0000573,CA,LOCAL_MEMBER,ADULT,4,NONE,NONE,EVENT_NIGHT
574,GST0000574,US,LOCAL_MEMBER,ADULT,2,SENSORY,NONE,RIDE_DAY
575,GST0000575,US,FAMILY,CHILD,5,MOBILITY,NONE,VACATION
576,GST0000576,US,FAMILY,SENIOR,6,MOBILITY,HOTEL_GUEST,VACATION
577,GST0000577,US,FAMILY,CHILD,2,NONE,NONE,VACATION
578,GST0000578,US,LOCAL_MEMBER,TEEN,1,MOBILITY,ANNUAL_PASS,FAMILY_DAY
579,GST0000579,GB,FAMILY,CHILD,4,NONE,NONE,VACATION
580,GST0000580,US,FAMILY,TEEN,4,NONE,HOTEL_GUEST,RIDE_DAY
581,GST0000581,US,SCHOOL_TRIP,ADULT,13,HEARING,NONE,EVENT_NIGHT
582,GST0000582,US,LOCAL_MEMBER,ADULT,4,SENSORY,HOTEL_GUEST,RIDE_DAY
583,GST0000583,DE,LOCAL_MEMBER,ADULT,3,NONE,ANNUAL_PASS,RIDE_DAY
584,GST0000584,US,FAMILY,TEEN,1,NONE,NONE,EVENT_NIGHT
585,GST0000585,US,FAMILY,ADULT,6,NONE,ANNUAL_PASS,WATER_PARK
586,GST0000586,JP,VIP_TRAVELER,ADULT,2,NONE,NONE,FAMILY_DAY
587,GST0000587,US,THRILL_SEEKER,ADULT,2,NONE,NONE,RIDE_DAY
588,GST0000588,DE,FAMILY,CHILD,4,SENSORY,NONE,FAMILY_DAY
589,GST0000589,JP,THRILL_SEEKER,ADULT,1,NONE,VIP_CLUB,FAMILY_DAY
