EmployeeId,EmployeeNumber,Park,HomeZone,EmployeeName,RoleType,SkillTier,EmploymentType,HireDate,MascotQualifiedFlag,ActiveFlag
217,EMP000217,1,2,Employee 00217,ENTERTAINMENT_HOST,CERTIFIED,SEASONAL,2025-07-19T03:00:00Z,False,True
218,EMP000218,2,30,Employee 00218,ENTERTAINMENT_HOST,FOUNDATION,FULL_TIME,2023-11-20T14:00:00Z,False,True
219,EMP000219,4,15,Employee 00219,SAFETY_COORDINATOR,CERTIFIED,FULL_TIME,2024-03-04T14:00:00Z,False,True
220,EMP000220,3,7,Employee 00220,SAFETY_COORDINATOR,CERTIFIED,FULL_TIME,2023-12-23T04:00:00Z,False,True
221,EMP000221,3,8,Employee 00221,GUEST_SERVICES,LEAD,FULL_TIME,2023-10-25T09:00:00Z,False,True
222,EMP000222,3,29,Employee 00222,GUEST_SERVICES,LEAD,PART_TIME,2024-09-17T03:00:00Z,False,True
223,EMP000223,3,8,Employee 00223,ENTERTAINMENT_HOST,FOUNDATION,SEASONAL,2024-04-23T02:00:00Z,False,True
224,EMP000224,3,26,Employee 00224,GUEST_SERVICES,LEAD,FULL_TIME,2024-10-22T07:00:00Z,False,True
225,EMP000225,2,6,Employee 00225,AREA_SUPERVISOR,LEAD,PART_TIME,2024-04-14T10:00:00Z,False,True
226,EMP000226,3,29,Employee 00226,GUEST_SERVICES,CERTIFIED,SEASONAL,2023-08-07T05:00:00Z,False,True
227,EMP000227,5,5,Employee 00227,GUEST_SERVICES,CERTIFIED,FULL_TIME,2025-12-28T12:00:00Z,False,True
228,EMP000228,5,19,Employee 00228,GUEST_SERVICES,CERTIFIED,FULL_TIME,2025-05-03T00:00:00Z,False,True
229,EMP000229,1,23,Employee 00229,MECHANIC,CERTIFIED,FULL_TIME,2023-07-24T12:00:00Z,False,True
230,EMP000230,5,12,Employee 00230,GUEST_SERVICES,LEAD,FULL_TIME,2023-07-13T03:00:00Z,False,True
231,EMP000231,2,30,Employee 00231,GUEST_SERVICES,LEAD,FULL_TIME,2024-01-11T13:00:00Z,False,True
232,EMP000232,5,19,Employee 00232,AREA_SUPERVISOR,LEAD,FULL_TIME,2024-02-13T14:00:00Z,False,True
233,EMP000233,5,21,Employee 00233,SAFETY_COORDINATOR,LEAD,SEASONAL,2025-05-09T08:00:00Z,False,True
234,EMP000234,1,23,Employee 00234,RIDE_OPERATOR,LEAD,PART_TIME,2024-04-09T08:00:00Z,False,True
235,EMP000235,2,6,Employee 00235,ENTERTAINMENT_HOST,FOUNDATION,FULL_TIME,2023-05-02T08:00:00Z,False,True
236,EMP000236,2,4,Employee 00236,AREA_SUPERVISOR,MANAGER,FULL_TIME,2023-06-28T12:00:00Z,False,True
237,EMP000237,6,28,Employee 00237,AREA_SUPERVISOR,MANAGER,FULL_TIME,2025-04-19T14:00:00Z,False,True
238,EMP000238,5,17,Employee 00238,ENTERTAINMENT_HOST,CERTIFIED,SEASONAL,2024-12-26T08:00:00Z,False,True
239,EMP000239,2,16,Employee 00239,GUEST_SERVICES,CERTIFIED,FULL_TIME,2024-02-16T05:00:00Z,False,True
240,EMP000240,6,11,Employee 00240,RIDE_OPERATOR,FOUNDATION,PART_TIME,2024-01-17T04:00:00Z,False,True
241,EMP000241,1,25,Employee 00241,GUEST_SERVICES,CERTIFIED,PART_TIME,2023-09-25T06:00:00Z,False,True
242,EMP000242,2,6,Employee 00242,MECHANIC,SPECIALIST,FULL_TIME,2025-01-25T00:00:00Z,False,True
243,EMP000243,5,22,Employee 00243,RIDE_OPERATOR,FOUNDATION,SEASONAL,2024-06-27T09:00:00Z,False,False
244,EMP000244,2,6,Employee 00244,MECHANIC,SPECIALIST,FULL_TIME,2024-11-22T08:00:00Z,False,True
245,EMP000245,3,8,Employee 00245,RIDE_OPERATOR,LEAD,FULL_TIME,2025-12-01T14:00:00Z,False,True
246,EMP000246,2,30,Employee 00246,ENTERTAINMENT_HOST,CERTIFIED,FULL_TIME,2024-01-12T10:00:00Z,False,True
247,EMP000247,3,29,Employee 00247,RIDE_OPERATOR,LEAD,SEASONAL,2024-05-18T15:00:00Z,False,False
248,EMP000248,6,11,Employee 00248,RIDE_OPERATOR,LEAD,SEASONAL,2023-07-29T14:00:00Z,False,True
249,EMP000249,3,29,Employee 00249,ENTERTAINMENT_HOST,FOUNDATION,SEASONAL,2024-03-05T00:00:00Z,True,True
250,EMP000250,3,7,Employee 00250,MECHANIC,LEAD,FULL_TIME,2025-03-16T11:00:00Z,False,True
251,EMP000251,2,6,Employee 00251,GUEST_SERVICES,FOUNDATION,FULL_TIME,2023-08-31T11:00:00Z,False,True
252,EMP000252,3,29,Employee 00252,MECHANIC,LEAD,FULL_TIME,2023-10-13T12:00:00Z,False,True
253,EMP000253,3,29,Employee 00253,ENTERTAINMENT_HOST,FOUNDATION,PART_TIME,2023-09-01T11:00:00Z,False,True
254,EMP000254,3,3,Employee 00254,RIDE_OPERATOR,FOUNDATION,FULL_TIME,2023-05-29T09:00:00Z,False,True
255,EMP000255,5,21,Employee 00255,ENTERTAINMENT_HOST,FOUNDATION,PART_TIME,2023-12-19T10:00:00Z,False,True
256,EMP000256,2,16,Employee 00256,SAFETY_COORDINATOR,CERTIFIED,SEASONAL,2024-12-13T00:00:00Z,False,True
257,EMP000257,1,25,Employee 00257,ENTERTAINMENT_HOST,FOUNDATION,FULL_TIME,2025-02-09T17:00:00Z,False,True
258,EMP000258,5,5,Employee 00258,AREA_SUPERVISOR,MANAGER,FULL_TIME,2024-11-25T13:00:00Z,False,True
259,EMP000259,6,11,Employee 00259,GUEST_SERVICES,FOUNDATION,SEASONAL,2024-12-13T12:00:00Z,False,True
260,EMP000260,5,21,Employee 00260,RIDE_OPERATOR,FOUNDATION,FULL_TIME,2024-04-26T14:00:00Z,False,True
261,EMP000261,3,7,Employee 00261,GUEST_SERVICES,FOUNDATION,FULL_TIME,2024-07-01T01:00:00Z,False,True
262,EMP000262,2,6,Employee 00262,RIDE_OPERATOR,FOUNDATION,FULL_TIME,2025-12-24T06:00:00Z,False,True
263,EMP000263,3,26,Employee 00263,GUEST_SERVICES,FOUNDATION,PART_TIME,2024-03-31T10:00:00Z,False,True
264,EMP000264,5,10,Employee 00264,GUEST_SERVICES,CERTIFIED,FULL_TIME,2023-12-04T12:00:00Z,False,True
265,EMP000265,2,4,Employee 00265,RIDE_OPERATOR,FOUNDATION,FULL_TIME,2025-05-30T02:00:00Z,False,True
266,EMP000266,3,29,Employee 00266,AREA_SUPERVISOR,LEAD,FULL_TIME,2023-12-14T08:00:00Z,False,True
267,EMP000267,3,29,Employee 00267,GUEST_SERVICES,LEAD,FULL_TIME,2023-05-17T04:00:00Z,False,True
268,EMP000268,5,21,Employee 00268,AREA_SUPERVISOR,MANAGER,FULL_TIME,2024-11-04T16:00:00Z,False,True
269,EMP000269,3,26,Employee 00269,MECHANIC,SPECIALIST,FULL_TIME,2023-10-30T12:00:00Z,False,True
270,EMP000270,1,27,Employee 00270,GUEST_SERVICES,FOUNDATION,PART_TIME,2024-01-10T01:00:00Z,False,True
271,EMP000271,2,30,Employee 00271,MECHANIC,CERTIFIED,FULL_TIME,2023-10-01T13:00:00Z,False,True
272,EMP000272,3,29,Employee 00272,RIDE_OPERATOR,LEAD,FULL_TIME,2025-09-30T08:00:00Z,False,True
273,EMP000273,2,16,Employee 00273,RIDE_OPERATOR,LEAD,SEASONAL,2025-06-22T13:00:00Z,False,True
274,EMP000274,5,5,Employee 00274,RIDE_OPERATOR,FOUNDATION,FULL_TIME,2024-09-26T11:00:00Z,False,True
275,EMP000275,1,23,Employee 00275,GUEST_SERVICES,FOUNDATION,SEASONAL,2025-11-06T08:00:00Z,False,True
276,EMP000276,3,3,Employee 00276,RIDE_OPERATOR,FOUNDATION,PART_TIME,2024-11-04T16:00:00Z,False,True
277,EMP000277,1,25,Employee 00277,SAFETY_COORDINATOR,LEAD,FULL_TIME,2024-07-07T17:00:00Z,False,True
278,EMP000278,3,3,Employee 00278,SAFETY_COORDINATOR,SPECIALIST,SEASONAL,2023-12-21T01:00:00Z,False,True
279,EMP000279,4,20,Employee 00279,SAFETY_COORDINATOR,SPECIALIST,PART_TIME,2023-09-08T06:00:00Z,False,True
280,EMP000280,5,19,Employee 00280,RIDE_OPERATOR,FOUNDATION,SEASONAL,2024-10-14T00:00:00Z,False,True
281,EMP000281,6,13,Employee 00281,RIDE_OPERATOR,LEAD,FULL_TIME,2024-11-02T02:00:00Z,False,True
282,EMP000282,3,8,Employee 00282,GUEST_SERVICES,FOUNDATION,FULL_TIME,2023-09-22T11:00:00Z,False,True
283,EMP000283,4,1,Employee 00283,SAFETY_COORDINATOR,SPECIALIST,PART_TIME,2023-06-06T04:00:00Z,False,True
284,EMP000284,1,2,Employee 00284,GUEST_SERVICES,FOUNDATION,SEASONAL,2025-07-31T14:00:00Z,False,True
285,EMP000285,3,3,Employee 00285,GUEST_SERVICES,FOUNDATION,FULL_TIME,2024-08-23T00:00:00Z,False,True
286,EMP000286,4,15,Employee 00286,RIDE_OPERATOR,LEAD,SEASONAL,2024-10-29T11:00:00Z,False,True
287,EMP000287,3,29,Employee 00287,GUEST_SERVICES,LEAD,FULL_TIME,2025-11-24T03:00:00Z,False,True
288,EMP000288,3,8,Employee 00288,ENTERTAINMENT_HOST,FOUNDATION,FULL_TIME,2025-05-11T03:00:00Z,False,True
289,EMP000289,3,8,Employee 00289,ENTERTAINMENT_HOST,FOUNDATION,FULL_TIME,2024-04-22T02:00:00Z,True,True
290,EMP000290,3,26,Employee 00290,AREA_SUPERVISOR,LEAD,PART_TIME,2023-06-14T03:00:00Z,False,True
291,EMP000291,1,23,Employee 00291,GUEST_SERVICES,FOUNDATION,PART_TIME,2023-06-05T15:00:00Z,False,True
292,EMP000292,5,21,Employee 00292,MECHANIC,LEAD,FULL_TIME,2025-12-13T04:00:00Z,False,True
293,EMP000293,2,30,Employee 00293,GUEST_SERVICES,FOUNDATION,FULL_TIME,2023-10-23T08:00:00Z,False,True
294,EMP000294,1,2,Employee 00294,RIDE_OPERATOR,LEAD,SEASONAL,2023-06-23T17:00:00Z,False,True
295,EMP000295,5,19,Employee 00295,RIDE_OPERATOR,FOUNDATION,FULL_TIME,2023-08-23T05:00:00Z,False,True
296,EMP000296,4,20,Employee 00296,RIDE_OPERATOR,LEAD,SEASONAL,2025-12-17T07:00:00Z,False,True
297,EMP000297,3,29,Employee 00297,AREA_SUPERVISOR,MANAGER,SEASONAL,2025-11-18T13:00:00Z,False,True
298,EMP000298,3,3,Employee 00298,MECHANIC,SPECIALIST,PART_TIME,2023-08-31T17:00:00Z,False,True
299,EMP000299,5,12,Employee 00299,RIDE_OPERATOR,FOUNDATION,SEASONAL,2025-03-21T03:00:00Z,False,True
300,EMP000300,1,2,Employee 00300,AREA_SUPERVISOR,MANAGER,FULL_TIME,2024-09-28T16:00:00Z,False,True
301,EMP000301,1,25,Employee 00301,MECHANIC,LEAD,FULL_TIME,2025-12-19T05:00:00Z,False,True
302,EMP000302,6,24,Employee 00302,SAFETY_COORDINATOR,SPECIALIST,SEASONAL,2025-07-10T10:00:00Z,False,True
303,EMP000303,3,29,Employee 00303,SAFETY_COORDINATOR,LEAD,FULL_TIME,2025-05-24T12:00:00Z,False,True
304,EMP000304,6,28,Employee 00304,MECHANIC,LEAD,PART_TIME,2025-01-24T03:00:00Z,False,True
305,EMP000305,1,27,Employee 00305,RIDE_OPERATOR,LEAD,SEASONAL,2023-07-01T06:00:00Z,False,True
306,EMP000306,3,3,Employee 00306,AREA_SUPERVISOR,LEAD,FULL_TIME,2023-12-20T04:00:00Z,False,True
307,EMP000307,3,29,Employee 00307,MECHANIC,CERTIFIED,FULL_TIME,2023-07-13T06:00:00Z,False,True
308,EMP000308,4,20,Employee 00308,AREA_SUPERVISOR,MANAGER,PART_TIME,2025-01-22T03:00:00Z,False,True
309,EMP000309,1,2,Employee 00309,RIDE_OPERATOR,FOUNDATION,FULL_TIME,2025-01-09T17:00:00Z,False,True
310,EMP000310,3,29,Employee 00310,RIDE_OPERATOR,FOUNDATION,PART_TIME,2024-09-11T02:00:00Z,False,True
311,EMP000311,4,20,Employee 00311,AREA_SUPERVISOR,MANAGER,PART_TIME,2025-12-20T12:00:00Z,False,True
312,EMP000312,4,20,Employee 00312,RIDE_OPERATOR,FOUNDATION,FULL_TIME,2024-03-21T14:00:00Z,False,True
313,EMP000313,2,30,Employee 00313,RIDE_OPERATOR,FOUNDATION,PART_TIME,2025-08-01T09:00:00Z,False,True
314,EMP000314,2,4,Employee 00314,ENTERTAINMENT_HOST,CERTIFIED,FULL_TIME,2025-03-14T02:00:00Z,True,True
315,EMP000315,6,14,Employee 00315,AREA_SUPERVISOR,MANAGER,FULL_TIME,2023-12-24T16:00:00Z,False,True
316,EMP000316,5,12,Employee 00316,SAFETY_COORDINATOR,LEAD,FULL_TIME,2025-08-07T03:00:00Z,False,True
317,EMP000317,2,6,Employee 00317,ENTERTAINMENT_HOST,CERTIFIED,PART_TIME,2025-09-09T16:00:00Z,False,True
318,EMP000318,3,3,Employee 00318,AREA_SUPERVISOR,LEAD,FULL_TIME,2023-10-09T01:00:00Z,False,True
319,EMP000319,6,14,Employee 00319,RIDE_OPERATOR,FOUNDATION,FULL_TIME,2023-08-04T01:00:00Z,False,True
320,EMP000320,1,27,Employee 00320,AREA_SUPERVISOR,LEAD,PART_TIME,2024-09-07T06:00:00Z,False,True
321,EMP000321,3,26,Employee 00321,RIDE_OPERATOR,LEAD,FULL_TIME,2024-06-22T03:00:00Z,False,True
322,EMP000322,4,18,Employee 00322,RIDE_OPERATOR,LEAD,FULL_TIME,2025-04-28T04:00:00Z,False,True
323,EMP000323,5,5,Employee 00323,GUEST_SERVICES,FOUNDATION,FULL_TIME,2025-11-21T16:00:00Z,False,True
324,EMP000324,6,13,Employee 00324,AREA_SUPERVISOR,MANAGER,FULL_TIME,2024-09-23T04:00:00Z,False,True
325,EMP000325,3,29,Employee 00325,AREA_SUPERVISOR,LEAD,FULL_TIME,2025-12-29T16:00:00Z,False,True
326,EMP000326,5,22,Employee 00326,GUEST_SERVICES,FOUNDATION,FULL_TIME,2024-01-13T06:00:00Z,False,True
327,EMP000327,2,6,Employee 00327,AREA_SUPERVISOR,LEAD,SEASONAL,2025-06-19T01:00:00Z,False,True
328,EMP000328,2,6,Employee 00328,RIDE_OPERATOR,LEAD,FULL_TIME,2025-08-29T07:00:00Z,False,True
329,EMP000329,5,22,Employee 00329,RIDE_OPERATOR,FOUNDATION,SEASONAL,2024-10-22T00:00:00Z,False,True
330,EMP000330,3,8,Employee 00330,AREA_SUPERVISOR,MANAGER,SEASONAL,2024-07-07T01:00:00Z,False,True
331,EMP000331,3,26,Employee 00331,GUEST_SERVICES,CERTIFIED,FULL_TIME,2025-12-12T10:00:00Z,False,True
332,EMP000332,6,14,Employee 00332,RIDE_OPERATOR,FOUNDATION,PART_TIME,2024-03-06T13:00:00Z,False,True
333,EMP000333,3,26,Employee 00333,AREA_SUPERVISOR,LEAD,FULL_TIME,2024-02-08T13:00:00Z,False,True
334,EMP000334,1,27,Employee 00334,SAFETY_COORDINATOR,CERTIFIED,FULL_TIME,2024-07-23T14:00:00Z,False,True
335,EMP000335,3,7,Employee 00335,AREA_SUPERVISOR,MANAGER,FULL_TIME,2023-09-02T12:00:00Z,False,True
336,EMP000336,5,22,Employee 00336,RIDE_OPERATOR,LEAD,FULL_TIME,2024-05-01T15:00:00Z,False,True
337,EMP000337,2,4,Employee 00337,GUEST_SERVICES,LEAD,SEASONAL,2024-03-21T03:00:00Z,False,True
338,EMP000338,2,6,Employee 00338,GUEST_SERVICES,FOUNDATION,PART_TIME,2023-06-20T02:00:00Z,False,True
339,EMP000339,5,9,Employee 00339,SAFETY_COORDINATOR,CERTIFIED,FULL_TIME,2025-12-28T02:00:00Z,False,True
340,EMP000340,1,2,Employee 00340,ENTERTAINMENT_HOST,FOUNDATION,FULL_TIME,2025-10-29T07:00:00Z,False,True
341,EMP000341,5,12,Employee 00341,GUEST_SERVICES,FOUNDATION,FULL_TIME,2023-09-27T04:00:00Z,False,True
342,EMP000342,3,8,Employee 00342,RIDE_OPERATOR,FOUNDATION,PART_TIME,2025-07-13T12:00:00Z,False,True
343,EMP000343,2,30,Employee 00343,MECHANIC,SPECIALIST,PART_TIME,2025-10-14T14:00:00Z,False,True
344,EMP000344,5,22,Employee 00344,ENTERTAINMENT_HOST,CERTIFIED,PART_TIME,2024-02-04T02:00:00Z,False,True
345,EMP000345,3,3,Employee 00345,SAFETY_COORDINATOR,LEAD,FULL_TIME,2024-07-26T07:00:00Z,False,True
346,EMP000346,5,9,Employee 00346,SAFETY_COORDINATOR,CERTIFIED,FULL_TIME,2025-01-14T04:00:00Z,False,True
347,EMP000347,3,3,Employee 00347,RIDE_OPERATOR,LEAD,PART_TIME,2024-01-19T08:00:00Z,False,True
348,EMP000348,2,6,Employee 00348,ENTERTAINMENT_HOST,FOUNDATION,SEASONAL,2024-03-10T00:00:00Z,False,True
349,EMP000349,2,6,Employee 00349,SAFETY_COORDINATOR,SPECIALIST,FULL_TIME,2024-06-17T02:00:00Z,False,True
350,EMP000350,5,9,Employee 00350,RIDE_OPERATOR,LEAD,FULL_TIME,2024-06-25T00:00:00Z,False,True
351,EMP000351,1,2,Employee 00351,RIDE_OPERATOR,FOUNDATION,PART_TIME,2024-09-24T08:00:00Z,False,True
352,EMP000352,1,25,Employee 00352,SAFETY_COORDINATOR,SPECIALIST,PART_TIME,2024-07-31T12:00:00Z,False,True
353,EMP000353,5,19,Employee 00353,RIDE_OPERATOR,FOUNDATION,SEASONAL,2025-06-08T17:00:00Z,False,False
354,EMP000354,3,26,Employee 00354,SAFETY_COORDINATOR,LEAD,FULL_TIME,2023-11-22T01:00:00Z,False,True
355,EMP000355,3,26,Employee 00355,RIDE_OPERATOR,FOUNDATION,FULL_TIME,2023-10-22T06:00:00Z,False,True
356,EMP000356,5,12,Employee 00356,SAFETY_COORDINATOR,SPECIALIST,FULL_TIME,2024-06-06T01:00:00Z,False,True
357,EMP000357,2,16,Employee 00357,GUEST_SERVICES,FOUNDATION,SEASONAL,2023-10-30T00:00:00Z,False,True
358,EMP000358,2,16,Employee 00358,RIDE_OPERATOR,LEAD,PART_TIME,2025-07-03T16:00:00Z,False,True
359,EMP000359,3,7,Employee 00359,ENTERTAINMENT_HOST,FOUNDATION,FULL_TIME,2025-08-17T06:00:00Z,True,True
360,EMP000360,5,5,Employee 00360,GUEST_SERVICES,CERTIFIED,FULL_TIME,2025-01-20T05:00:00Z,False,True
361,EMP000361,3,29,Employee 00361,RIDE_OPERATOR,LEAD,FULL_TIME,2023-10-20T13:00:00Z,False,True
362,EMP000362,3,3,Employee 00362,ENTERTAINMENT_HOST,CERTIFIED,FULL_TIME,2023-11-04T13:00:00Z,False,True
363,EMP000363,3,29,Employee 00363,AREA_SUPERVISOR,LEAD,SEASONAL,2023-08-22T15:00:00Z,False,True
364,EMP000364,1,2,Employee 00364,ENTERTAINMENT_HOST,CERTIFIED,FULL_TIME,2025-12-28T04:00:00Z,False,True
365,EMP000365,6,14,Employee 00365,ENTERTAINMENT_HOST,CERTIFIED,FULL_TIME,2023-11-01T01:00:00Z,False,True
366,EMP000366,3,7,Employee 00366,AREA_SUPERVISOR,LEAD,PART_TIME,2024-06-09T16:00:00Z,False,True
367,EMP000367,3,26,Employee 00367,GUEST_SERVICES,CERTIFIED,SEASONAL,2024-12-31T15:00:00Z,False,True
368,EMP000368,1,27,Employee 00368,ENTERTAINMENT_HOST,FOUNDATION,FULL_TIME,2025-12-21T17:00:00Z,True,True
369,EMP000369,5,9,Employee 00369,RIDE_OPERATOR,LEAD,PART_TIME,2023-11-16T05:00:00Z,False,True
370,EMP000370,2,4,Employee 00370,MECHANIC,SPECIALIST,SEASONAL,2025-01-23T10:00:00Z,False,True
371,EMP000371,3,8,Employee 00371,RIDE_OPERATOR,FOUNDATION,PART_TIME,2024-09-06T13:00:00Z,False,True
372,EMP000372,3,7,Employee 00372,SAFETY_COORDINATOR,SPECIALIST,PART_TIME,2024-12-28T09:00:00Z,False,True
373,EMP000373,3,29,Employee 00373,RIDE_OPERATOR,LEAD,FULL_TIME,2025-01-11T02:00:00Z,False,True
374,EMP000374,1,27,Employee 00374,GUEST_SERVICES,FOUNDATION,FULL_TIME,2024-12-07T08:00:00Z,False,True
375,EMP000375,5,17,Employee 00375,ENTERTAINMENT_HOST,FOUNDATION,FULL_TIME,2025-03-01T03:00:00Z,False,True
376,EMP000376,3,29,Employee 00376,RIDE_OPERATOR,FOUNDATION,PART_TIME,2023-08-02T08:00:00Z,False,True
377,EMP000377,2,4,Employee 00377,SAFETY_COORDINATOR,LEAD,FULL_TIME,2023-08-07T10:00:00Z,False,True
378,EMP000378,3,3,Employee 00378,RIDE_OPERATOR,FOUNDATION,PART_TIME,2023-09-24T14:00:00Z,False,True
379,EMP000379,3,29,Employee 00379,RIDE_OPERATOR,LEAD,FULL_TIME,2023-12-31T02:00:00Z,False,True
380,EMP000380,1,25,Employee 00380,MECHANIC,SPECIALIST,FULL_TIME,2025-02-15T11:00:00Z,False,True
381,EMP000381,3,7,Employee 00381,ENTERTAINMENT_HOST,CERTIFIED,FULL_TIME,2023-05-17T01:00:00Z,True,True
382,EMP000382,5,12,Employee 00382,MECHANIC,SPECIALIST,SEASONAL,2024-06-16T06:00:00Z,False,True
383,EMP000383,3,26,Employee 00383,RIDE_OPERATOR,LEAD,FULL_TIME,2024-11-11T05:00:00Z,False,True
384,EMP000384,1,27,Employee 00384,RIDE_OPERATOR,LEAD,FULL_TIME,2025-11-27T13:00:00Z,False,True
385,EMP000385,1,23,Employee 00385,RIDE_OPERATOR,FOUNDATION,FULL_TIME,2023-09-22T11:00:00Z,False,True
386,EMP000386,1,25,Employee 00386,AREA_SUPERVISOR,MANAGER,FULL_TIME,2025-09-16T12:00:00Z,False,True
387,EMP000387,3,26,Employee 00387,RIDE_OPERATOR,LEAD,FULL_TIME,2024-05-19T09:00:00Z,False,True
388,EMP000388,1,25,Employee 00388,MECHANIC,SPECIALIST,FULL_TIME,2024-12-11T14:00:00Z,False,True
389,EMP000389,5,9,Employee 00389,RIDE_OPERATOR,FOUNDATION,SEASONAL,2024-10-11T06:00:00Z,False,True
390,EMP000390,2,6,Employee 00390,ENTERTAINMENT_HOST,CERTIFIED,SEASONAL,2024-08-02T01:00:00Z,False,True
391,EMP000391,3,29,Employee 00391,RIDE_OPERATOR,LEAD,PART_TIME,2024-04-11T10:00:00Z,False,True
392,EMP000392,6,11,Employee 00392,RIDE_OPERATOR,FOUNDATION,PART_TIME,2024-08-19T15:00:00Z,False,True
393,EMP000393,2,30,Employee 00393,ENTERTAINMENT_HOST,CERTIFIED,SEASONAL,2025-07-18T05:00:00Z,True,True
394,EMP000394,6,24,Employee 00394,RIDE_OPERATOR,FOUNDATION,PART_TIME,2024-06-02T03:00:00Z,False,True
395,EMP000395,1,27,Employee 00395,AREA_SUPERVISOR,LEAD,FULL_TIME,2024-07-04T06:00:00Z,False,True
396,EMP000396,6,11,Employee 00396,GUEST_SERVICES,CERTIFIED,FULL_TIME,2025-03-15T06:00:00Z,False,True
397,EMP000397,3,7,Employee 00397,RIDE_OPERATOR,LEAD,PART_TIME,2024-01-16T06:00:00Z,False,True
398,EMP000398,1,25,Employee 00398,ENTERTAINMENT_HOST,FOUNDATION,FULL_TIME,2025-07-08T06:00:00Z,False,True
399,EMP000399,1,27,Employee 00399,MECHANIC,CERTIFIED,FULL_TIME,2023-05-26T14:00:00Z,False,True
400,EMP000400,3,7,Employee 00400,SAFETY_COORDINATOR,CERTIFIED,FULL_TIME,2023-06-21T06:00:00Z,False,True
401,EMP000401,1,27,Employee 00401,RIDE_OPERATOR,LEAD,PART_TIME,2023-05-16T05:00:00Z,False,True
402,EMP000402,3,3,Employee 00402,RIDE_OPERATOR,FOUNDATION,FULL_TIME,2024-05-14T11:00:00Z,False,True
403,EMP000403,3,8,Employee 00403,RIDE_OPERATOR,LEAD,SEASONAL,2025-10-14T07:00:00Z,False,True
404,EMP000404,1,23,Employee 00404,GUEST_SERVICES,LEAD,FULL_TIME,2025-06-08T06:00:00Z,False,True
405,EMP000405,3,8,Employee 00405,ENTERTAINMENT_HOST,CERTIFIED,PART_TIME,2023-09-04T04:00:00Z,True,True
406,EMP000406,2,30,Employee 00406,GUEST_SERVICES,CERTIFIED,FULL_TIME,2025-04-07T12:00:00Z,True,True
407,EMP000407,1,27,Employee 00407,ENTERTAINMENT_HOST,FOUNDATION,FULL_TIME,2024-11-08T04:00:00Z,True,True
408,EMP000408,3,8,Employee 00408,RIDE_OPERATOR,FOUNDATION,PART_TIME,2025-02-10T17:00:00Z,False,True
409,EMP000409,5,12,Employee 00409,MECHANIC,LEAD,FULL_TIME,2024-12-10T00:00:00Z,False,False
410,EMP000410,5,5,Employee 00410,GUEST_SERVICES,FOUNDATION,PART_TIME,2025-07-04T08:00:00Z,False,True
411,EMP000411,3,7,Employee 00411,RIDE_OPERATOR,FOUNDATION,SEASONAL,2025-01-25T05:00:00Z,False,True
412,EMP000412,5,5,Employee 00412,GUEST_SERVICES,CERTIFIED,FULL_TIME,2025-06-09T07:00:00Z,False,True
413,EMP000413,3,8,Employee 00413,GUEST_SERVICES,LEAD,FULL_TIME,2024-03-12T16:00:00Z,False,True
414,EMP000414,6,28,Employee 00414,ENTERTAINMENT_HOST,CERTIFIED,FULL_TIME,2025-01-13T15:00:00Z,True,True
415,EMP000415,3,8,Employee 00415,GUEST_SERVICES,FOUNDATION,PART_TIME,2025-10-19T08:00:00Z,False,True
416,EMP000416,5,9,Employee 00416,GUEST_SERVICES,LEAD,PART_TIME,2025-06-16T02:00:00Z,False,True
417,EMP000417,3,3,Employee 00417,MECHANIC,LEAD,SEASONAL,2025-12-24T14:00:00Z,False,True
418,EMP000418,5,22,Employee 00418,AREA_SUPERVISOR,MANAGER,PART_TIME,2023-10-21T13:00:00Z,False,True
419,EMP000419,3,8,Employee 00419,SAFETY_COORDINATOR,SPECIALIST,FULL_TIME,2025-12-01T07:00:00Z,False,True
420,EMP000420,5,9,Employee 00420,AREA_SUPERVISOR,LEAD,FULL_TIME,2023-07-22T16:00:00Z,False,True
