TicketId,TicketCode,Guest,Park,VisitDate,TicketType,EntryChannel,PricePaid,FastAccessFlag,AddOnBundle,TicketStatus
670,TKT00000670,1131,3,2026-07-18T17:15:00Z,DAY_PASS,WEBSITE,134.85,False,NONE,USED
671,TKT00000671,589,6,2026-07-21T15:45:00Z,DAY_PASS,MOBILE_APP,131.11,False,RAINY_DAY_CREDIT,CANCELLED
672,TKT00000672,146,1,2026-08-14T15:30:00Z,DAY_PASS,MOBILE_APP,199.13,False,DINING_PHOTO,USED
673,TKT00000673,2409,2,2026-08-15T16:00:00Z,ANNUAL_PASS,WEBSITE,624.31,False,CHARACTER_MEET,USED
674,TKT00000674,1003,4,2026-06-03T09:15:00Z,FAST_ACCESS,WEBSITE,376.99,True,FAST_ACCESS,USED
675,TKT00000675,2605,3,2026-08-15T13:15:00Z,DAY_PASS,WEBSITE,92.9,False,CHARACTER_MEET,USED
676,TKT00000676,2798,1,2026-05-22T09:45:00Z,MULTI_DAY,ON_SITE,453.87,True,FAST_ACCESS,USED
677,TKT00000677,722,3,2026-07-28T13:15:00Z,MULTI_DAY,ON_SITE,503.69,False,RAINY_DAY_CREDIT,USED
678,TKT00000678,1441,5,2026-07-02T08:30:00Z,VIP,MOBILE_APP,392.57,True,FAST_ACCESS,USED
679,TKT00000679,2749,3,2026-05-06T16:15:00Z,MULTI_DAY,ON_SITE,551.9,False,NONE,NO_SHOW
680,TKT00000680,836,1,2026-05-03T10:00:00Z,MULTI_DAY,MOBILE_APP,400.81,False,PARKING_PLUS,UPGRADED
681,TKT00000681,2586,3,2026-06-21T13:00:00Z,MULTI_DAY,WEBSITE,273.7,False,PARKING_PLUS,USED
682,TKT00000682,2128,5,2026-08-17T13:45:00Z,DAY_PASS,MOBILE_APP,176.9,True,FAST_ACCESS,USED
683,TKT00000683,526,1,2026-05-24T16:15:00Z,MULTI_DAY,HOTEL_DESK,240.42,True,FAST_ACCESS,USED
684,TKT00000684,1653,1,2026-08-08T15:00:00Z,MULTI_DAY,ON_SITE,172.93,False,PARKING_PLUS,USED
685,TKT00000685,1877,5,2026-06-04T14:00:00Z,ANNUAL_PASS,ON_SITE,931.91,False,RAINY_DAY_CREDIT,UPGRADED
686,TKT00000686,2161,3,2026-07-08T17:15:00Z,ANNUAL_PASS,HOTEL_DESK,263.19,False,NONE,USED
687,TKT00000687,1532,1,2026-08-12T08:30:00Z,ANNUAL_PASS,TRAVEL_AGENT,394.95,True,FAST_ACCESS,CANCELLED
688,TKT00000688,790,1,2026-06-09T13:15:00Z,DAY_PASS,ON_SITE,255.56,False,PARKING_PLUS,USED
689,TKT00000689,1399,6,2026-06-30T16:15:00Z,VIP,ON_SITE,686.84,True,FAST_ACCESS,USED
690,TKT00000690,113,1,2026-08-01T08:30:00Z,FAST_ACCESS,WEBSITE,145.69,True,FAST_ACCESS,USED
691,TKT00000691,1345,6,2026-05-31T15:00:00Z,DAY_PASS,TRAVEL_AGENT,220.73,False,NONE,USED
692,TKT00000692,519,1,2026-07-10T12:30:00Z,MULTI_DAY,ON_SITE,436.46,True,FAST_ACCESS,USED
693,TKT00000693,380,1,2026-05-27T10:30:00Z,ANNUAL_PASS,MOBILE_APP,331.58,False,CHARACTER_MEET,USED
694,TKT00000694,2190,1,2026-07-28T12:30:00Z,FAST_ACCESS,ON_SITE,180.82,True,FAST_ACCESS,USED
695,TKT00000695,2277,3,2026-08-03T17:30:00Z,ANNUAL_PASS,TRAVEL_AGENT,566.75,False,CHARACTER_MEET,USED
696,TKT00000696,1389,1,2026-08-18T08:15:00Z,VIP,MOBILE_APP,352.86,True,FAST_ACCESS,UPGRADED
697,TKT00000697,227,3,2026-05-18T12:30:00Z,DAY_PASS,WEBSITE,260.3,False,DINING_PHOTO,USED
698,TKT00000698,1896,3,2026-05-10T08:00:00Z,FAST_ACCESS,HOTEL_DESK,171.89,True,FAST_ACCESS,USED
699,TKT00000699,811,3,2026-08-11T12:15:00Z,ANNUAL_PASS,TRAVEL_AGENT,355.14,True,FAST_ACCESS,USED
700,TKT00000700,1475,1,2026-05-10T08:30:00Z,MULTI_DAY,TRAVEL_AGENT,445.14,False,CHARACTER_MEET,UPGRADED
701,TKT00000701,2149,3,2026-08-04T11:00:00Z,MULTI_DAY,WEBSITE,313.47,False,PARKING_PLUS,USED
702,TKT00000702,2615,3,2026-05-24T17:15:00Z,DAY_PASS,WEBSITE,263.95,False,CHARACTER_MEET,USED
703,TKT00000703,2508,3,2026-08-05T14:30:00Z,DAY_PASS,MOBILE_APP,131.7,False,CHARACTER_MEET,UPGRADED
704,TKT00000704,425,1,2026-07-08T08:45:00Z,DAY_PASS,ON_SITE,148.84,False,PARKING_PLUS,USED
705,TKT00000705,1750,5,2026-07-30T09:30:00Z,VIP,MOBILE_APP,767.56,True,FAST_ACCESS,USED
706,TKT00000706,841,1,2026-05-07T12:00:00Z,DAY_PASS,WEBSITE,132.63,False,NONE,NO_SHOW
707,TKT00000707,1546,1,2026-05-11T13:45:00Z,MULTI_DAY,WEBSITE,216.46,False,CHARACTER_MEET,USED
708,TKT00000708,844,4,2026-06-16T12:15:00Z,DAY_PASS,MOBILE_APP,108.27,False,CHARACTER_MEET,USED
709,TKT00000709,2463,4,2026-08-12T08:15:00Z,DAY_PASS,MOBILE_APP,235.98,True,FAST_ACCESS,CANCELLED
710,TKT00000710,2386,1,2026-07-11T13:30:00Z,FAST_ACCESS,ON_SITE,240.81,True,FAST_ACCESS,UPGRADED
711,TKT00000711,1245,1,2026-08-02T17:30:00Z,DAY_PASS,MOBILE_APP,169.92,False,CHARACTER_MEET,USED
712,TKT00000712,2780,1,2026-05-14T11:15:00Z,VIP,MOBILE_APP,548.25,True,FAST_ACCESS,USED
713,TKT00000713,1639,6,2026-06-07T11:00:00Z,DAY_PASS,ON_SITE,122.38,False,DINING_PHOTO,USED
714,TKT00000714,721,2,2026-05-16T11:45:00Z,ANNUAL_PASS,WEBSITE,859.84,False,NONE,USED
715,TKT00000715,68,5,2026-08-06T17:30:00Z,ANNUAL_PASS,ON_SITE,482.49,False,RAINY_DAY_CREDIT,UPGRADED
716,TKT00000716,526,2,2026-07-24T15:30:00Z,ANNUAL_PASS,WEBSITE,496.16,False,RAINY_DAY_CREDIT,CANCELLED
717,TKT00000717,238,3,2026-08-20T17:00:00Z,ANNUAL_PASS,TRAVEL_AGENT,359.98,True,FAST_ACCESS,NO_SHOW
718,TKT00000718,1719,2,2026-05-02T13:15:00Z,FAST_ACCESS,WEBSITE,287.5,True,FAST_ACCESS,USED
719,TKT00000719,1939,5,2026-08-08T16:15:00Z,ANNUAL_PASS,WEBSITE,378.27,False,NONE,USED
720,TKT00000720,2637,1,2026-08-27T09:45:00Z,DAY_PASS,MOBILE_APP,130.85,False,NONE,USED
721,TKT00000721,2087,3,2026-07-28T14:45:00Z,DAY_PASS,MOBILE_APP,191.28,False,DINING_PHOTO,USED
722,TKT00000722,777,3,2026-06-14T12:00:00Z,ANNUAL_PASS,ON_SITE,586.2,False,PARKING_PLUS,USED
723,TKT00000723,1543,6,2026-06-08T11:30:00Z,DAY_PASS,MOBILE_APP,161.35,False,CHARACTER_MEET,USED
724,TKT00000724,1035,2,2026-07-07T12:00:00Z,MULTI_DAY,WEBSITE,465.82,False,NONE,USED
725,TKT00000725,624,1,2026-06-30T15:30:00Z,DAY_PASS,WEBSITE,139.88,False,CHARACTER_MEET,USED
726,TKT00000726,566,3,2026-05-29T13:00:00Z,ANNUAL_PASS,WEBSITE,598.1,False,NONE,CANCELLED
727,TKT00000727,263,1,2026-05-03T15:45:00Z,DAY_PASS,WEBSITE,128.52,False,PARKING_PLUS,USED
728,TKT00000728,1359,5,2026-05-21T10:30:00Z,MULTI_DAY,MOBILE_APP,311.8,False,PARKING_PLUS,CANCELLED
729,TKT00000729,2291,3,2026-07-17T16:30:00Z,FAST_ACCESS,MOBILE_APP,336.24,True,FAST_ACCESS,USED
730,TKT00000730,514,3,2026-05-02T09:45:00Z,DAY_PASS,MOBILE_APP,147.75,False,PARKING_PLUS,USED
731,TKT00000731,166,1,2026-05-22T14:00:00Z,ANNUAL_PASS,WEBSITE,396.49,False,RAINY_DAY_CREDIT,USED
732,TKT00000732,1824,1,2026-05-29T16:45:00Z,MULTI_DAY,WEBSITE,240.1,True,FAST_ACCESS,NO_SHOW
733,TKT00000733,2093,6,2026-08-09T13:30:00Z,MULTI_DAY,MOBILE_APP,585.76,True,FAST_ACCESS,USED
734,TKT00000734,1351,3,2026-05-13T17:45:00Z,ANNUAL_PASS,MOBILE_APP,546.08,False,RAINY_DAY_CREDIT,USED
735,TKT00000735,1195,1,2026-06-08T15:00:00Z,DAY_PASS,ON_SITE,126.11,True,FAST_ACCESS,NO_SHOW
736,TKT00000736,114,6,2026-07-20T13:15:00Z,VIP,MOBILE_APP,529.59,True,FAST_ACCESS,UPGRADED
737,TKT00000737,1217,1,2026-07-11T10:00:00Z,VIP,MOBILE_APP,835.43,True,FAST_ACCESS,USED
738,TKT00000738,1143,5,2026-07-15T16:30:00Z,DAY_PASS,MOBILE_APP,181.86,True,FAST_ACCESS,USED
739,TKT00000739,1306,1,2026-05-04T16:30:00Z,DAY_PASS,MOBILE_APP,159.41,False,CHARACTER_MEET,USED
740,TKT00000740,2109,1,2026-05-29T12:00:00Z,DAY_PASS,MOBILE_APP,100.94,False,PARKING_PLUS,USED
741,TKT00000741,323,6,2026-06-21T14:30:00Z,MULTI_DAY,ON_SITE,287.96,True,FAST_ACCESS,USED
742,TKT00000742,1241,1,2026-06-27T10:30:00Z,MULTI_DAY,MOBILE_APP,314.0,False,PARKING_PLUS,USED
743,TKT00000743,700,3,2026-07-08T14:00:00Z,VIP,ON_SITE,430.21,True,FAST_ACCESS,USED
744,TKT00000744,1218,1,2026-07-22T10:15:00Z,VIP,MOBILE_APP,512.12,True,FAST_ACCESS,USED
745,TKT00000745,2047,3,2026-07-31T10:30:00Z,DAY_PASS,WEBSITE,169.16,True,FAST_ACCESS,USED
746,TKT00000746,2093,1,2026-07-11T13:00:00Z,FAST_ACCESS,HOTEL_DESK,405.22,True,FAST_ACCESS,USED
747,TKT00000747,937,1,2026-08-22T17:30:00Z,ANNUAL_PASS,MOBILE_APP,538.87,True,FAST_ACCESS,USED
748,TKT00000748,1215,5,2026-05-10T13:30:00Z,DAY_PASS,ON_SITE,115.07,False,CHARACTER_MEET,CANCELLED
749,TKT00000749,1306,5,2026-05-28T12:15:00Z,DAY_PASS,MOBILE_APP,187.6,False,CHARACTER_MEET,NO_SHOW
750,TKT00000750,2575,5,2026-08-11T12:45:00Z,ANNUAL_PASS,TRAVEL_AGENT,279.2,False,RAINY_DAY_CREDIT,UPGRADED
751,TKT00000751,1322,6,2026-06-07T10:15:00Z,DAY_PASS,WEBSITE,232.92,False,NONE,USED
752,TKT00000752,490,3,2026-07-26T10:00:00Z,VIP,MOBILE_APP,852.14,True,FAST_ACCESS,USED
753,TKT00000753,1915,3,2026-07-26T12:45:00Z,DAY_PASS,ON_SITE,203.06,False,RAINY_DAY_CREDIT,USED
754,TKT00000754,2122,4,2026-05-22T09:00:00Z,ANNUAL_PASS,MOBILE_APP,488.43,False,RAINY_DAY_CREDIT,USED
755,TKT00000755,2088,2,2026-08-01T13:45:00Z,MULTI_DAY,ON_SITE,607.37,False,PARKING_PLUS,UPGRADED
756,TKT00000756,215,6,2026-07-07T12:00:00Z,DAY_PASS,MOBILE_APP,175.38,False,CHARACTER_MEET,USED
757,TKT00000757,1444,2,2026-07-13T17:00:00Z,DAY_PASS,MOBILE_APP,144.11,False,DINING_PHOTO,USED
758,TKT00000758,2096,1,2026-08-02T08:30:00Z,DAY_PASS,HOTEL_DESK,205.52,False,PARKING_PLUS,USED
759,TKT00000759,1783,4,2026-08-15T11:15:00Z,DAY_PASS,HOTEL_DESK,215.8,False,NONE,USED
760,TKT00000760,82,1,2026-05-05T11:45:00Z,MULTI_DAY,MOBILE_APP,256.07,False,RAINY_DAY_CREDIT,USED
761,TKT00000761,1627,5,2026-08-11T14:45:00Z,ANNUAL_PASS,WEBSITE,510.73,False,PARKING_PLUS,USED
762,TKT00000762,2090,5,2026-05-02T12:45:00Z,MULTI_DAY,ON_SITE,205.55,False,RAINY_DAY_CREDIT,USED
763,TKT00000763,2039,3,2026-06-04T15:30:00Z,DAY_PASS,MOBILE_APP,155.72,True,FAST_ACCESS,USED
764,TKT00000764,1281,5,2026-07-24T12:00:00Z,DAY_PASS,MOBILE_APP,207.65,False,PARKING_PLUS,USED
765,TKT00000765,2726,3,2026-07-09T16:30:00Z,VIP,MOBILE_APP,677.63,True,FAST_ACCESS,CANCELLED
766,TKT00000766,1283,6,2026-06-28T15:15:00Z,MULTI_DAY,WEBSITE,479.23,True,FAST_ACCESS,USED
767,TKT00000767,630,2,2026-06-25T14:45:00Z,ANNUAL_PASS,WEBSITE,670.43,True,FAST_ACCESS,USED
768,TKT00000768,1335,2,2026-06-05T11:00:00Z,DAY_PASS,TRAVEL_AGENT,199.54,False,RAINY_DAY_CREDIT,USED
769,TKT00000769,2792,6,2026-08-26T16:45:00Z,DAY_PASS,MOBILE_APP,242.15,False,DINING_PHOTO,USED
770,TKT00000770,1051,3,2026-06-25T16:30:00Z,MULTI_DAY,WEBSITE,479.05,False,RAINY_DAY_CREDIT,USED
771,TKT00000771,1398,2,2026-07-07T13:45:00Z,DAY_PASS,ON_SITE,233.86,False,NONE,USED
772,TKT00000772,2621,1,2026-08-28T09:00:00Z,MULTI_DAY,WEBSITE,251.05,True,FAST_ACCESS,USED
773,TKT00000773,156,4,2026-08-25T09:00:00Z,DAY_PASS,WEBSITE,182.32,False,RAINY_DAY_CREDIT,USED
774,TKT00000774,158,5,2026-07-17T09:00:00Z,FAST_ACCESS,MOBILE_APP,393.1,True,FAST_ACCESS,UPGRADED
775,TKT00000775,476,6,2026-07-14T12:30:00Z,ANNUAL_PASS,MOBILE_APP,437.78,False,CHARACTER_MEET,USED
776,TKT00000776,1513,3,2026-08-09T12:00:00Z,FAST_ACCESS,MOBILE_APP,287.31,True,FAST_ACCESS,USED
777,TKT00000777,789,3,2026-08-07T15:30:00Z,ANNUAL_PASS,HOTEL_DESK,439.7,False,RAINY_DAY_CREDIT,USED
778,TKT00000778,2453,1,2026-06-26T09:00:00Z,MULTI_DAY,ON_SITE,411.38,False,NONE,USED
779,TKT00000779,1246,5,2026-08-18T16:00:00Z,ANNUAL_PASS,MOBILE_APP,607.45,True,FAST_ACCESS,USED
780,TKT00000780,2567,5,2026-06-29T14:30:00Z,MULTI_DAY,ON_SITE,165.68,False,DINING_PHOTO,USED
781,TKT00000781,1875,5,2026-05-19T13:45:00Z,DAY_PASS,MOBILE_APP,162.59,False,NONE,USED
782,TKT00000782,672,5,2026-07-11T13:15:00Z,MULTI_DAY,ON_SITE,359.85,False,NONE,USED
783,TKT00000783,467,6,2026-08-19T16:45:00Z,ANNUAL_PASS,TRAVEL_AGENT,866.36,False,DINING_PHOTO,USED
784,TKT00000784,357,4,2026-05-02T15:30:00Z,FAST_ACCESS,WEBSITE,326.81,True,FAST_ACCESS,USED
785,TKT00000785,1982,6,2026-05-25T17:15:00Z,FAST_ACCESS,MOBILE_APP,166.26,True,FAST_ACCESS,UPGRADED
786,TKT00000786,2564,2,2026-07-03T10:15:00Z,MULTI_DAY,MOBILE_APP,488.43,False,RAINY_DAY_CREDIT,USED
787,TKT00000787,2441,1,2026-06-28T17:30:00Z,MULTI_DAY,WEBSITE,319.87,False,RAINY_DAY_CREDIT,UPGRADED
788,TKT00000788,2154,5,2026-08-07T14:00:00Z,DAY_PASS,MOBILE_APP,182.97,False,PARKING_PLUS,USED
789,TKT00000789,2744,4,2026-07-10T16:30:00Z,DAY_PASS,ON_SITE,199.8,True,FAST_ACCESS,USED
790,TKT00000790,1071,1,2026-06-13T13:45:00Z,MULTI_DAY,MOBILE_APP,213.27,False,CHARACTER_MEET,USED
791,TKT00000791,550,5,2026-07-18T17:30:00Z,VIP,MOBILE_APP,495.92,True,FAST_ACCESS,USED
792,TKT00000792,351,6,2026-08-23T14:00:00Z,ANNUAL_PASS,MOBILE_APP,373.55,False,CHARACTER_MEET,USED
793,TKT00000793,2285,5,2026-05-21T16:30:00Z,DAY_PASS,ON_SITE,265.73,True,FAST_ACCESS,USED
794,TKT00000794,1022,2,2026-06-19T12:00:00Z,MULTI_DAY,MOBILE_APP,333.04,False,PARKING_PLUS,USED
795,TKT00000795,2066,5,2026-05-19T14:15:00Z,MULTI_DAY,MOBILE_APP,230.97,True,FAST_ACCESS,USED
796,TKT00000796,1987,3,2026-08-03T13:00:00Z,DAY_PASS,MOBILE_APP,97.26,False,RAINY_DAY_CREDIT,NO_SHOW
797,TKT00000797,2763,5,2026-07-05T15:15:00Z,VIP,MOBILE_APP,336.07,True,FAST_ACCESS,USED
798,TKT00000798,287,4,2026-06-04T10:45:00Z,DAY_PASS,MOBILE_APP,234.92,False,DINING_PHOTO,USED
799,TKT00000799,418,1,2026-05-10T14:00:00Z,ANNUAL_PASS,WEBSITE,820.21,True,FAST_ACCESS,USED
800,TKT00000800,1043,5,2026-06-19T09:15:00Z,ANNUAL_PASS,HOTEL_DESK,747.81,False,DINING_PHOTO,USED
801,TKT00000801,1294,2,2026-08-19T17:15:00Z,ANNUAL_PASS,MOBILE_APP,442.54,False,CHARACTER_MEET,USED
802,TKT00000802,529,3,2026-05-04T14:00:00Z,DAY_PASS,WEBSITE,90.71,True,FAST_ACCESS,USED
803,TKT00000803,1847,4,2026-05-21T14:30:00Z,ANNUAL_PASS,ON_SITE,659.95,False,NONE,USED
804,TKT00000804,1466,6,2026-08-11T14:45:00Z,DAY_PASS,MOBILE_APP,128.55,False,RAINY_DAY_CREDIT,USED
805,TKT00000805,2477,5,2026-07-15T12:00:00Z,DAY_PASS,WEBSITE,227.72,False,CHARACTER_MEET,USED
806,TKT00000806,881,1,2026-06-17T09:45:00Z,DAY_PASS,MOBILE_APP,194.34,False,NONE,UPGRADED
807,TKT00000807,1546,1,2026-05-19T10:45:00Z,MULTI_DAY,MOBILE_APP,233.08,False,CHARACTER_MEET,USED
808,TKT00000808,1787,3,2026-06-12T11:15:00Z,MULTI_DAY,WEBSITE,224.84,False,NONE,USED
809,TKT00000809,658,5,2026-07-09T11:00:00Z,DAY_PASS,ON_SITE,122.76,False,PARKING_PLUS,USED
810,TKT00000810,2043,3,2026-08-14T13:30:00Z,ANNUAL_PASS,MOBILE_APP,542.05,True,FAST_ACCESS,USED
811,TKT00000811,2726,5,2026-07-24T17:30:00Z,MULTI_DAY,WEBSITE,307.31,False,CHARACTER_MEET,UPGRADED
812,TKT00000812,322,2,2026-06-07T11:30:00Z,MULTI_DAY,MOBILE_APP,542.29,False,DINING_PHOTO,USED
813,TKT00000813,1065,1,2026-08-28T14:00:00Z,ANNUAL_PASS,MOBILE_APP,527.94,False,CHARACTER_MEET,USED
814,TKT00000814,1536,1,2026-07-28T10:45:00Z,DAY_PASS,MOBILE_APP,163.47,False,CHARACTER_MEET,USED
815,TKT00000815,1207,2,2026-05-28T10:45:00Z,ANNUAL_PASS,ON_SITE,523.84,False,RAINY_DAY_CREDIT,USED
816,TKT00000816,2499,3,2026-07-27T11:30:00Z,DAY_PASS,TRAVEL_AGENT,181.71,False,NONE,NO_SHOW
817,TKT00000817,2609,2,2026-05-19T08:45:00Z,DAY_PASS,WEBSITE,217.06,False,DINING_PHOTO,USED
818,TKT00000818,326,2,2026-07-16T09:15:00Z,VIP,WEBSITE,595.23,True,FAST_ACCESS,USED
819,TKT00000819,1277,3,2026-08-18T11:45:00Z,DAY_PASS,WEBSITE,175.96,True,FAST_ACCESS,USED
820,TKT00000820,233,3,2026-08-05T16:15:00Z,MULTI_DAY,MOBILE_APP,175.65,False,CHARACTER_MEET,USED
821,TKT00000821,2642,3,2026-08-17T12:15:00Z,FAST_ACCESS,ON_SITE,157.54,True,FAST_ACCESS,USED
822,TKT00000822,528,6,2026-05-26T15:00:00Z,MULTI_DAY,MOBILE_APP,583.94,False,NONE,USED
823,TKT00000823,1,2,2026-07-22T17:30:00Z,DAY_PASS,MOBILE_APP,221.02,True,FAST_ACCESS,USED
824,TKT00000824,204,5,2026-05-06T13:45:00Z,FAST_ACCESS,MOBILE_APP,177.74,True,FAST_ACCESS,USED
825,TKT00000825,2240,3,2026-06-27T11:45:00Z,MULTI_DAY,ON_SITE,310.73,False,CHARACTER_MEET,CANCELLED
826,TKT00000826,933,6,2026-05-18T17:30:00Z,ANNUAL_PASS,MOBILE_APP,446.48,False,NONE,USED
827,TKT00000827,906,5,2026-05-13T17:45:00Z,DAY_PASS,TRAVEL_AGENT,262.37,True,FAST_ACCESS,USED
828,TKT00000828,1679,1,2026-05-05T12:00:00Z,FAST_ACCESS,WEBSITE,340.96,True,FAST_ACCESS,USED
829,TKT00000829,1893,6,2026-08-11T08:15:00Z,ANNUAL_PASS,ON_SITE,524.56,False,NONE,USED
830,TKT00000830,1551,6,2026-05-17T13:30:00Z,DAY_PASS,ON_SITE,260.64,False,PARKING_PLUS,USED
831,TKT00000831,332,2,2026-08-04T11:15:00Z,VIP,ON_SITE,698.78,True,FAST_ACCESS,USED
832,TKT00000832,1644,6,2026-07-19T09:45:00Z,DAY_PASS,MOBILE_APP,155.17,True,FAST_ACCESS,USED
833,TKT00000833,1933,2,2026-07-06T11:00:00Z,MULTI_DAY,HOTEL_DESK,163.91,False,NONE,UPGRADED
834,TKT00000834,2596,1,2026-05-30T08:45:00Z,ANNUAL_PASS,MOBILE_APP,494.73,False,NONE,CANCELLED
835,TKT00000835,246,1,2026-08-18T11:30:00Z,DAY_PASS,MOBILE_APP,89.81,False,NONE,USED
836,TKT00000836,1621,2,2026-05-22T16:30:00Z,ANNUAL_PASS,MOBILE_APP,488.23,True,FAST_ACCESS,USED
837,TKT00000837,2461,2,2026-07-03T14:30:00Z,MULTI_DAY,MOBILE_APP,304.42,False,DINING_PHOTO,USED
838,TKT00000838,2507,6,2026-06-09T16:30:00Z,DAY_PASS,MOBILE_APP,109.58,False,PARKING_PLUS,USED
839,TKT00000839,680,4,2026-05-29T15:45:00Z,VIP,MOBILE_APP,732.56,True,FAST_ACCESS,USED
840,TKT00000840,331,3,2026-06-23T17:15:00Z,DAY_PASS,MOBILE_APP,241.45,False,NONE,USED
841,TKT00000841,756,2,2026-05-09T15:45:00Z,VIP,MOBILE_APP,413.79,True,FAST_ACCESS,CANCELLED
842,TKT00000842,877,3,2026-05-31T16:45:00Z,VIP,TRAVEL_AGENT,782.68,True,FAST_ACCESS,USED
843,TKT00000843,1340,3,2026-08-24T12:00:00Z,DAY_PASS,TRAVEL_AGENT,201.94,False,NONE,USED
844,TKT00000844,954,3,2026-08-28T09:45:00Z,ANNUAL_PASS,ON_SITE,740.91,False,RAINY_DAY_CREDIT,USED
845,TKT00000845,2623,5,2026-07-02T16:15:00Z,MULTI_DAY,ON_SITE,215.08,True,FAST_ACCESS,USED
846,TKT00000846,1954,1,2026-06-09T16:30:00Z,DAY_PASS,WEBSITE,195.59,False,NONE,USED
847,TKT00000847,1826,2,2026-07-19T10:15:00Z,VIP,TRAVEL_AGENT,401.72,True,FAST_ACCESS,USED
848,TKT00000848,30,3,2026-07-16T10:00:00Z,ANNUAL_PASS,ON_SITE,483.25,False,NONE,USED
849,TKT00000849,530,3,2026-06-09T09:00:00Z,ANNUAL_PASS,MOBILE_APP,500.0,False,DINING_PHOTO,USED
850,TKT00000850,1717,3,2026-08-10T09:15:00Z,DAY_PASS,WEBSITE,248.81,False,DINING_PHOTO,UPGRADED
851,TKT00000851,82,5,2026-06-13T12:30:00Z,DAY_PASS,WEBSITE,103.78,False,DINING_PHOTO,USED
852,TKT00000852,526,1,2026-08-10T11:30:00Z,MULTI_DAY,WEBSITE,228.98,False,DINING_PHOTO,USED
853,TKT00000853,2197,1,2026-07-29T12:30:00Z,MULTI_DAY,WEBSITE,412.69,False,NONE,UPGRADED
854,TKT00000854,420,3,2026-05-22T12:30:00Z,DAY_PASS,HOTEL_DESK,162.12,False,NONE,USED
855,TKT00000855,1737,5,2026-05-08T17:15:00Z,MULTI_DAY,MOBILE_APP,338.6,False,NONE,USED
856,TKT00000856,229,3,2026-06-25T13:00:00Z,MULTI_DAY,WEBSITE,565.29,False,RAINY_DAY_CREDIT,USED
857,TKT00000857,1869,5,2026-05-08T13:15:00Z,DAY_PASS,MOBILE_APP,136.92,True,FAST_ACCESS,USED
858,TKT00000858,264,2,2026-07-21T16:00:00Z,MULTI_DAY,WEBSITE,211.31,False,NONE,USED
859,TKT00000859,1902,5,2026-06-08T16:30:00Z,ANNUAL_PASS,WEBSITE,722.18,False,RAINY_DAY_CREDIT,USED
860,TKT00000860,2591,3,2026-05-25T09:45:00Z,DAY_PASS,MOBILE_APP,96.05,False,DINING_PHOTO,USED
861,TKT00000861,742,5,2026-05-22T08:15:00Z,FAST_ACCESS,WEBSITE,277.38,True,FAST_ACCESS,CANCELLED
862,TKT00000862,1094,3,2026-07-16T14:00:00Z,DAY_PASS,MOBILE_APP,137.9,False,NONE,USED
863,TKT00000863,108,2,2026-07-01T11:30:00Z,ANNUAL_PASS,MOBILE_APP,642.73,False,DINING_PHOTO,USED
864,TKT00000864,428,2,2026-07-17T14:15:00Z,DAY_PASS,MOBILE_APP,260.89,True,FAST_ACCESS,USED
865,TKT00000865,595,5,2026-07-17T16:45:00Z,MULTI_DAY,ON_SITE,175.08,False,PARKING_PLUS,USED
866,TKT00000866,2782,3,2026-07-09T16:00:00Z,ANNUAL_PASS,WEBSITE,755.26,False,NONE,USED
867,TKT00000867,2470,3,2026-08-03T13:45:00Z,ANNUAL_PASS,ON_SITE,697.99,False,CHARACTER_MEET,UPGRADED
868,TKT00000868,2343,1,2026-05-31T08:45:00Z,DAY_PASS,WEBSITE,127.11,True,FAST_ACCESS,USED
869,TKT00000869,2522,3,2026-05-29T11:45:00Z,DAY_PASS,WEBSITE,172.44,False,CHARACTER_MEET,USED
870,TKT00000870,442,5,2026-06-07T08:00:00Z,ANNUAL_PASS,WEBSITE,654.4,True,FAST_ACCESS,USED
871,TKT00000871,2638,5,2026-05-12T12:00:00Z,MULTI_DAY,WEBSITE,165.41,True,FAST_ACCESS,UPGRADED
872,TKT00000872,2489,5,2026-06-23T12:30:00Z,DAY_PASS,ON_SITE,139.05,False,CHARACTER_MEET,USED
873,TKT00000873,1922,3,2026-07-25T15:30:00Z,DAY_PASS,MOBILE_APP,154.44,False,DINING_PHOTO,USED
874,TKT00000874,401,3,2026-07-29T08:30:00Z,DAY_PASS,MOBILE_APP,247.12,False,CHARACTER_MEET,UPGRADED
875,TKT00000875,404,1,2026-07-01T10:15:00Z,DAY_PASS,MOBILE_APP,187.78,True,FAST_ACCESS,USED
876,TKT00000876,1003,3,2026-08-11T11:45:00Z,DAY_PASS,ON_SITE,200.39,False,DINING_PHOTO,USED
877,TKT00000877,330,5,2026-07-22T12:00:00Z,DAY_PASS,MOBILE_APP,221.16,False,DINING_PHOTO,USED
878,TKT00000878,586,1,2026-05-25T16:30:00Z,MULTI_DAY,MOBILE_APP,333.59,False,CHARACTER_MEET,USED
879,TKT00000879,493,5,2026-05-04T14:00:00Z,VIP,MOBILE_APP,865.55,True,FAST_ACCESS,USED
880,TKT00000880,1064,1,2026-07-24T10:15:00Z,ANNUAL_PASS,WEBSITE,584.06,False,PARKING_PLUS,USED
881,TKT00000881,320,3,2026-08-12T15:45:00Z,DAY_PASS,HOTEL_DESK,202.62,True,FAST_ACCESS,USED
882,TKT00000882,2584,2,2026-05-07T08:30:00Z,DAY_PASS,MOBILE_APP,218.42,False,RAINY_DAY_CREDIT,USED
