MerchantId,MerchantName,Category,RiskTier,PopularityWeight,Country
6628,"Randall, Johnson and Smith",DIGITAL,LOW,1.1643675368932602,USA
6629,Robbins-Brock,GROCERY,MED,2.185781540541871,USA
6630,Dorsey-Warren,DINING,LOW,1.0567189651900386,USA
6631,"Black, Jackson and Reyes",GROCERY,LOW,2.1485285096587288,USA
6632,Hawkins and Sons,FUEL,LOW,1.4495900613076789,USA
6633,Wood Ltd,RETAIL,LOW,1.3045490944720721,USA
6634,"Robbins, Ellison and Hawkins",FUEL,MED,1.0891200492915973,USA
6635,Turner-Jones,GROCERY,LOW,1.0818270267026961,USA
6636,"Flores, Taylor and Thompson",DINING,MED,1.1061162128611586,USA
6637,Smith-Barron,RETAIL,MED,3.439971338478201,USA
6638,Reid-Maldonado,FUEL,LOW,1.3628712058698207,MEX
6639,Li PLC,RETAIL,LOW,1.6719974285988666,USA
6640,Zavala PLC,DINING,LOW,1.9155957701447381,USA
6641,Cuevas PLC,RETAIL,LOW,1.460563744046687,USA
6642,Mendoza-Taylor,TRAVEL,MED,1.1416295595460948,USA
6643,"Anderson, Pacheco and Hill",GROCERY,MED,1.3871043183793499,USA
6644,Holden-Long,DIGITAL,LOW,1.0404440113200748,USA
6645,Leonard-Ponce,RETAIL,LOW,1.070451265649969,MEX
6646,Potter-Perez,GROCERY,LOW,1.1090803641150417,USA
6647,Smith Group,TRAVEL,LOW,1.3315973909957537,USA
6648,"Fitzpatrick, Lewis and Goodwin",RETAIL,HIGH,1.2636417154030353,USA
6649,Stuart-Brown,DIGITAL,LOW,1.1595087417754775,USA
6650,Rivas-Harris,TRAVEL,LOW,1.970147990910761,GBR
6651,Jones-Carter,RETAIL,LOW,1.247948346864836,USA
6652,Davidson and Sons,RETAIL,LOW,1.641534789833727,USA
6653,"Williams, Chase and Mathis",DINING,LOW,1.0941608272672274,USA
6654,"Oliver, Lynn and Williamson",FUEL,LOW,2.7328844328528725,USA
6655,"Cooper, Johnson and Taylor",DIGITAL,LOW,3.0104581266966024,MEX
6656,Young Inc,RETAIL,LOW,1.2644312573954073,USA
6657,Perez Inc,GROCERY,LOW,4.097601289518394,USA
6658,Carr-Wilson,GROCERY,LOW,1.3625770477265045,USA
6659,Juarez-Huber,DINING,LOW,4.315775029781308,MEX
6660,Mason-Matthews,DIGITAL,LOW,4.267655865313317,USA
6661,"Anderson, Johnson and Barajas",DINING,MED,3.1059142849064756,USA
6662,Nunez PLC,GROCERY,LOW,1.1359094105039194,USA
6663,Hill and Sons,RETAIL,LOW,1.5922425273460241,USA
6664,Moses Ltd,DIGITAL,LOW,1.1744161132366628,USA
6665,Chambers-Roman,DINING,MED,1.2390900918224022,USA
6666,"Stevens, Washington and Armstrong",FUEL,LOW,1.6359143499217426,USA
6667,"Kennedy, Shelton and King",RETAIL,LOW,1.0206620739002525,USA
6668,Archer-Mitchell,GROCERY,HIGH,1.2828452274751174,USA
6669,Allen-Norris,GROCERY,LOW,1.1740964291283402,USA
6670,"White, Whitehead and Morgan",GROCERY,LOW,1.6693185176621046,USA
6671,"Hunt, Yang and Lewis",GROCERY,LOW,1.6547341359319871,USA
6672,Perez LLC,GROCERY,LOW,1.299952461347888,USA
6673,Bradford-Blair,TRAVEL,LOW,1.3048060493041722,USA
6674,"Lopez, Hamilton and Ortiz",FUEL,LOW,1.0917245280183006,AUS
6675,Pugh-Montoya,DINING,LOW,1.581892982112371,DEU
6676,Gonzalez and Sons,FUEL,LOW,1.2134210730196235,CAN
6677,Conway and Sons,FUEL,LOW,1.030652857892087,USA
6678,Wright Ltd,FUEL,LOW,1.1622387324874193,USA
6679,Riley-David,GROCERY,LOW,1.841609261213459,USA
6680,Baker Inc,GROCERY,LOW,1.6817649957519547,MEX
6681,"Rogers, Jones and Jackson",DIGITAL,MED,1.450434842640689,USA
6682,Fernandez Inc,TRAVEL,LOW,1.1515648546511645,CAN
6683,Winters-Jarvis,RETAIL,LOW,1.3643048994783793,MEX
6684,"Williams, Martinez and Beck",GROCERY,LOW,1.09323354974353,MEX
6685,Lewis Ltd,DINING,LOW,2.6318531192476002,USA
6686,Flores and Sons,RETAIL,LOW,1.6635410743322596,USA
6687,Gray Inc,RETAIL,MED,2.056084653894986,USA
6688,Barajas Group,GROCERY,MED,1.457581175559648,USA
6689,Jones-Roth,RETAIL,LOW,1.0720559008637036,USA
6690,"Stevens, Day and Rogers",FUEL,MED,4.957168542707251,USA
6691,Thompson and Sons,DINING,LOW,2.8266858142504856,USA
6692,Nichols-Meyer,RETAIL,MED,1.1064717856120878,USA
6693,Woods Group,GROCERY,LOW,2.128677417390831,GBR
6694,Smith-Hoffman,RETAIL,LOW,1.547978836626159,USA
6695,Jones Inc,GROCERY,LOW,3.5237504383110054,USA
6696,Fuller LLC,RETAIL,HIGH,3.2358851210441624,USA
6697,Scott-Tapia,GROCERY,LOW,2.33602196373083,CAN
6698,"Turner, Lowe and Burch",DINING,LOW,1.350029970547413,USA
6699,"Castaneda, Davis and Diaz",GROCERY,LOW,1.198444241987294,GBR
6700,Cordova and Sons,GROCERY,LOW,1.4816818032231174,USA
6701,Mclaughlin Group,GROCERY,LOW,6.389488623382623,USA
6702,"Conway, Henry and Lucas",GROCERY,LOW,1.00754820063318,USA
6703,George-Brooks,GROCERY,LOW,1.2375904552342054,USA
6704,Higgins-Palmer,RETAIL,LOW,1.3165009529501444,USA
6705,Jefferson PLC,RETAIL,LOW,5.532913798389665,USA
6706,Lane Group,GROCERY,LOW,1.4081056065659345,USA
6707,"Esparza, Wells and Porter",RETAIL,LOW,2.0364233938367273,AUS
6708,Combs PLC,TRAVEL,HIGH,1.3213872193947513,USA
6709,Simmons Inc,FUEL,LOW,1.0466947656337142,USA
6710,Salinas LLC,RETAIL,LOW,8.613456361765223,USA
6711,Gray-Griffith,DIGITAL,LOW,1.3501121660592033,USA
6712,"Graham, Curtis and Gonzalez",DINING,LOW,1.2562277369358958,GBR
6713,Murray Group,GROCERY,LOW,2.251618849044445,AUS
6714,"Bolton, Combs and Anderson",GROCERY,MED,1.138296727995653,USA
6715,Anderson-Murphy,GROCERY,LOW,1.1801637141229127,USA
6716,"Vargas, Smith and Johnson",RETAIL,LOW,1.0618216655165438,USA
6717,Gould-Rodriguez,RETAIL,LOW,1.3446167156890203,USA
6718,"Parker, Acosta and Rosales",DINING,LOW,1.6322532746288856,AUS
6719,Stanley Inc,FUEL,LOW,1.0814353058666728,USA
6720,"King, Hamilton and Robinson",RETAIL,LOW,1.4571717665263355,USA
6721,Scott PLC,FUEL,MED,2.1191112693444176,USA
6722,Curtis LLC,RETAIL,LOW,3.5777262971093764,USA
6723,Smith and Sons,DINING,LOW,1.029131941510962,USA
6724,"Howard, Rose and Roberts",GROCERY,MED,3.5215197226260537,USA
6725,Tucker-Martinez,FUEL,LOW,1.1554904814535498,DEU
6726,Cameron-Walls,TRAVEL,LOW,2.051227822578663,USA
6727,Douglas Ltd,FUEL,HIGH,1.951904736562593,USA
6728,Quinn-Parks,DINING,LOW,1.365601474473308,USA
6729,Hill-Miller,GROCERY,LOW,1.2659220472571804,USA
6730,Porter-Wilson,RETAIL,LOW,1.1203062350811044,CAN
6731,"Jones, Gutierrez and Wilkins",RETAIL,LOW,2.0410322964986958,CAN
6732,"Tucker, Coleman and Clark",DINING,LOW,2.5791802997092357,USA
6733,Atkins-Gonzalez,RETAIL,LOW,1.1545030728022085,MEX
6734,"Parsons, Molina and Hunt",GROCERY,LOW,3.206322618468191,GBR
6735,"Lozano, Black and Moore",DINING,LOW,1.0708591254270974,USA
6736,"Wong, Cisneros and Ewing",GROCERY,LOW,1.2367206725138598,USA
6737,Orr and Sons,DINING,LOW,1.2449575741893646,USA
6738,"Solis, Roberts and Olson",DINING,LOW,4.153405938147133,USA
6739,"Everett, Huff and Hunter",GROCERY,LOW,2.4475398322813913,USA
6740,Joseph PLC,RETAIL,LOW,1.1568422935904255,GBR
6741,Stevenson-Allen,RETAIL,LOW,1.6379649475034237,USA
6742,"Hays, Lamb and Mack",FUEL,LOW,1.5196512939431526,USA
6743,"Gonzales, Erickson and Snyder",DINING,MED,2.250967920589071,USA
6744,"Harper, Franklin and Mendoza",DIGITAL,HIGH,1.1345169032786722,CAN
6745,"Gregory, Strickland and Huang",RETAIL,LOW,1.0520031185306058,USA
6746,"Conner, Friedman and Hernandez",RETAIL,LOW,1.0885068968316893,USA
6747,"Mcmahon, Lee and Miller",RETAIL,LOW,2.881609854854977,USA
6748,Johnson-Davis,RETAIL,LOW,1.152215127305552,USA
6749,"Elliott, Martin and Herring",RETAIL,MED,1.3648345827894166,USA
6750,"Stewart, Sandoval and Gomez",GROCERY,LOW,2.374961653116432,CAN
6751,"Miller, Campbell and Kramer",GROCERY,MED,3.9193746190391012,USA
6752,"Neal, Hunt and Gould",RETAIL,LOW,3.2424930707845463,USA
6753,Wright Ltd,RETAIL,LOW,1.1391842880277643,USA
6754,Sharp-Bender,TRAVEL,LOW,11.284027074739642,USA
6755,Sampson Ltd,GROCERY,LOW,1.6575447240469257,USA
6756,"George, Sanders and Munoz",GROCERY,LOW,1.457233110154728,USA
6757,Harris-Ortiz,RETAIL,LOW,1.9091713721870236,USA
6758,Chavez Group,RETAIL,LOW,2.000651191190256,DEU
6759,Romero-Matthews,RETAIL,LOW,1.3314132862771642,USA
6760,Jones Group,RETAIL,LOW,1.253901720115728,USA
6761,"Hancock, Johnson and Arias",GROCERY,HIGH,1.7095866363643215,USA
6762,Parsons Group,RETAIL,LOW,1.7734611898798995,USA
6763,Chapman LLC,TRAVEL,LOW,1.0678808204995993,USA
6764,Walker LLC,DINING,LOW,1.6786142534954056,USA
6765,"Lewis, Day and Young",RETAIL,LOW,3.120475596319705,USA
6766,Cook-Willis,FUEL,LOW,1.8651563531046103,USA
6767,Weber Ltd,DIGITAL,LOW,2.117526852666286,USA
6768,"Shea, Bowen and Riggs",DINING,LOW,1.3212562944708737,GBR
6769,Burns-Smith,GROCERY,LOW,5.004539032394307,USA
6770,"Johnson, Kramer and Wilkins",GROCERY,LOW,1.695713718324316,USA
6771,"Le, Rodriguez and Roberts",DINING,LOW,2.1052785489941312,USA
6772,Gallagher and Sons,RETAIL,LOW,4.1659596162393555,USA
6773,"Myers, Herrera and Jimenez",GROCERY,LOW,1.8099492681511273,USA
6774,"Butler, Brown and Nguyen",DINING,LOW,1.4387660479715976,USA
6775,Davidson PLC,RETAIL,HIGH,1.2057807448566293,USA
6776,Stephenson Ltd,DINING,LOW,1.6093930049199212,USA
6777,"Smith, Castro and Estrada",GROCERY,LOW,2.184955508751223,USA
6778,Sutton LLC,DINING,MED,1.0810060882856776,MEX
6779,Campbell PLC,GROCERY,HIGH,1.707557549827559,USA
6780,"Burton, Pierce and Wilson",GROCERY,LOW,1.0939523185397004,USA
6781,"Hanna, Dorsey and Shelton",FUEL,LOW,1.0893654559759072,AUS
6782,Johnson and Sons,RETAIL,MED,1.173664608745605,AUS
6783,Kennedy PLC,TRAVEL,LOW,1.169728322543648,USA
6784,Jacobson-Harrison,FUEL,LOW,1.2424505211961225,USA
6785,Kelly-Martin,DINING,LOW,1.0414697603802807,USA
6786,Morgan-Walker,DIGITAL,LOW,1.1980782369573302,USA
6787,Rios-Johnson,RETAIL,MED,1.0172673362024878,USA
6788,Garcia PLC,RETAIL,LOW,1.2408133485386732,GBR
6789,"Blake, Snyder and Golden",GROCERY,LOW,1.3590812849304297,USA
6790,Thomas-Thomas,TRAVEL,LOW,2.665041063320721,USA
6791,Reeves and Sons,GROCERY,LOW,1.23038897577094,USA
6792,"Nguyen, Schroeder and Davis",RETAIL,MED,1.4716290058473496,USA
6793,Hart PLC,GROCERY,LOW,11.214839455971571,USA
6794,Khan Inc,GROCERY,LOW,22.983266160971286,USA
6795,Ryan-Powell,GROCERY,LOW,1.8209428248863957,USA
6796,"Wiley, Ewing and Hammond",GROCERY,LOW,1.01714091660745,USA
6797,Taylor Group,DINING,LOW,3.3508315883727793,USA
6798,Fleming-Jones,RETAIL,MED,1.2899971224143192,USA
6799,Beck-Kaiser,RETAIL,LOW,6.176247610552772,USA
6800,Moreno Ltd,RETAIL,LOW,1.0964670343837537,CAN
6801,"Cole, Garcia and Jenkins",GROCERY,LOW,1.3514991417848097,USA
6802,Foster-Shelton,RETAIL,LOW,3.5423338067793027,DEU
6803,Spencer Inc,TRAVEL,LOW,1.2344522989992635,USA
6804,"Duran, Vance and Santos",DINING,HIGH,1.1165345580567294,USA
6805,"Holt, Rangel and Rodriguez",FUEL,LOW,1.1835192104955456,USA
6806,Rogers-Rogers,FUEL,LOW,3.2266140837298773,USA
6807,Morrison LLC,DIGITAL,LOW,2.39632570160053,USA
6808,Shepard LLC,DINING,LOW,1.7782986958382547,USA
6809,"Olson, Johnson and Douglas",TRAVEL,LOW,1.5974972087845372,USA
6810,King-Graham,RETAIL,LOW,1.3754350850639239,USA
6811,Dudley Inc,GROCERY,MED,1.3631412481191414,USA
6812,White-Becker,DINING,LOW,1.2998196920892253,USA
6813,"Lewis, Johnson and Holmes",DINING,LOW,1.0356156061520287,USA
6814,Bennett-Berry,RETAIL,MED,1.8726374953327634,MEX
6815,Howard Group,GROCERY,LOW,1.0837344032657212,MEX
6816,Lee Inc,GROCERY,LOW,1.1349381431718506,CAN
6817,Ryan-Mccarthy,RETAIL,LOW,1.3848613509037984,CAN
6818,Garza-Rose,RETAIL,LOW,1.595897545766086,USA
6819,Lam Inc,TRAVEL,LOW,1.8711478265216526,USA
6820,Leach and Sons,DINING,LOW,1.0674539628210329,USA
6821,Smith-Moore,FUEL,LOW,2.0942646298156467,USA
6822,"Peck, Perez and Long",RETAIL,LOW,1.1743565667206326,USA
6823,Riley-Johnson,DINING,LOW,1.0472680865212844,USA
6824,Hodge Inc,GROCERY,LOW,2.268673303483787,DEU
6825,Beck-Barber,RETAIL,LOW,2.7787178355247772,USA
6826,"Murphy, Warren and Mendoza",RETAIL,HIGH,1.6556236715304424,USA
6827,Miller LLC,FUEL,LOW,1.4844705964447382,USA
6828,"Reid, Scott and Fields",RETAIL,LOW,3.7072969197530576,CAN
6829,"Patterson, Gutierrez and Douglas",DINING,MED,2.287441911958635,USA
6830,Wade-Carroll,GROCERY,MED,1.0765651418355213,USA
6831,"Bennett, Young and Sanford",RETAIL,LOW,1.098493049450733,GBR
6832,"Bowen, Ayala and Garrett",RETAIL,LOW,1.4977041223646768,GBR
6833,Martinez-Wallace,DINING,LOW,1.0238820799724124,USA
6834,"Moyer, Turner and Carter",GROCERY,LOW,1.299698273428514,USA
6835,"Shepherd, Hammond and Carroll",RETAIL,LOW,2.0957274843195886,CAN
6836,"Arroyo, Scott and James",RETAIL,LOW,1.780569873948221,USA
6837,Ramirez and Sons,DIGITAL,LOW,1.1147324938733252,USA
6838,"Nichols, Campbell and Lin",RETAIL,LOW,1.6210293188183917,USA
6839,Macias-Rocha,RETAIL,LOW,4.18061013760983,USA
6840,"Phillips, Coleman and Aguilar",DIGITAL,LOW,1.0863556395447915,CAN
6841,Mays-Turner,DIGITAL,MED,1.6198801958966664,GBR
6842,Sullivan-Frey,RETAIL,LOW,1.0575681314850043,USA
6843,Williams-Duncan,RETAIL,MED,2.3220315785094616,USA
6844,"Gilmore, Coleman and Kent",DIGITAL,LOW,1.089861702390599,USA
6845,Solis-Cole,RETAIL,HIGH,1.3911598404815473,USA
6846,Bryant Inc,GROCERY,HIGH,1.0334823108632885,USA
6847,Sullivan PLC,DINING,LOW,1.2569536494113427,USA
6848,Wright LLC,GROCERY,LOW,1.1311524598644787,CAN
6849,"Ingram, Parrish and Perry",DINING,LOW,1.063535375001984,USA
6850,"Smith, Thompson and Ferrell",RETAIL,LOW,1.6323257513093343,GBR
6851,Hall Group,GROCERY,LOW,15.229325573909804,USA
6852,Rose and Sons,DIGITAL,LOW,1.3675196974504782,CAN
6853,Glenn-Chavez,GROCERY,LOW,1.1153345904478225,CAN
6854,Allen LLC,FUEL,LOW,1.0028164633692536,MEX
6855,"Pham, Holden and Dorsey",GROCERY,LOW,1.048117640134612,USA
6856,Jackson-Gonzales,RETAIL,LOW,1.538908175607558,USA
6857,"Gomez, Gonzalez and Lewis",GROCERY,LOW,2.485058688270011,CAN
6858,Hamilton-Rodriguez,RETAIL,LOW,1.7955601982187583,USA
6859,"Gonzales, Smith and Hill",RETAIL,LOW,1.6328696425621088,USA
6860,"Parker, Armstrong and Williams",GROCERY,LOW,1.0281538950062088,USA
6861,"Dean, Goodman and Schneider",GROCERY,LOW,1.0634789959403812,USA
6862,Mcgee Inc,RETAIL,LOW,31.762711705909314,USA
6863,"Roth, Rodriguez and Bonilla",FUEL,LOW,1.4591389978702607,USA
6864,Brown-Weaver,DINING,LOW,2.506243003537798,USA
6865,Gonzales PLC,RETAIL,LOW,2.041620349901577,USA
6866,"Curry, Ellison and Lee",RETAIL,LOW,1.4855333314842574,USA
6867,Castro Inc,DIGITAL,LOW,1.7002748614347953,USA
6868,"Howell, Clark and Wilson",RETAIL,LOW,2.3009112133818967,USA
6869,"Berger, Cook and Johnson",GROCERY,LOW,3.026740511192438,USA
6870,Johnson PLC,FUEL,LOW,1.4894488542380044,USA
6871,Preston Group,RETAIL,LOW,3.288201823822726,USA
6872,"Bowman, Willis and Knight",GROCERY,HIGH,1.152141363177874,USA
6873,"Hall, Kaufman and Kelly",DIGITAL,LOW,1.5975737029878976,USA
6874,"Hensley, Lin and Love",DINING,MED,1.2101501497558063,USA
6875,"Hernandez, Mills and Butler",GROCERY,LOW,1.055922535770951,DEU
6876,Smith and Sons,RETAIL,MED,1.5209045178731164,USA
6877,"Adams, Coleman and Meyer",DINING,LOW,1.824532356837468,USA
6878,Schmidt Group,FUEL,MED,1.2312163663585127,USA
6879,Miller Group,DIGITAL,MED,1.398737024248834,USA
6880,"Garcia, Morales and Bennett",DINING,MED,3.275843597377096,USA
6881,"Olson, Suarez and Ortiz",RETAIL,LOW,1.6392336945494752,USA
6882,Williams-Powell,TRAVEL,LOW,1.9249922475840389,USA
6883,Wallace-Donovan,RETAIL,MED,1.7109944886481818,MEX
6884,"Reid, Hess and Jennings",FUEL,LOW,2.294148917149511,USA
6885,Anderson-Payne,DIGITAL,MED,1.550884336227697,USA
6886,"Jones, Rodriguez and Scott",RETAIL,LOW,5.248807843821086,USA
6887,Gallagher Inc,FUEL,LOW,2.9518534793813007,USA
6888,Rodriguez Ltd,RETAIL,LOW,1.9927680826660614,AUS
6889,Hernandez-Boyd,RETAIL,LOW,2.260419519923034,MEX
6890,Patrick and Sons,TRAVEL,HIGH,1.1068678381455768,CAN
6891,Castro-Jones,FUEL,LOW,1.0506916080274453,CAN
6892,Andrews PLC,GROCERY,MED,1.0075309774149395,USA
6893,Hensley-Lee,RETAIL,LOW,2.5163104672451553,MEX
6894,Shannon-Harrison,FUEL,LOW,1.123517177764029,USA
6895,Hanson-Manning,DINING,LOW,1.7918063109510498,USA
6896,Gates LLC,GROCERY,MED,1.092248020579602,USA
6897,Young Group,GROCERY,LOW,1.9497473772909473,USA
6898,"Jones, Walker and Blanchard",FUEL,LOW,1.7635718367554811,USA
6899,Smith and Sons,RETAIL,LOW,1.067160593486272,USA
6900,Lucas Ltd,RETAIL,MED,1.1158206699683308,USA
6901,"Simpson, James and Cisneros",RETAIL,LOW,1.5710340653134407,USA
6902,"Holder, Crawford and Stephens",GROCERY,LOW,1.0444782766109098,USA
6903,Chang and Sons,TRAVEL,MED,15.084010187732858,USA
6904,"Green, Chen and Giles",FUEL,LOW,1.2557222799008119,MEX
6905,Wilson Group,RETAIL,LOW,1.5217075250786842,USA
6906,"Smith, Barnett and Mann",TRAVEL,LOW,2.0253228268412182,USA
6907,Moon Inc,GROCERY,LOW,1.44230629737637,USA
6908,Hodges Ltd,DINING,LOW,2.096056314023394,GBR
6909,"Greer, Phillips and White",RETAIL,LOW,1.2558999381563076,USA
6910,Wallace-Wright,RETAIL,MED,2.653514989246437,USA
6911,Turner-Carlson,RETAIL,LOW,2.3372718198599323,AUS
6912,"Thompson, Moss and Thompson",FUEL,LOW,1.0054662973718356,USA
6913,Curry Ltd,RETAIL,HIGH,1.7175303581114105,USA
6914,Lindsey Ltd,DIGITAL,LOW,1.3356834050561177,USA
6915,Garcia-Wade,DIGITAL,LOW,1.0910023481595992,USA
6916,Robertson-Walsh,TRAVEL,LOW,1.779004190479447,USA
6917,Holt-Barnes,GROCERY,LOW,1.1960721379589654,USA
6918,David-Little,FUEL,LOW,2.4803361824903587,USA
6919,Huffman-Hodge,GROCERY,LOW,1.569166794264883,MEX
6920,Garcia-Rodriguez,TRAVEL,HIGH,4.510905847556236,USA
6921,Murphy-Greene,DIGITAL,LOW,1.6032626958835394,USA
6922,"Mccoy, Saunders and Fisher",FUEL,LOW,2.289620665241402,USA
6923,Fletcher Group,GROCERY,HIGH,1.964802835812449,USA
6924,Lindsey-Herrera,GROCERY,LOW,1.1340597422368903,CAN
6925,Moody-Lopez,RETAIL,LOW,1.268406808747525,USA
6926,Cooper PLC,DIGITAL,LOW,9.65332419460653,USA
6927,"Watson, Richards and Carr",GROCERY,LOW,2.6278583515174296,GBR
6928,Beck Group,RETAIL,LOW,1.0740293217545396,USA
6929,Johnson-Chapman,RETAIL,LOW,1.014996898756499,USA
6930,Downs-Good,DIGITAL,LOW,3.6137160682010996,USA
6931,Lane-Washington,DINING,LOW,1.430904730877415,USA
6932,"Barnett, Miller and Evans",GROCERY,LOW,1.219495586283578,GBR
6933,Cox LLC,RETAIL,LOW,1.6129806641423776,USA
6934,"Gonzalez, Cole and Simmons",GROCERY,LOW,1.6961650542983981,DEU
6935,Gardner-Gonzales,RETAIL,LOW,1.001479632436259,USA
6936,Franklin-Wilson,GROCERY,LOW,1.2996408329790896,USA
6937,Grant-Bartlett,GROCERY,LOW,1.2345436882333014,USA
6938,"Ritter, Mcdaniel and Schultz",RETAIL,LOW,2.666938157930443,USA
6939,"Daniel, Jones and Roberson",DINING,LOW,1.1901755290389,USA
6940,Brown and Sons,TRAVEL,LOW,2.492167732994829,USA
6941,Gonzales Inc,RETAIL,LOW,7.986109778957495,USA
6942,Ortiz-Robinson,FUEL,LOW,1.1787899668343376,CAN
6943,Lucas-Campbell,GROCERY,LOW,1.240171545175832,USA
6944,"Lowe, West and Barker",RETAIL,HIGH,1.114554101448246,USA
6945,"Green, Bailey and Orozco",DINING,LOW,1.0810705606997406,USA
6946,"Smith, Mcgee and Blankenship",RETAIL,LOW,1.2451957287622655,USA
6947,Robinson-Morris,RETAIL,MED,1.3392997051675557,AUS
6948,Morrison LLC,DINING,LOW,3.0782523079027686,USA
6949,"Beasley, Bryant and Jenkins",DIGITAL,LOW,11.233686161321675,USA
6950,Wilcox-Stevens,GROCERY,LOW,1.4130871372585747,USA
6951,"Cole, Holden and Love",FUEL,LOW,1.131392275955318,USA
6952,Haley LLC,DINING,LOW,1.6352090658277632,USA
6953,"Mckay, Gay and Lee",FUEL,LOW,1.342091713836576,USA
6954,Dunn-Williams,GROCERY,LOW,1.3059680482617106,GBR
6955,"Hopkins, Wallace and Brown",GROCERY,LOW,1.5514724278154988,USA
6956,Green-Coleman,RETAIL,LOW,3.4779520497565137,USA
6957,Johnson Inc,FUEL,LOW,2.342663182702975,GBR
6958,Gonzalez-Brown,FUEL,LOW,4.5257346664369775,USA
6959,"Ramirez, Bishop and Heath",DINING,LOW,1.1442715092174485,USA
6960,Mayo-Brooks,GROCERY,LOW,2.473263872354179,AUS
6961,Jensen-Adams,GROCERY,HIGH,1.9140528754047894,USA
6962,Tucker Inc,GROCERY,LOW,1.2083202183519246,USA
6963,"Armstrong, Owens and Smith",DINING,LOW,17.98827766558717,USA
6964,"Berry, Gonzalez and Bowman",RETAIL,LOW,1.1585946638477358,USA
6965,Young and Sons,RETAIL,LOW,1.0413017125093211,USA
6966,Owens and Sons,RETAIL,LOW,2.148888439030605,GBR
6967,Moore Inc,DINING,MED,1.4250537644263346,USA
6968,Washington-Brooks,RETAIL,LOW,1.0538769174518414,MEX
6969,Kim-Johnson,RETAIL,MED,1.1946707104522505,USA
6970,Cooley-Kelley,GROCERY,LOW,6.1789800881613415,USA
6971,Murphy LLC,DIGITAL,LOW,1.4171134728430999,USA
6972,"Perez, Davis and Perez",RETAIL,LOW,1.637120360352967,USA
6973,"Martinez, Cox and Lang",TRAVEL,MED,1.7298490925521945,AUS
6974,"Cunningham, Anderson and Bean",DINING,LOW,1.293493997704716,USA
6975,Hunt LLC,FUEL,LOW,1.3296845992117525,USA
6976,Gilbert-Wong,FUEL,LOW,1.313618728998343,USA
6977,"Montoya, Rocha and Curtis",GROCERY,LOW,1.4596818000531835,USA
6978,Joseph Inc,DINING,LOW,1.221436413595455,USA
6979,"Dominguez, Roberts and Sanford",FUEL,LOW,1.2766073189910516,USA
6980,Berry-Brown,DIGITAL,LOW,1.9599261870245124,USA
6981,Brown-Williamson,RETAIL,LOW,1.0769751605590132,USA
6982,Hicks LLC,FUEL,LOW,1.6842860045654664,USA
6983,"Sanchez, Obrien and Douglas",DIGITAL,LOW,1.2449070392395578,USA
6984,"Thomas, Miller and Graves",GROCERY,LOW,1.3590021833984802,USA
6985,Wagner-Moss,GROCERY,HIGH,1.9185712867764715,USA
6986,Lee PLC,RETAIL,LOW,1.374378964663091,USA
6987,"Barber, Cardenas and Lewis",RETAIL,LOW,1.350586547696049,USA
6988,Smith Ltd,GROCERY,LOW,1.0700710679979113,USA
6989,Olson-Murray,GROCERY,LOW,5.31958561416457,MEX
6990,Macdonald-Alvarado,GROCERY,LOW,1.139771895775028,USA
6991,Burke Ltd,TRAVEL,LOW,1.040508608390157,USA
6992,"Randall, Bradley and Reeves",RETAIL,LOW,2.2574292225850283,USA
6993,"Odonnell, Hawkins and Rogers",RETAIL,LOW,1.1244260386182947,USA
6994,"Martinez, Ramos and Jones",DINING,LOW,1.1644934224402435,USA
6995,"Thompson, Klein and Brown",RETAIL,LOW,1.125453675684597,USA
6996,Davis Ltd,DINING,LOW,1.3182777202301512,USA
6997,Fisher-Snow,RETAIL,LOW,3.3003122062356174,USA
6998,Wagner Inc,GROCERY,LOW,1.572641500476304,USA
6999,"Austin, Jacobson and Stewart",RETAIL,MED,3.8779629100734234,GBR
7000,Bell-Hoffman,FUEL,LOW,1.922510830938616,USA
7001,Mcmahon-Nash,DINING,LOW,1.6877873000561174,CAN
7002,"Lopez, Crawford and Peters",RETAIL,LOW,1.1398098195905413,USA
7003,"Martinez, Miller and Pennington",GROCERY,LOW,3.287940098953581,USA
7004,Campos-Scott,DIGITAL,MED,1.4827239885961114,USA
7005,Mathews-Rodriguez,DINING,LOW,1.5915612960250691,USA
7006,Haynes-Logan,FUEL,LOW,1.0660419934865923,USA
7007,Lopez-Frederick,DINING,LOW,2.1098163388016618,USA
7008,Perez Ltd,RETAIL,LOW,1.8489975953340838,CAN
7009,Rivers Group,GROCERY,LOW,3.7608675533458804,USA
7010,Cooper-Lee,GROCERY,LOW,1.852994900241544,MEX
7011,"Olsen, Johnson and Fields",RETAIL,LOW,1.1803557720132956,USA
7012,Norris Ltd,TRAVEL,LOW,1.2860362228082722,USA
7013,"Williams, Kelley and Gordon",GROCERY,LOW,2.462902513727581,USA
7014,"Roach, Franklin and Thompson",DINING,LOW,1.0376628565552082,USA
7015,Price-Castro,RETAIL,LOW,1.7864521345851616,USA
7016,Rodriguez-Blanchard,DINING,LOW,1.2365681609005172,USA
7017,Hardy-Weeks,GROCERY,LOW,1.0896488756467761,USA
7018,"Elliott, Walker and Green",DIGITAL,LOW,1.6515719582417283,USA
7019,"Garcia, Gross and Brown",GROCERY,LOW,3.7185369012723495,USA
7020,Walker and Sons,RETAIL,LOW,1.157330973372714,MEX
7021,"Price, Martin and Palmer",TRAVEL,LOW,1.782438677431199,USA
