SalesOrderLineId,SalesOrderId,LineNumber,Customer,Product,ShipFromLocation,ShipToLocation,OrderDate,RequestedShipDate,PromisedDeliveryDate,ActualDeliveryDate,OrderedQty,AllocatedQty,ShippedQty,BackorderedQty,UnitSellPrice,Status,Channel
756,100438,4,235,19,30,33,102,104,109,,2,1,0,2,17.19,Open,Store
757,100439,1,216,42,31,33,77,80,86,,4,0,0,4,25.43,Cancelled,Store
758,100440,1,177,36,18,36,118,119,121,,5,1,0,5,9.5,Open,Store
759,100440,2,127,100,31,21,163,164,169,,2,1,0,2,4.71,Open,Store
760,100440,3,87,16,9,16,172,174,176,,1,0,0,1,13.83,Cancelled,Ecomm
761,100440,4,143,6,5,22,71,75,82,83.0,3,2,1,2,26.4,Delivered,Store
762,100440,5,61,73,9,7,47,51,56,,1,0,0,1,5.28,Open,Store
763,100440,6,200,104,18,16,71,73,77,80.0,3,2,1,2,28.32,Delivered,Ecomm
764,100441,1,221,32,18,33,89,90,93,,2,1,0,2,20.52,Open,Store
765,100442,1,158,25,5,3,72,75,80,,3,2,1,2,24.49,PartShipped,Ecomm
766,100443,1,206,8,31,24,121,124,129,,1,0,0,1,16.21,Open,Ecomm
767,100444,1,237,9,18,27,54,56,57,,2,0,0,2,7.81,Open,Ecomm
768,100445,1,10,125,25,13,172,173,174,,1,0,0,1,23.96,Open,Store
769,100445,2,128,145,32,8,99,100,106,107.0,3,2,1,2,17.16,Delivered,Store
770,100446,1,247,170,32,8,4,8,14,16.0,3,2,1,2,21.18,Delivered,Store
771,100447,1,136,193,32,38,136,138,143,,2,1,0,2,8.2,Open,Store
772,100448,1,194,164,1,3,99,103,105,108.0,3,2,1,2,26.05,Delivered,Ecomm
773,100448,2,234,84,14,8,168,170,173,,1,0,0,1,4.92,Open,Store
774,100448,3,129,187,9,11,52,56,57,,3,2,1,2,5.65,PartShipped,Store
775,100448,4,32,76,30,16,125,127,129,129.0,3,2,1,2,4.98,Delivered,Ecomm
776,100449,1,141,156,25,36,157,159,162,,2,1,0,2,26.66,Open,Store
777,100450,1,161,152,5,3,62,64,66,65.0,3,2,1,2,28.88,Delivered,B2B
778,100450,2,295,124,31,16,41,43,45,46.0,4,3,2,2,17.98,Delivered,Ecomm
779,100451,1,122,187,30,10,2,6,7,9.0,5,4,3,2,6.12,Delivered,Store
780,100451,2,155,40,5,24,33,35,41,44.0,3,2,1,2,10.1,Delivered,Ecomm
781,100451,3,218,142,5,36,112,113,120,,1,0,0,1,5.65,Open,Store
782,100451,4,81,150,30,3,127,128,132,,1,0,0,1,7.8,Open,B2B
783,100452,1,110,106,9,40,164,167,168,170.0,3,2,1,2,4.52,Delivered,Store
784,100453,1,112,156,18,24,67,68,75,,3,1,0,3,27.39,Open,B2B
785,100453,2,74,157,18,27,27,30,32,,3,2,0,3,11.07,Open,Ecomm
786,100454,1,148,100,32,3,147,150,156,,2,1,0,2,4.49,Open,Ecomm
787,100454,2,117,69,9,24,7,10,11,14.0,6,5,4,2,12.86,Delivered,Ecomm
788,100455,1,75,74,14,21,101,103,107,,1,0,0,1,13.37,Open,Store
789,100456,1,92,25,1,24,53,55,61,,2,1,0,2,25.8,Open,Ecomm
790,100457,1,217,83,1,39,121,123,125,128.0,3,2,1,2,6.22,Delivered,Store
791,100458,1,215,149,32,3,53,56,58,61.0,3,2,1,2,20.07,Delivered,B2B
792,100459,1,186,86,9,3,170,172,175,,3,1,0,3,11.06,Open,Ecomm
793,100459,2,169,122,9,7,149,150,157,,2,1,0,2,4.57,Open,Store
794,100460,1,96,7,30,24,174,177,180,,1,0,0,1,9.63,Open,Ecomm
795,100461,1,295,60,18,3,164,166,171,,2,1,0,2,25.95,Open,B2B
796,100462,1,83,160,5,37,10,14,17,,2,1,0,2,7.17,Open,Store
797,100463,1,289,84,1,24,158,160,165,,1,0,0,1,4.69,Open,B2B
798,100463,2,48,37,31,7,113,114,119,,1,0,0,1,11.06,Open,Store
799,100464,1,134,109,30,16,73,74,77,,1,0,0,1,12.08,Open,Ecomm
800,100465,1,55,196,14,35,48,52,54,,2,1,0,2,10.55,Open,Store
801,100466,1,190,161,23,3,27,31,32,35.0,3,2,1,2,8.94,Delivered,Ecomm
802,100467,1,158,38,25,24,21,24,31,,1,0,0,1,12.03,Open,Ecomm
803,100468,1,288,144,18,3,124,128,132,,2,0,0,2,15.71,Cancelled,Ecomm
804,100468,2,115,146,25,2,135,138,144,143.0,3,2,1,2,10.18,Delivered,Store
805,100468,3,72,18,32,33,39,41,42,,3,2,1,2,31.43,PartShipped,Store
806,100468,4,262,162,14,22,49,53,60,,3,2,1,2,9.49,PartShipped,Store
807,100469,1,120,150,31,10,28,32,37,,2,1,0,2,7.82,Open,Store
808,100469,2,136,157,1,3,82,86,89,,1,0,0,1,10.83,Open,Ecomm
809,100470,1,116,100,23,3,53,56,58,,1,0,0,1,4.56,Open,Ecomm
810,100471,1,204,189,1,16,118,121,127,126.0,3,2,1,2,10.19,Delivered,Ecomm
811,100471,2,58,159,1,39,49,53,56,,2,1,0,2,9.27,Open,Store
812,100471,3,224,136,31,27,133,137,139,,2,1,0,2,23.94,Open,Ecomm
813,100472,1,223,113,31,11,31,34,40,,1,0,0,1,17.96,Open,Store
814,100473,1,72,141,32,36,178,180,180,,1,0,0,1,49.06,Open,Store
815,100474,1,168,25,23,39,116,117,119,,1,0,0,1,26.55,Open,Store
816,100474,2,25,37,9,37,103,106,107,,3,1,0,3,11.52,Open,Store
817,100475,1,176,69,14,8,90,92,98,,2,1,0,2,13.01,Open,Store
818,100476,1,171,95,9,2,26,28,31,,4,2,0,4,7.4,Open,Store
819,100477,1,241,162,30,3,98,99,106,105.0,4,2,1,3,9.68,Delivered,Ecomm
820,100478,1,275,1,14,27,22,24,30,,3,0,0,3,17.08,Cancelled,Ecomm
821,100479,1,238,94,30,27,80,83,89,,2,1,0,2,18.09,Open,Ecomm
822,100480,1,284,55,25,3,34,35,38,,1,0,0,1,7.57,Open,Ecomm
823,100481,1,34,92,31,29,158,162,165,,2,1,0,2,12.56,Open,Store
824,100482,1,106,73,18,27,165,167,173,,2,1,0,2,5.01,Open,B2B
825,100483,1,250,56,31,7,87,90,92,,1,0,0,1,5.13,Open,Store
826,100484,1,132,53,31,40,147,150,153,,2,1,0,2,10.5,Open,Store
827,100485,1,123,117,25,16,74,78,79,80.0,3,2,1,2,23.91,Delivered,B2B
828,100485,2,4,6,31,24,147,149,150,,1,0,0,1,28.18,Open,Ecomm
829,100485,3,244,15,9,13,40,41,43,,2,1,0,2,16.91,Open,Store
830,100485,4,134,43,5,12,124,127,130,,2,1,0,2,18.81,Open,Store
831,100486,1,197,11,31,33,56,58,61,60.0,5,4,3,2,15.17,Delivered,Store
832,100487,1,245,62,18,28,15,16,23,24.0,3,2,1,2,7.87,Delivered,Store
833,100487,2,162,82,25,27,125,129,133,,1,0,0,1,17.93,Open,Ecomm
834,100487,3,38,102,14,8,145,148,151,,1,0,0,1,36.4,Open,Store
835,100487,4,216,92,31,35,169,171,175,174.0,3,2,1,2,12.78,Delivered,Store
836,100488,1,243,50,23,33,154,157,160,163.0,3,2,1,2,9.17,Delivered,Store
837,100488,2,129,168,25,36,146,147,149,,1,0,0,1,12.9,Open,Store
838,100489,1,123,150,9,10,93,97,104,,1,0,0,1,7.76,Open,Store
839,100489,2,291,132,18,24,68,72,75,,2,1,0,2,37.65,Open,Ecomm
840,100490,1,130,10,30,3,30,34,37,,2,1,0,2,34.18,Open,B2B
841,100490,2,22,25,30,24,99,102,107,,3,1,0,3,25.24,Open,B2B
842,100491,1,255,189,18,3,110,114,119,121.0,5,4,3,2,10.19,Delivered,B2B
843,100491,2,13,36,9,12,56,59,63,63.0,3,2,1,2,9.54,Delivered,Store
844,100492,1,246,79,31,27,107,110,114,,1,0,0,1,26.02,Cancelled,Ecomm
845,100492,2,232,22,31,22,172,176,180,180.0,3,2,1,2,5.45,Delivered,Store
846,100493,1,175,121,30,11,130,133,135,134.0,5,3,2,3,8.37,Delivered,Store
847,100493,2,263,39,30,35,28,31,35,,2,1,0,2,8.43,Open,Store
848,100494,1,132,143,25,12,59,60,64,,1,0,0,1,7.07,Cancelled,Store
849,100495,1,87,197,14,27,89,91,94,,1,0,0,1,6.03,Open,Ecomm
850,100496,1,118,87,14,21,159,162,164,,1,0,0,1,14.25,Open,Store
851,100497,1,64,80,32,3,31,34,35,36.0,4,3,2,2,5.02,Delivered,Ecomm
852,100498,1,52,197,31,40,39,41,43,,3,2,1,2,6.1,PartShipped,Store
853,100499,1,1,99,31,37,135,138,145,,2,1,0,2,17.37,Open,Store
854,100499,2,122,85,18,27,166,170,173,,1,0,0,1,4.29,Open,Ecomm
855,100500,1,86,105,1,37,150,153,159,,1,0,0,1,23.06,Open,Store
856,100501,1,249,197,5,40,46,47,52,51.0,3,2,1,2,5.85,Delivered,Store
857,100501,2,77,91,14,37,85,86,90,,2,1,0,2,11.44,Open,Store
858,100502,1,226,159,9,3,90,93,97,96.0,3,2,1,2,9.67,Delivered,B2B
859,100503,1,56,48,5,3,122,126,129,,2,1,0,2,6.12,Open,Ecomm
860,100503,2,299,7,5,16,79,81,85,,3,1,0,3,9.6,Open,Ecomm
861,100503,3,109,41,23,16,69,72,78,,1,0,0,1,13.89,Open,Ecomm
862,100503,4,17,131,31,3,76,77,82,,2,1,0,2,10.69,Open,Ecomm
863,100504,1,79,171,25,3,112,114,120,,2,0,0,2,44.22,Cancelled,Ecomm
864,100505,1,68,178,1,8,52,56,63,,1,0,0,1,32.9,Open,Store
865,100505,2,138,124,30,35,43,46,51,,2,1,0,2,17.69,Open,Store
866,100506,1,31,180,25,16,161,165,169,170.0,4,3,2,2,19.41,Delivered,B2B
867,100507,1,4,118,31,27,6,7,8,,3,1,0,3,13.26,Open,Ecomm
868,100507,2,138,68,32,37,110,114,116,,1,0,0,1,11.38,Open,Store
869,100508,1,217,80,30,35,145,149,155,157.0,4,3,2,2,5.14,Delivered,Store
870,100508,2,183,192,9,16,124,126,132,135.0,4,3,2,2,15.16,Delivered,Ecomm
871,100508,3,142,99,9,33,121,124,129,,2,0,0,2,17.43,Open,Store
872,100509,1,69,195,23,3,45,47,54,,2,1,0,2,6.57,Open,B2B
873,100509,2,252,101,9,24,122,123,124,,1,0,0,1,8.17,Cancelled,Ecomm
874,100509,3,162,198,5,16,6,7,11,10.0,3,2,1,2,17.73,Delivered,Ecomm
875,100509,4,82,117,5,3,162,165,166,,1,0,0,1,22.17,Open,Ecomm
876,100510,1,30,79,14,38,88,92,99,,2,1,0,2,23.32,Open,Store
877,100510,2,52,149,30,24,18,20,26,,2,1,0,2,20.32,Open,B2B
878,100510,3,168,45,18,10,179,180,180,180.0,3,2,1,2,20.58,Delivered,Store
879,100510,4,38,90,9,13,35,37,42,41.0,3,2,1,2,18.94,Delivered,Store
880,100510,5,232,192,5,2,103,104,109,,2,0,0,2,15.28,Cancelled,Store
881,100511,1,295,163,14,24,103,106,110,,1,0,0,1,9.64,Open,Ecomm
882,100512,1,171,91,1,3,159,163,164,164.0,3,2,1,2,11.13,Delivered,B2B
883,100513,1,19,85,25,13,51,52,58,,3,1,0,3,4.26,Open,Store
884,100513,2,147,138,18,36,105,108,115,,1,0,0,1,16.34,Open,Store
885,100514,1,197,57,9,29,172,176,179,,2,1,0,2,6.52,Open,Store
886,100514,2,54,16,31,3,178,180,180,,1,0,0,1,13.85,Open,Ecomm
887,100515,1,211,31,18,27,136,137,144,,2,1,0,2,11.69,Open,Ecomm
888,100515,2,88,60,23,24,131,132,135,,1,0,0,1,25.65,Open,Ecomm
889,100515,3,29,62,1,10,128,130,134,133.0,3,2,1,2,8.14,Delivered,Store
890,100516,1,148,43,30,22,145,146,147,150.0,3,2,1,2,17.79,Delivered,Store
891,100516,2,222,78,30,22,149,151,155,,3,2,1,2,11.61,PartShipped,Store
892,100516,3,272,154,23,36,73,74,81,,2,1,0,2,19.03,Open,Store
893,100516,4,282,65,18,3,152,154,161,164.0,4,3,2,2,2.62,Delivered,B2B
894,100516,5,84,148,18,12,59,63,70,,1,0,0,1,25.88,Open,Store
895,100516,6,13,90,9,27,154,156,161,,2,1,0,2,18.08,Open,B2B
896,100516,7,6,138,32,20,156,157,161,,1,0,0,1,16.94,Open,Store
897,100517,1,89,67,31,29,133,134,136,,1,0,0,1,24.19,Cancelled,Store
898,100517,2,258,146,18,2,100,103,109,,1,0,0,1,9.71,Open,Store
899,100518,1,294,144,32,33,148,151,157,,1,0,0,1,16.48,Open,Store
900,100518,2,128,153,32,22,67,71,75,,1,0,0,1,19.54,Open,Store
901,100519,1,180,92,9,12,179,180,180,180.0,3,2,1,2,12.92,Delivered,Store
902,100520,1,122,74,9,21,27,31,35,,1,0,0,1,13.18,Open,Store
903,100520,2,17,68,14,16,95,96,97,,2,1,0,2,11.34,Open,B2B
904,100520,3,180,66,18,40,5,8,12,,2,1,0,2,5.84,Open,Store
905,100521,1,256,81,32,27,153,157,164,,4,1,0,4,12.33,Open,Ecomm
906,100522,1,4,192,5,24,121,125,129,,3,1,0,3,15.22,Open,Ecomm
907,100523,1,98,143,9,16,27,28,34,37.0,4,3,2,2,6.65,Delivered,Ecomm
908,100523,2,183,125,31,7,110,112,117,118.0,3,2,1,2,25.0,Delivered,Store
909,100524,1,54,55,25,16,130,134,139,140.0,3,2,1,2,7.94,Delivered,B2B
910,100524,2,7,82,14,21,1,2,5,,3,1,0,3,17.28,Open,Store
911,100524,3,84,17,9,10,81,84,89,,2,1,0,2,5.08,Open,Store
912,100524,4,293,166,1,16,151,154,160,,1,0,0,1,29.3,Open,B2B
913,100524,5,115,166,5,24,122,123,129,,2,0,0,2,29.45,Open,Ecomm
914,100525,1,26,14,25,16,100,104,108,,1,0,0,1,4.34,Open,Ecomm
915,100525,2,62,158,1,16,100,102,105,,1,0,0,1,19.1,Open,Ecomm
916,100525,3,106,2,14,7,50,51,55,,2,1,0,2,11.02,Open,Store
917,100525,4,185,7,9,3,137,141,143,,1,0,0,1,9.93,Open,Ecomm
918,100526,1,113,157,30,28,5,6,10,10.0,3,2,1,2,10.62,Delivered,Store
919,100527,1,205,22,18,12,73,76,77,,2,1,0,2,5.57,Open,Store
920,100527,2,75,80,9,16,5,6,8,11.0,3,2,1,2,5.24,Delivered,Ecomm
921,100527,3,212,124,18,3,76,80,81,,2,1,0,2,18.09,Open,Ecomm
922,100528,1,164,91,32,38,45,46,51,,4,3,2,2,11.55,PartShipped,Store
923,100529,1,22,157,14,39,7,8,9,,2,1,0,2,11.07,Open,Store
924,100529,2,59,113,31,24,40,44,48,51.0,4,2,1,3,18.68,Delivered,Ecomm
925,100529,3,298,178,25,35,30,33,35,,3,1,0,3,31.07,Open,Store
926,100530,1,277,143,23,29,135,138,142,,2,1,0,2,6.48,Open,Store
927,100530,2,52,57,25,16,39,43,45,46.0,3,2,1,2,6.7,Delivered,Ecomm
928,100530,3,270,174,31,38,40,41,47,,1,0,0,1,8.03,Open,Store
929,100530,4,255,114,14,10,6,10,14,15.0,3,2,1,2,6.02,Delivered,Store
930,100531,1,221,139,14,12,150,153,156,,2,1,0,2,10.91,Open,Store
931,100531,2,280,21,31,40,47,48,49,,2,1,0,2,5.83,Open,Store
932,100532,1,135,95,9,38,58,59,66,,2,1,0,2,6.74,Open,Store
933,100532,2,268,15,18,35,157,158,165,,1,0,0,1,16.77,Open,Store
934,100533,1,290,104,32,8,49,51,52,51.0,5,4,3,2,29.39,Delivered,Store
935,100533,2,34,118,23,8,24,25,32,,1,0,0,1,12.67,Open,Store
936,100534,1,212,170,25,11,35,38,40,,2,1,0,2,22.06,Open,Store
937,100535,1,231,187,25,35,138,141,142,,2,1,0,2,5.93,Open,Store
938,100536,1,29,65,25,29,21,22,23,,1,0,0,1,2.7,Open,Store
939,100537,1,67,195,30,10,55,58,63,,2,1,0,2,6.94,Open,Store
940,100537,2,105,87,31,28,61,65,70,,2,1,0,2,14.22,Open,Store
941,100537,3,37,167,5,16,79,81,83,,2,1,0,2,33.68,Open,B2B
942,100538,1,226,152,18,27,126,130,133,,2,0,0,2,31.52,Open,B2B
943,100539,1,37,15,18,11,4,8,9,,2,1,0,2,17.04,Open,Store
944,100539,2,108,139,23,3,10,11,16,,2,0,0,2,10.32,Open,Ecomm
945,100540,1,14,179,1,37,132,135,136,,2,0,0,2,8.12,Open,Store
946,100541,1,265,159,18,35,67,71,77,,2,1,0,2,9.18,Open,Store
947,100542,1,232,192,23,37,30,32,36,37.0,3,2,1,2,14.94,Delivered,Store
948,100543,1,200,69,32,33,179,180,180,179.0,3,2,1,2,13.24,Delivered,Store
949,100544,1,152,191,30,12,140,143,146,,2,1,0,2,19.53,Open,Store
950,100545,1,176,21,9,39,112,116,120,,2,1,0,2,5.74,Open,Store
951,100546,1,211,147,1,27,167,171,174,,2,1,0,2,55.17,Open,B2B
952,100546,2,164,47,25,34,123,126,128,,1,0,0,1,16.7,Open,Store
953,100547,1,162,103,25,22,178,179,180,,1,0,0,1,41.16,Open,Store
954,100547,2,240,131,32,8,15,17,18,,1,0,0,1,10.56,Open,Store
955,100547,3,43,120,30,39,99,102,108,,2,1,0,2,4.16,Open,Store
956,100548,1,134,175,30,24,121,125,126,,2,1,0,2,24.61,Open,Ecomm
957,100548,2,98,55,9,27,127,131,138,,2,1,0,2,7.45,Open,Ecomm
958,100548,3,103,135,31,27,22,25,26,,2,1,0,2,29.92,Open,B2B
959,100548,4,270,124,14,3,94,95,97,98.0,4,3,1,3,17.42,Delivered,Ecomm
960,100549,1,134,79,14,27,65,66,71,,1,0,0,1,25.92,Open,Ecomm
961,100550,1,157,126,5,16,90,94,95,,1,0,0,1,3.17,Open,Ecomm
962,100551,1,26,58,32,29,55,57,63,64.0,4,3,2,2,15.01,Delivered,Store
963,100551,2,37,156,5,3,153,156,159,,2,0,0,2,27.86,Cancelled,Ecomm
964,100552,1,294,69,9,27,103,106,108,107.0,3,2,1,2,13.73,Delivered,Ecomm
965,100552,2,24,15,9,38,37,38,41,41.0,3,2,1,2,16.06,Delivered,Store
966,100553,1,147,61,14,27,159,163,166,,2,1,0,2,21.86,Open,Ecomm
967,100554,1,169,61,5,35,151,154,160,,2,1,0,2,22.16,Open,Store
968,100555,1,30,37,5,3,59,60,67,67.0,4,3,2,2,10.84,Delivered,Ecomm
969,100556,1,263,120,32,2,176,180,180,,1,0,0,1,4.41,Open,Store
970,100556,2,112,1,1,2,14,15,17,,1,0,0,1,18.22,Open,Store
971,100556,3,6,119,31,12,142,146,148,,2,1,0,2,92.8,Open,Store
972,100557,1,218,16,23,16,134,135,139,,3,0,0,3,12.89,Cancelled,Ecomm
973,100557,2,252,158,30,27,13,16,20,,1,0,0,1,19.78,Open,Ecomm
974,100557,3,159,20,1,16,52,55,56,,2,1,0,2,9.45,Open,B2B
975,100558,1,294,38,9,24,88,90,93,,1,0,0,1,12.96,Open,Ecomm
976,100558,2,168,119,9,35,109,111,117,119.0,3,2,1,2,92.29,Delivered,Store
977,100558,3,18,190,1,27,179,180,180,,1,0,0,1,11.6,Open,B2B
978,100559,1,122,195,5,29,172,176,179,,1,0,0,1,6.9,Open,Store
979,100559,2,198,118,25,13,55,57,62,,1,0,0,1,12.75,Open,Store
980,100559,3,159,47,23,27,137,139,143,,2,1,0,2,16.39,Open,B2B
981,100559,4,52,15,14,7,31,34,39,,2,1,0,2,16.84,Open,Store
982,100559,5,140,2,14,13,28,32,36,38.0,3,2,1,2,11.65,Delivered,Store
983,100560,1,59,179,5,27,170,172,173,175.0,4,3,2,2,8.6,Delivered,B2B
984,100561,1,149,38,31,35,143,146,150,,2,1,0,2,12.09,Open,Store
985,100562,1,208,135,1,24,38,41,43,,2,1,0,2,31.61,Open,Ecomm
986,100563,1,281,14,25,2,105,106,112,,1,0,0,1,4.46,Open,Store
987,100563,2,158,190,1,3,55,57,59,60.0,4,3,2,2,11.34,Delivered,Ecomm
988,100564,1,164,4,18,24,51,52,57,,1,0,0,1,9.46,Open,B2B
989,100564,2,74,194,31,16,123,127,133,,1,0,0,1,13.18,Open,B2B
990,100564,3,97,47,5,24,44,46,52,,3,0,0,3,15.86,Cancelled,Ecomm
991,100565,1,67,136,5,36,21,23,27,,1,0,0,1,24.72,Open,Store
992,100565,2,75,18,25,3,117,118,121,,2,1,0,2,31.77,Open,Ecomm
993,100566,1,103,106,30,36,139,141,148,,1,0,0,1,4.51,Open,Store
994,100567,1,296,44,18,2,158,159,160,,2,1,0,2,13.59,Open,Store
995,100567,2,170,157,5,27,168,171,176,,2,1,0,2,10.81,Open,Ecomm
996,100568,1,159,175,30,38,134,136,139,,1,0,0,1,24.03,Open,Store
997,100569,1,247,185,18,3,98,100,101,100.0,3,2,1,2,20.83,Delivered,B2B
998,100569,2,116,26,14,16,60,61,66,,2,1,0,2,4.34,Open,B2B
999,100569,3,210,200,18,20,31,32,36,35.0,5,4,3,2,3.32,Delivered,Store
1000,100569,4,115,120,23,7,150,151,156,,2,1,0,2,4.35,Open,Store
1001,100570,1,296,65,14,21,171,172,175,175.0,3,2,1,2,2.89,Delivered,Store
1002,100570,2,175,171,5,10,88,90,92,,2,1,0,2,47.21,Open,Store
1003,100570,3,160,183,5,13,78,79,86,,1,0,0,1,3.41,Open,Store
1004,100571,1,174,195,5,10,130,133,137,,2,1,0,2,6.8,Open,Store
1005,100571,2,57,91,23,20,133,137,138,138.0,4,3,2,2,11.11,Delivered,Store
1006,100571,3,183,135,1,27,32,34,41,40.0,6,5,4,2,30.83,Delivered,Ecomm
1007,100571,4,27,135,25,7,73,75,77,76.0,3,2,1,2,28.31,Delivered,Store
1008,100572,1,236,108,30,39,174,175,179,,1,0,0,1,15.92,Open,Store
1009,100573,1,72,41,5,24,80,82,87,,4,3,2,2,14.06,PartShipped,B2B
1010,100573,2,181,122,5,36,79,82,89,,2,1,0,2,4.34,Open,Store
1011,100574,1,280,183,31,13,99,101,104,,1,0,0,1,3.48,Open,Store
1012,100575,1,98,92,32,13,162,165,170,172.0,3,2,1,2,12.92,Delivered,Store
1013,100576,1,83,100,32,39,146,147,151,,2,0,0,2,4.48,Cancelled,Store
1014,100577,1,112,42,23,22,174,175,180,,2,1,0,2,27.69,Open,Store
1015,100578,1,249,193,14,8,33,36,42,,2,1,0,2,8.19,Open,Store
1016,100578,2,122,15,31,20,139,142,144,145.0,3,2,1,2,16.88,Delivered,Store
1017,100579,1,70,62,9,3,130,134,139,,2,1,0,2,8.12,Open,Ecomm
1018,100580,1,73,100,18,40,162,163,168,169.0,3,2,1,2,4.57,Delivered,Store
1019,100580,2,196,146,32,16,91,92,95,,1,0,0,1,9.5,Open,B2B
1020,100580,3,94,169,1,11,164,166,170,169.0,3,2,1,2,14.18,Delivered,Store
1021,100581,1,25,34,23,11,74,78,79,,1,0,0,1,38.55,Open,Store
1022,100581,2,149,11,5,8,48,52,55,,2,0,0,2,15.48,Open,Store
1023,100582,1,97,32,18,36,79,82,89,,2,1,0,2,18.81,Open,Store
1024,100582,2,281,96,23,27,80,81,84,,2,1,0,2,12.05,Open,B2B
1025,100582,3,264,136,14,35,13,17,22,24.0,3,2,1,2,24.46,Delivered,Store
1026,100583,1,247,59,14,27,36,39,43,,2,1,0,2,4.16,Open,B2B
1027,100583,2,143,29,5,39,77,81,84,,2,1,0,2,3.31,Open,Store
1028,100584,1,151,86,25,28,28,30,34,,2,1,0,2,10.84,Open,Store
1029,100585,1,211,124,5,24,87,90,94,,1,0,0,1,16.75,Open,Ecomm
1030,100585,2,7,166,25,24,122,125,129,,2,1,0,2,27.87,Open,Ecomm
1031,100586,1,39,91,9,24,71,75,76,79.0,4,3,2,2,10.95,Delivered,Ecomm
1032,100587,1,193,110,30,16,4,6,10,13.0,5,2,1,4,13.58,Delivered,Ecomm
1033,100587,2,198,118,25,27,76,77,81,,1,0,0,1,13.11,Open,Ecomm
1034,100588,1,202,123,32,10,171,173,175,,1,0,0,1,6.89,Open,Store
1035,100589,1,213,63,31,27,126,129,133,,1,0,0,1,11.01,Open,Ecomm
1036,100590,1,273,103,18,3,175,177,180,,1,0,0,1,41.8,Open,Ecomm
1037,100590,2,107,101,25,3,84,87,89,,1,0,0,1,8.07,Open,Ecomm
1038,100590,3,27,58,1,36,130,133,140,,1,0,0,1,15.09,Open,Store
1039,100590,4,294,75,5,16,30,33,34,,2,1,0,2,31.45,Open,Ecomm
1040,100590,5,266,64,18,29,115,118,122,,3,1,0,3,10.06,Open,Store
1041,100591,1,89,111,1,27,73,74,80,82.0,4,3,2,2,12.09,Delivered,B2B
1042,100592,1,106,151,31,39,78,82,86,86.0,3,2,1,2,35.0,Delivered,Store
1043,100592,2,80,41,23,16,9,11,17,,1,0,0,1,13.98,Open,B2B
1044,100593,1,134,10,23,2,30,33,36,35.0,3,2,1,2,33.38,Delivered,Store
1045,100593,2,39,145,31,27,159,161,164,,2,1,0,2,16.82,Open,Ecomm
1046,100593,3,290,149,32,27,71,73,76,75.0,3,2,1,2,20.86,Delivered,B2B
1047,100594,1,266,51,25,27,109,112,114,114.0,4,3,2,2,9.12,Delivered,Ecomm
1048,100594,2,134,5,25,3,65,68,69,,2,1,0,2,29.7,Open,Ecomm
1049,100595,1,113,191,23,8,104,105,108,,2,1,0,2,19.6,Open,Store
1050,100595,2,274,105,25,34,161,163,169,168.0,4,3,2,2,22.09,Delivered,Store
1051,100595,3,258,190,9,33,17,18,19,,2,1,0,2,11.85,Open,Store
1052,100596,1,154,176,1,16,66,68,75,,2,1,0,2,13.22,Open,Ecomm
1053,100597,1,180,155,18,28,58,59,63,66.0,3,2,1,2,14.31,Delivered,Store
1054,100598,1,20,2,31,8,150,151,154,157.0,3,2,1,2,11.07,Delivered,Store
1055,100598,2,194,2,30,24,160,161,167,170.0,3,2,1,2,10.48,Delivered,B2B
1056,100599,1,189,174,31,20,79,82,86,,2,1,0,2,8.16,Open,Store
1057,100600,1,289,50,32,16,71,74,79,81.0,4,3,2,2,8.86,Delivered,Ecomm
1058,100600,2,142,122,18,39,114,115,119,,2,1,0,2,4.56,Open,Store
1059,100601,1,270,110,23,20,12,13,16,16.0,3,2,1,2,13.79,Delivered,Store
1060,100602,1,193,104,9,16,73,76,82,,1,0,0,1,27.4,Open,Ecomm
1061,100603,1,163,170,14,29,26,28,34,,2,1,0,2,20.32,Open,Store
1062,100603,2,223,29,23,40,45,48,53,54.0,3,2,1,2,3.53,Delivered,Store
1063,100604,1,258,47,1,27,63,64,67,,1,0,0,1,16.4,Open,Ecomm
1064,100605,1,21,78,18,3,177,179,180,,2,1,0,2,10.73,Open,Ecomm
1065,100606,1,33,123,5,7,74,77,79,,2,1,0,2,6.71,Open,Store
1066,100606,2,101,86,1,36,81,83,84,85.0,5,4,3,2,10.79,Delivered,Store
1067,100607,1,221,157,31,13,115,116,122,,2,1,0,2,11.54,Open,Store
1068,100608,1,11,104,25,29,144,146,150,150.0,3,2,1,2,29.1,Delivered,Store
1069,100609,1,268,73,31,16,103,105,112,,2,0,0,2,5.22,Cancelled,Ecomm
1070,100609,2,48,27,32,3,177,180,180,,2,1,0,2,16.3,Open,Ecomm
1071,100610,1,198,154,14,3,113,117,120,,1,0,0,1,19.35,Open,Ecomm
1072,100610,2,246,8,30,33,49,53,60,,1,0,0,1,16.88,Open,Store
1073,100611,1,112,85,31,3,52,53,56,,1,0,0,1,4.34,Open,Ecomm
1074,100612,1,279,64,32,27,116,120,122,,2,1,0,2,9.98,Open,Ecomm
1075,100613,1,267,91,1,27,60,64,70,,2,1,0,2,11.62,Open,Ecomm
1076,100613,2,103,123,1,16,34,38,39,,2,1,0,2,6.76,Open,Ecomm
1077,100614,1,3,174,5,11,63,66,70,70.0,5,2,1,4,7.74,Delivered,Store
1078,100614,2,241,185,31,29,8,10,11,,2,0,0,2,19.89,Open,Store
