InventoryMovementId,Product,FromLocation,ToLocation,MovementDate,MovementTimestamp,MovementType,ReferenceType,ReferenceId,Qty,UnitCost,ReasonCode
1728,180,25.0,40,15,2026-01-15T12:15:00Z,Ship,Shipment,500088,-1,,
2084,9,14.0,35,15,2026-01-15T12:15:00Z,Ship,Shipment,500444,-1,,
2277,91,32.0,13,15,2026-01-15T12:15:00Z,Ship,Shipment,500637,-1,,
2311,151,23.0,3,15,2026-01-15T12:15:00Z,Ship,Shipment,500671,-1,,
2505,2,25.0,16,15,2026-01-15T12:15:00Z,Ship,Shipment,500865,-2,,
609,14,15.0,23,16,2026-01-16T07:30:00Z,Receipt,PurchaseOrder,200077,63,6.5,
738,200,4.0,9,16,2026-01-16T07:30:00Z,Receipt,PurchaseOrder,200156,39,5.89,
976,193,6.0,9,16,2026-01-16T07:30:00Z,Receipt,PurchaseOrder,200293,27,2.69,
1207,67,26.0,31,16,2026-01-16T07:30:00Z,Receipt,PurchaseOrder,200420,31,13.27,
1376,41,6.0,1,16,2026-01-16T07:30:00Z,Receipt,PurchaseOrder,200534,105,8.29,
1926,62,18.0,28,16,2026-01-16T12:15:00Z,Ship,Shipment,500286,-1,,
1984,136,14.0,35,16,2026-01-16T12:15:00Z,Ship,Shipment,500344,-1,,
2085,9,14.0,35,16,2026-01-16T12:15:00Z,Ship,Shipment,500445,-1,,
2218,177,9.0,29,16,2026-01-16T12:15:00Z,Ship,Shipment,500578,-1,,
2312,151,23.0,3,16,2026-01-16T12:15:00Z,Ship,Shipment,500672,-2,,
2313,151,23.0,3,16,2026-01-16T12:15:00Z,Ship,Shipment,500673,-3,,
2732,56,,9,16,2026-01-16T20:00:00Z,Adjustment,StockCount,72,-9,,Damage
797,149,15.0,14,17,2026-01-17T07:30:00Z,Receipt,PurchaseOrder,200192,106,8.54,
1003,71,19.0,31,17,2026-01-17T07:30:00Z,Receipt,PurchaseOrder,200305,83,6.57,
1278,80,15.0,30,17,2026-01-17T07:30:00Z,Receipt,PurchaseOrder,200465,29,7.46,
1292,20,4.0,5,17,2026-01-17T07:30:00Z,Receipt,PurchaseOrder,200473,77,8.48,
1437,108,6.0,25,17,2026-01-17T07:30:00Z,Receipt,PurchaseOrder,200578,39,8.46,
1836,55,25.0,3,17,2026-01-17T12:15:00Z,Ship,Shipment,500196,-1,,
2197,128,14.0,40,17,2026-01-17T12:15:00Z,Ship,Shipment,500557,-1,,
2252,157,1.0,39,17,2026-01-17T12:15:00Z,Ship,Shipment,500612,-1,,
2253,157,1.0,39,17,2026-01-17T12:15:00Z,Ship,Shipment,500613,-1,,
2531,10,32.0,2,17,2026-01-17T12:15:00Z,Ship,Shipment,500891,-3,,
615,102,17.0,14,18,2026-01-18T07:30:00Z,Receipt,PurchaseOrder,200080,65,7.9,
720,118,19.0,18,18,2026-01-18T07:30:00Z,Receipt,PurchaseOrder,200144,21,8.05,
751,104,4.0,32,18,2026-01-18T07:30:00Z,Receipt,PurchaseOrder,200163,43,9.01,
996,80,17.0,25,18,2026-01-18T07:30:00Z,Receipt,PurchaseOrder,200302,43,3.6,
1232,16,19.0,14,18,2026-01-18T07:30:00Z,Receipt,PurchaseOrder,200432,76,4.93,
1282,86,17.0,9,18,2026-01-18T07:30:00Z,Receipt,PurchaseOrder,200467,103,10.15,
1377,88,19.0,5,18,2026-01-18T07:30:00Z,Receipt,PurchaseOrder,200535,62,6.88,
1785,58,23.0,36,18,2026-01-18T12:15:00Z,Ship,Shipment,500145,-1,,
2251,110,14.0,12,18,2026-01-18T12:15:00Z,Ship,Shipment,500611,-1,,
2293,118,14.0,36,18,2026-01-18T12:15:00Z,Ship,Shipment,500653,-1,,
2389,86,31.0,20,18,2026-01-18T12:15:00Z,Ship,Shipment,500749,-2,,
2703,181,,36,18,2026-01-18T20:00:00Z,Adjustment,StockCount,42,18,,Shrink
2755,80,,23,18,2026-01-18T20:00:00Z,Adjustment,StockCount,95,14,,Shrink
510,190,4.0,14,19,2026-01-19T07:30:00Z,Receipt,PurchaseOrder,200022,10,2.02,
782,3,6.0,9,19,2026-01-19T07:30:00Z,Receipt,PurchaseOrder,200186,8,11.82,
1312,114,15.0,23,19,2026-01-19T07:30:00Z,Receipt,PurchaseOrder,200487,27,6.96,
1531,36,17.0,18,19,2026-01-19T07:30:00Z,Receipt,PurchaseOrder,200637,29,11.01,
2385,179,14.0,22,19,2026-01-19T12:15:00Z,Ship,Shipment,500745,-1,,
2524,65,18.0,7,19,2026-01-19T12:15:00Z,Ship,Shipment,500884,-2,,
2751,191,,21,19,2026-01-19T20:00:00Z,Adjustment,StockCount,91,11,,Shrink
644,148,15.0,1,20,2026-01-20T07:30:00Z,Receipt,PurchaseOrder,200095,24,5.32,
742,77,19.0,9,20,2026-01-20T07:30:00Z,Receipt,PurchaseOrder,200156,119,5.62,
1216,3,4.0,14,20,2026-01-20T07:30:00Z,Receipt,PurchaseOrder,200425,28,9.46,
1345,165,19.0,30,20,2026-01-20T07:30:00Z,Receipt,PurchaseOrder,200510,21,12.75,
2492,36,25.0,24,20,2026-01-20T12:15:00Z,Ship,Shipment,500852,-1,,
2572,132,30.0,12,20,2026-01-20T12:15:00Z,Ship,Shipment,500932,-2,,
2610,99,5.0,3,20,2026-01-20T12:15:00Z,Ship,Shipment,500970,-1,,
2663,151,,33,20,2026-01-20T20:00:00Z,Adjustment,StockCount,2,10,,AdminError
851,45,19.0,1,21,2026-01-21T07:30:00Z,Receipt,PurchaseOrder,200223,67,4.9,
1148,53,26.0,18,21,2026-01-21T07:30:00Z,Receipt,PurchaseOrder,200387,107,7.66,
1631,183,15.0,30,21,2026-01-21T07:30:00Z,Receipt,PurchaseOrder,200695,33,9.94,
1845,159,18.0,12,21,2026-01-21T12:15:00Z,Ship,Shipment,500205,-1,,
2007,96,9.0,28,21,2026-01-21T12:15:00Z,Ship,Shipment,500367,-2,,
2054,195,30.0,16,21,2026-01-21T12:15:00Z,Ship,Shipment,500414,-1,,
2579,109,5.0,10,21,2026-01-21T12:15:00Z,Ship,Shipment,500939,-1,,
2664,104,,36,21,2026-01-21T20:00:00Z,Adjustment,StockCount,3,7,,AdminError
2698,179,,8,21,2026-01-21T20:00:00Z,Adjustment,StockCount,37,6,,AdminError
535,31,6.0,30,22,2026-01-22T07:30:00Z,Receipt,PurchaseOrder,200031,38,5.45,
567,120,19.0,18,22,2026-01-22T07:30:00Z,Receipt,PurchaseOrder,200052,53,6.03,
849,13,19.0,32,22,2026-01-22T07:30:00Z,Receipt,PurchaseOrder,200222,24,9.24,
966,113,17.0,14,22,2026-01-22T07:30:00Z,Receipt,PurchaseOrder,200285,22,10.16,
1077,168,15.0,30,22,2026-01-22T07:30:00Z,Receipt,PurchaseOrder,200352,24,12.05,
1211,13,6.0,5,22,2026-01-22T07:30:00Z,Receipt,PurchaseOrder,200422,27,17.86,
1493,150,4.0,30,22,2026-01-22T07:30:00Z,Receipt,PurchaseOrder,200614,35,7.11,
1517,58,15.0,18,22,2026-01-22T07:30:00Z,Receipt,PurchaseOrder,200627,19,11.6,
1644,150,32.0,16,22,2026-01-22T12:15:00Z,Ship,Shipment,500004,-1,,
1660,98,31.0,27,22,2026-01-22T12:15:00Z,Ship,Shipment,500020,-3,,
1844,159,18.0,12,22,2026-01-22T12:15:00Z,Ship,Shipment,500204,-3,,
1871,156,18.0,11,22,2026-01-22T12:15:00Z,Ship,Shipment,500231,-4,,
2146,2,5.0,16,22,2026-01-22T12:15:00Z,Ship,Shipment,500506,-1,,
2431,5,5.0,28,22,2026-01-22T12:15:00Z,Ship,Shipment,500791,-4,,
1030,20,6.0,1,23,2026-01-23T07:30:00Z,Receipt,PurchaseOrder,200322,33,6.28,
1105,40,19.0,5,23,2026-01-23T07:30:00Z,Receipt,PurchaseOrder,200368,13,7.22,
1368,31,6.0,5,23,2026-01-23T07:30:00Z,Receipt,PurchaseOrder,200528,49,5.84,
1837,49,25.0,10,23,2026-01-23T12:15:00Z,Ship,Shipment,500197,-1,,
2147,2,5.0,16,23,2026-01-23T12:15:00Z,Ship,Shipment,500507,-1,,
2222,85,5.0,40,23,2026-01-23T12:15:00Z,Ship,Shipment,500582,-1,,
2403,10,30.0,10,23,2026-01-23T12:15:00Z,Ship,Shipment,500763,-1,,
2696,65,,40,23,2026-01-23T20:00:00Z,Adjustment,StockCount,35,8,,Shrink
2757,114,,9,23,2026-01-23T20:00:00Z,Adjustment,StockCount,97,10,,AdminError
604,173,15.0,31,24,2026-01-24T07:30:00Z,Receipt,PurchaseOrder,200075,112,10.49,
649,51,17.0,32,24,2026-01-24T07:30:00Z,Receipt,PurchaseOrder,200099,21,3.31,
744,181,26.0,25,24,2026-01-24T07:30:00Z,Receipt,PurchaseOrder,200158,68,18.83,
1234,171,15.0,5,24,2026-01-24T07:30:00Z,Receipt,PurchaseOrder,200434,100,5.38,
1273,32,19.0,32,24,2026-01-24T07:30:00Z,Receipt,PurchaseOrder,200462,43,7.79,
1291,18,15.0,14,24,2026-01-24T07:30:00Z,Receipt,PurchaseOrder,200472,103,11.57,
1709,88,23.0,2,24,2026-01-24T12:15:00Z,Ship,Shipment,500069,-1,,
2035,115,23.0,20,24,2026-01-24T12:15:00Z,Ship,Shipment,500395,-1,,
2331,154,30.0,37,24,2026-01-24T12:15:00Z,Ship,Shipment,500691,-1,,
2558,199,14.0,13,24,2026-01-24T12:15:00Z,Ship,Shipment,500918,-1,,
2713,192,,13,24,2026-01-24T20:00:00Z,Adjustment,StockCount,52,-16,,Shrink
2753,171,,8,24,2026-01-24T20:00:00Z,Adjustment,StockCount,93,5,,Shrink
1027,27,4.0,31,25,2026-01-25T07:30:00Z,Receipt,PurchaseOrder,200320,52,3.69,
1297,57,15.0,23,25,2026-01-25T07:30:00Z,Receipt,PurchaseOrder,200475,24,11.44,
1476,69,19.0,18,25,2026-01-25T07:30:00Z,Receipt,PurchaseOrder,200603,14,6.9,
1503,135,15.0,30,25,2026-01-25T07:30:00Z,Receipt,PurchaseOrder,200619,37,8.73,
1525,49,4.0,30,25,2026-01-25T07:30:00Z,Receipt,PurchaseOrder,200631,33,8.54,
1892,53,1.0,40,25,2026-01-25T12:15:00Z,Ship,Shipment,500252,-1,,
2077,151,14.0,34,25,2026-01-25T12:15:00Z,Ship,Shipment,500437,-1,,
2139,118,18.0,38,25,2026-01-25T12:15:00Z,Ship,Shipment,500499,-2,,
597,171,15.0,25,26,2026-01-26T07:30:00Z,Receipt,PurchaseOrder,200070,101,6.32,
825,40,6.0,23,26,2026-01-26T07:30:00Z,Receipt,PurchaseOrder,200207,85,3.77,
1145,72,6.0,5,26,2026-01-26T07:30:00Z,Receipt,PurchaseOrder,200384,44,7.23,
1289,113,17.0,30,26,2026-01-26T07:30:00Z,Receipt,PurchaseOrder,200471,22,10.44,
1446,138,6.0,32,26,2026-01-26T07:30:00Z,Receipt,PurchaseOrder,200584,121,5.1,
1533,171,15.0,30,26,2026-01-26T07:30:00Z,Receipt,PurchaseOrder,200639,46,8.16,
2098,30,31.0,16,26,2026-01-26T12:15:00Z,Ship,Shipment,500458,-1,,
2223,98,32.0,21,26,2026-01-26T12:15:00Z,Ship,Shipment,500583,-1,,
2245,166,23.0,28,26,2026-01-26T12:15:00Z,Ship,Shipment,500605,-2,,
2302,73,32.0,3,26,2026-01-26T12:15:00Z,Ship,Shipment,500662,-1,,
858,28,15.0,30,27,2026-01-27T07:30:00Z,Receipt,PurchaseOrder,200226,68,6.43,
1005,130,19.0,25,27,2026-01-27T07:30:00Z,Receipt,PurchaseOrder,200307,15,19.53,
1182,145,15.0,18,27,2026-01-27T07:30:00Z,Receipt,PurchaseOrder,200406,63,10.76,
1406,141,6.0,31,27,2026-01-27T07:30:00Z,Receipt,PurchaseOrder,200556,42,13.2,
1609,137,19.0,1,27,2026-01-27T07:30:00Z,Receipt,PurchaseOrder,200682,123,8.42,
1700,107,31.0,3,27,2026-01-27T12:15:00Z,Ship,Shipment,500060,-1,,
1716,73,32.0,24,27,2026-01-27T12:15:00Z,Ship,Shipment,500076,-1,,
1868,2,25.0,10,27,2026-01-27T12:15:00Z,Ship,Shipment,500228,-2,,
1950,143,9.0,16,27,2026-01-27T12:15:00Z,Ship,Shipment,500310,-2,,
2063,98,1.0,28,27,2026-01-27T12:15:00Z,Ship,Shipment,500423,-1,,
2272,105,23.0,27,27,2026-01-27T12:15:00Z,Ship,Shipment,500632,-1,,
2394,72,25.0,20,27,2026-01-27T12:15:00Z,Ship,Shipment,500754,-1,,
2584,10,5.0,13,27,2026-01-27T12:15:00Z,Ship,Shipment,500944,-1,,
634,200,4.0,14,28,2026-01-28T07:30:00Z,Receipt,PurchaseOrder,200089,87,18.38,
683,26,15.0,31,28,2026-01-28T07:30:00Z,Receipt,PurchaseOrder,200121,106,7.89,
890,194,19.0,5,28,2026-01-28T07:30:00Z,Receipt,PurchaseOrder,200243,21,9.75,
998,68,17.0,32,28,2026-01-28T07:30:00Z,Receipt,PurchaseOrder,200302,11,14.81,
1217,29,26.0,18,28,2026-01-28T07:30:00Z,Receipt,PurchaseOrder,200425,40,4.94,
1520,126,15.0,14,28,2026-01-28T07:30:00Z,Receipt,PurchaseOrder,200627,17,8.59,
1567,100,15.0,25,28,2026-01-28T07:30:00Z,Receipt,PurchaseOrder,200659,14,3.3,
1579,113,17.0,25,28,2026-01-28T07:30:00Z,Receipt,PurchaseOrder,200665,20,10.78,
1867,190,23.0,33,28,2026-01-28T12:15:00Z,Ship,Shipment,500227,-1,,
2399,61,18.0,3,28,2026-01-28T12:15:00Z,Ship,Shipment,500759,-3,,
2521,195,18.0,27,28,2026-01-28T12:15:00Z,Ship,Shipment,500881,-2,,
2557,35,23.0,27,28,2026-01-28T12:15:00Z,Ship,Shipment,500917,-3,,
2585,10,5.0,13,28,2026-01-28T12:15:00Z,Ship,Shipment,500945,-1,,
653,92,15.0,25,29,2026-01-29T07:30:00Z,Receipt,PurchaseOrder,200100,101,7.63,
692,183,15.0,1,29,2026-01-29T07:30:00Z,Receipt,PurchaseOrder,200126,25,10.21,
871,200,17.0,1,29,2026-01-29T07:30:00Z,Receipt,PurchaseOrder,200234,60,6.83,
1048,5,17.0,9,29,2026-01-29T07:30:00Z,Receipt,PurchaseOrder,200336,42,7.94,
1173,100,6.0,25,29,2026-01-29T07:30:00Z,Receipt,PurchaseOrder,200400,69,10.84,
2005,51,14.0,22,29,2026-01-29T12:15:00Z,Ship,Shipment,500365,-2,,
2088,36,32.0,24,29,2026-01-29T12:15:00Z,Ship,Shipment,500448,-4,,
2356,53,31.0,35,29,2026-01-29T12:15:00Z,Ship,Shipment,500716,-1,,
2774,175,,12,29,2026-01-29T20:00:00Z,Adjustment,StockCount,114,-4,,Shrink
925,114,17.0,5,30,2026-01-30T07:30:00Z,Receipt,PurchaseOrder,200264,35,5.22,
1274,135,15.0,30,30,2026-01-30T07:30:00Z,Receipt,PurchaseOrder,200462,119,4.69,
1276,19,19.0,14,30,2026-01-30T07:30:00Z,Receipt,PurchaseOrder,200464,29,14.72,
1597,23,17.0,18,30,2026-01-30T07:30:00Z,Receipt,PurchaseOrder,200674,43,6.54,
1610,193,6.0,1,30,2026-01-30T07:30:00Z,Receipt,PurchaseOrder,200683,29,2.63,
2010,141,14.0,16,30,2026-01-30T12:15:00Z,Ship,Shipment,500370,-1,,
2243,191,32.0,27,30,2026-01-30T12:15:00Z,Ship,Shipment,500603,-4,,
2619,151,5.0,27,30,2026-01-30T12:15:00Z,Ship,Shipment,500979,-1,,
2688,75,,39,30,2026-01-30T20:00:00Z,Adjustment,StockCount,27,-20,,AdminError
811,95,19.0,30,31,2026-01-31T07:30:00Z,Receipt,PurchaseOrder,200200,101,19.73,
1015,70,17.0,30,31,2026-01-31T07:30:00Z,Receipt,PurchaseOrder,200313,42,3.73,
1043,199,4.0,25,31,2026-01-31T07:30:00Z,Receipt,PurchaseOrder,200332,57,12.49,
1287,158,15.0,32,31,2026-01-31T07:30:00Z,Receipt,PurchaseOrder,200470,65,9.37,
1300,118,6.0,31,31,2026-01-31T07:30:00Z,Receipt,PurchaseOrder,200478,23,8.52,
1371,181,26.0,23,31,2026-01-31T07:30:00Z,Receipt,PurchaseOrder,200530,80,19.39,
1603,93,19.0,32,31,2026-01-31T07:30:00Z,Receipt,PurchaseOrder,200678,124,18.72,
1634,77,15.0,23,31,2026-01-31T07:30:00Z,Receipt,PurchaseOrder,200697,24,3.82,
1745,178,18.0,7,31,2026-01-31T12:15:00Z,Ship,Shipment,500105,-1,,
1791,5,14.0,40,31,2026-01-31T12:15:00Z,Ship,Shipment,500151,-2,,
1918,161,23.0,3,31,2026-01-31T12:15:00Z,Ship,Shipment,500278,-1,,
1961,192,23.0,37,31,2026-01-31T12:15:00Z,Ship,Shipment,500321,-1,,
1973,200,18.0,20,31,2026-01-31T12:15:00Z,Ship,Shipment,500333,-3,,
2150,28,31.0,24,31,2026-01-31T12:15:00Z,Ship,Shipment,500510,-1,,
2372,98,31.0,8,31,2026-01-31T12:15:00Z,Ship,Shipment,500732,-1,,
2602,135,23.0,27,31,2026-01-31T12:15:00Z,Ship,Shipment,500962,-1,,
2639,156,5.0,34,31,2026-01-31T12:15:00Z,Ship,Shipment,500999,-1,,
2780,104,,12,31,2026-01-31T20:00:00Z,Adjustment,StockCount,120,13,,Damage
691,24,15.0,5,32,2026-02-01T07:30:00Z,Receipt,PurchaseOrder,200126,16,10.37,
876,90,26.0,14,32,2026-02-01T07:30:00Z,Receipt,PurchaseOrder,200239,54,8.81,
972,147,19.0,5,32,2026-02-01T07:30:00Z,Receipt,PurchaseOrder,200290,61,6.04,
1155,6,17.0,31,32,2026-02-01T07:30:00Z,Receipt,PurchaseOrder,200391,28,23.21,
1222,77,19.0,31,32,2026-02-01T07:30:00Z,Receipt,PurchaseOrder,200428,107,5.86,
1224,6,4.0,23,32,2026-02-01T07:30:00Z,Receipt,PurchaseOrder,200429,36,3.75,
1236,100,19.0,9,32,2026-02-01T07:30:00Z,Receipt,PurchaseOrder,200436,23,3.77,
1499,51,17.0,9,32,2026-02-01T07:30:00Z,Receipt,PurchaseOrder,200617,22,3.28,
1549,119,26.0,18,32,2026-02-01T07:30:00Z,Receipt,PurchaseOrder,200652,29,13.49,
1673,153,1.0,13,32,2026-02-01T12:15:00Z,Ship,Shipment,500033,-1,,
1969,2,14.0,13,32,2026-02-01T12:15:00Z,Ship,Shipment,500329,-1,,
2045,165,18.0,3,32,2026-02-01T12:15:00Z,Ship,Shipment,500405,-1,,
2360,5,5.0,16,32,2026-02-01T12:15:00Z,Ship,Shipment,500720,-3,,
2436,172,18.0,16,32,2026-02-01T12:15:00Z,Ship,Shipment,500796,-1,,
537,87,15.0,25,33,2026-02-02T07:30:00Z,Receipt,PurchaseOrder,200032,68,9.66,
1051,141,26.0,30,33,2026-02-02T07:30:00Z,Receipt,PurchaseOrder,200336,13,10.75,
1193,19,4.0,23,33,2026-02-02T07:30:00Z,Receipt,PurchaseOrder,200411,21,11.96,
1339,93,19.0,30,33,2026-02-02T07:30:00Z,Receipt,PurchaseOrder,200506,104,17.89,
1348,119,4.0,25,33,2026-02-02T07:30:00Z,Receipt,PurchaseOrder,200512,65,6.12,
1933,80,32.0,3,33,2026-02-02T12:15:00Z,Ship,Shipment,500293,-2,,
1977,135,1.0,27,33,2026-02-02T12:15:00Z,Ship,Shipment,500337,-4,,
1989,10,23.0,2,33,2026-02-02T12:15:00Z,Ship,Shipment,500349,-1,,
2263,192,9.0,37,33,2026-02-02T12:15:00Z,Ship,Shipment,500623,-1,,
2515,123,25.0,3,33,2026-02-02T12:15:00Z,Ship,Shipment,500875,-1,,
2551,37,25.0,28,33,2026-02-02T12:15:00Z,Ship,Shipment,500911,-2,,
2719,25,,39,33,2026-02-02T20:00:00Z,Adjustment,StockCount,58,11,,AdminError
2740,189,,34,33,2026-02-02T20:00:00Z,Adjustment,StockCount,80,-16,,Damage
538,62,6.0,23,34,2026-02-03T07:30:00Z,Receipt,PurchaseOrder,200032,43,5.06,
697,198,6.0,14,34,2026-02-03T07:30:00Z,Receipt,PurchaseOrder,200127,49,4.27,
844,137,15.0,18,34,2026-02-03T07:30:00Z,Receipt,PurchaseOrder,200219,35,3.62,
912,52,6.0,23,34,2026-02-03T07:30:00Z,Receipt,PurchaseOrder,200257,27,13.54,
1012,89,19.0,14,34,2026-02-03T07:30:00Z,Receipt,PurchaseOrder,200312,26,5.52,
1106,155,4.0,25,34,2026-02-03T07:30:00Z,Receipt,PurchaseOrder,200368,25,14.48,
1641,23,9.0,16,34,2026-02-03T12:15:00Z,Ship,Shipment,500001,-2,,
1770,4,25.0,40,34,2026-02-03T12:15:00Z,Ship,Shipment,500130,-1,,
1913,40,5.0,24,34,2026-02-03T12:15:00Z,Ship,Shipment,500273,-1,,
2189,65,25.0,2,34,2026-02-03T12:15:00Z,Ship,Shipment,500549,-1,,
2281,8,5.0,39,34,2026-02-03T12:15:00Z,Ship,Shipment,500641,-2,,
607,20,4.0,14,35,2026-02-04T07:30:00Z,Receipt,PurchaseOrder,200076,54,8.31,
631,69,19.0,18,35,2026-02-04T07:30:00Z,Receipt,PurchaseOrder,200089,30,6.69,
829,50,6.0,1,35,2026-02-04T07:30:00Z,Receipt,PurchaseOrder,200209,39,4.25,
991,11,26.0,30,35,2026-02-04T07:30:00Z,Receipt,PurchaseOrder,200300,64,21.18,
1235,152,15.0,31,35,2026-02-04T07:30:00Z,Receipt,PurchaseOrder,200435,16,9.21,
1508,157,19.0,1,35,2026-02-04T07:30:00Z,Receipt,PurchaseOrder,200622,23,3.73,
1544,62,6.0,1,35,2026-02-04T07:30:00Z,Receipt,PurchaseOrder,200647,58,5.25,
1646,69,30.0,13,35,2026-02-04T12:15:00Z,Ship,Shipment,500006,-1,,
1847,178,5.0,3,35,2026-02-04T12:15:00Z,Ship,Shipment,500207,-1,,
2340,191,25.0,37,35,2026-02-04T12:15:00Z,Ship,Shipment,500700,-1,,
2539,82,5.0,13,35,2026-02-04T12:15:00Z,Ship,Shipment,500899,-2,,
2690,77,,9,35,2026-02-04T20:00:00Z,Adjustment,StockCount,29,9,,Shrink
2745,65,,29,35,2026-02-04T20:00:00Z,Adjustment,StockCount,85,12,,AdminError
2762,176,,23,35,2026-02-04T20:00:00Z,Adjustment,StockCount,102,-9,,MisPick
757,32,19.0,18,36,2026-02-05T07:30:00Z,Receipt,PurchaseOrder,200170,28,7.9,
1121,135,6.0,30,36,2026-02-05T07:30:00Z,Receipt,PurchaseOrder,200373,13,8.22,
1137,169,4.0,1,36,2026-02-05T07:30:00Z,Receipt,PurchaseOrder,200379,87,9.53,
1279,70,6.0,23,36,2026-02-05T07:30:00Z,Receipt,PurchaseOrder,200466,11,4.12,
1349,193,6.0,25,36,2026-02-05T07:30:00Z,Receipt,PurchaseOrder,200513,23,2.72,
1721,173,31.0,39,36,2026-02-05T12:15:00Z,Ship,Shipment,500081,-1,,
1761,93,5.0,28,36,2026-02-05T12:15:00Z,Ship,Shipment,500121,-1,,
1762,93,5.0,28,36,2026-02-05T12:15:00Z,Ship,Shipment,500122,-1,,
1834,3,32.0,27,36,2026-02-05T12:15:00Z,Ship,Shipment,500194,-2,,
2211,152,31.0,20,36,2026-02-05T12:15:00Z,Ship,Shipment,500571,-2,,
2528,75,25.0,24,36,2026-02-05T12:15:00Z,Ship,Shipment,500888,-1,,
2660,50,14.0,28,36,2026-02-05T12:15:00Z,Ship,Shipment,501020,-2,,
504,108,6.0,18,37,2026-02-06T07:30:00Z,Receipt,PurchaseOrder,200017,25,12.84,
960,27,4.0,9,37,2026-02-06T07:30:00Z,Receipt,PurchaseOrder,200281,22,7.05,
971,108,6.0,30,37,2026-02-06T07:30:00Z,Receipt,PurchaseOrder,200289,57,12.72,
982,102,15.0,30,37,2026-02-06T07:30:00Z,Receipt,PurchaseOrder,200296,62,5.01,
1353,154,26.0,25,37,2026-02-06T07:30:00Z,Receipt,PurchaseOrder,200516,43,19.45,
1379,199,15.0,30,37,2026-02-06T07:30:00Z,Receipt,PurchaseOrder,200537,15,2.75,
1600,117,19.0,1,37,2026-02-06T07:30:00Z,Receipt,PurchaseOrder,200677,17,5.09,
1760,93,5.0,28,37,2026-02-06T12:15:00Z,Ship,Shipment,500120,-1,,
1943,90,9.0,13,37,2026-02-06T12:15:00Z,Ship,Shipment,500303,-1,,
1966,15,9.0,38,37,2026-02-06T12:15:00Z,Ship,Shipment,500326,-1,,
2015,90,32.0,16,37,2026-02-06T12:15:00Z,Ship,Shipment,500375,-1,,
2124,35,5.0,27,37,2026-02-06T12:15:00Z,Ship,Shipment,500484,-1,,
2752,174,,7,37,2026-02-06T20:00:00Z,Adjustment,StockCount,92,9,,MisPick
712,19,4.0,32,38,2026-02-07T07:30:00Z,Receipt,PurchaseOrder,200136,10,12.39,
768,147,26.0,32,38,2026-02-07T07:30:00Z,Receipt,PurchaseOrder,200176,24,8.2,
816,119,4.0,14,38,2026-02-07T07:30:00Z,Receipt,PurchaseOrder,200201,43,6.5,
903,97,6.0,31,38,2026-02-07T07:30:00Z,Receipt,PurchaseOrder,200252,50,6.3,
1073,57,17.0,1,38,2026-02-07T07:30:00Z,Receipt,PurchaseOrder,200349,23,4.14,
1092,133,6.0,23,38,2026-02-07T07:30:00Z,Receipt,PurchaseOrder,200361,64,9.24,
1119,154,15.0,9,38,2026-02-07T07:30:00Z,Receipt,PurchaseOrder,200372,31,9.2,
1160,102,6.0,32,38,2026-02-07T07:30:00Z,Receipt,PurchaseOrder,200394,31,3.85,
1777,128,32.0,36,38,2026-02-07T12:15:00Z,Ship,Shipment,500137,-2,,
1816,181,9.0,20,38,2026-02-07T12:15:00Z,Ship,Shipment,500176,-3,,
2008,131,18.0,24,38,2026-02-07T12:15:00Z,Ship,Shipment,500368,-1,,
2014,90,32.0,16,38,2026-02-07T12:15:00Z,Ship,Shipment,500374,-1,,
2250,105,30.0,29,38,2026-02-07T12:15:00Z,Ship,Shipment,500610,-2,,
2442,78,31.0,16,38,2026-02-07T12:15:00Z,Ship,Shipment,500802,-1,,
2481,169,18.0,35,38,2026-02-07T12:15:00Z,Ship,Shipment,500841,-1,,
539,198,15.0,9,39,2026-02-08T07:30:00Z,Receipt,PurchaseOrder,200032,11,4.7,
749,65,17.0,31,39,2026-02-08T07:30:00Z,Receipt,PurchaseOrder,200161,37,4.39,
758,193,6.0,25,39,2026-02-08T07:30:00Z,Receipt,PurchaseOrder,200171,16,2.62,
1329,117,19.0,1,39,2026-02-08T07:30:00Z,Receipt,PurchaseOrder,200496,62,9.88,
1490,189,19.0,32,39,2026-02-08T07:30:00Z,Receipt,PurchaseOrder,200612,63,7.01,
2229,88,25.0,16,39,2026-02-08T12:15:00Z,Ship,Shipment,500589,-2,,
2447,123,31.0,37,39,2026-02-08T12:15:00Z,Ship,Shipment,500807,-1,,
2455,51,23.0,3,39,2026-02-08T12:15:00Z,Ship,Shipment,500815,-2,,
2565,93,5.0,13,39,2026-02-08T12:15:00Z,Ship,Shipment,500925,-1,,
2642,128,30.0,39,39,2026-02-08T12:15:00Z,Ship,Shipment,501002,-3,,
2750,115,,12,39,2026-02-08T20:00:00Z,Adjustment,StockCount,90,16,,AdminError
2772,27,,28,39,2026-02-08T20:00:00Z,Adjustment,StockCount,112,6,,Shrink
608,29,26.0,32,40,2026-02-09T07:30:00Z,Receipt,PurchaseOrder,200077,42,5.1,
677,63,6.0,30,40,2026-02-09T07:30:00Z,Receipt,PurchaseOrder,200117,40,4.96,
780,114,19.0,9,40,2026-02-09T07:30:00Z,Receipt,PurchaseOrder,200184,103,7.2,
806,19,19.0,5,40,2026-02-09T07:30:00Z,Receipt,PurchaseOrder,200197,13,6.14,
