PurchaseOrderLineId,PurchaseOrderId,LineNumber,Supplier,Product,ShipFromLocation,DeliverToLocation,OrderDate,ExpectedReceiptDate,ReceiptDate,OrderedQty,ReceivedQty,UnitPurchaseCost,Status,CancelReason,PlannedLeadTimeDays,ActualLeadTimeDays
312,200186,2,39,29,4,23,41,45,44.0,32,20,10.37,PartReceived,,4,3.0
313,200187,1,12,131,17,18,5,15,15.0,35,34,6.45,PartReceived,,10,10.0
314,200187,2,31,102,15,1,90,105,106.0,52,35,8.92,PartReceived,,15,16.0
315,200187,3,19,176,6,25,59,68,69.0,102,101,3.75,PartReceived,,9,10.0
316,200188,1,49,40,4,25,176,180,180.0,40,32,6.92,PartReceived,,11,4.0
317,200188,2,24,194,26,32,90,103,102.0,13,12,4.33,PartReceived,,13,12.0
318,200188,3,35,121,15,25,30,45,50.0,16,15,4.61,PartReceived,,15,20.0
319,200189,1,4,186,19,32,60,81,84.0,80,78,6.42,PartReceived,,21,24.0
320,200189,2,13,125,17,32,47,49,50.0,26,25,17.84,PartReceived,,2,3.0
321,200190,1,35,91,15,32,125,132,133.0,44,42,3.46,PartReceived,,7,8.0
322,200190,2,24,29,26,1,60,72,74.0,42,41,5.04,PartReceived,,12,14.0
323,200190,3,11,73,6,18,99,106,105.0,70,66,4.51,PartReceived,,7,6.0
324,200190,4,59,33,26,1,155,176,176.0,102,97,8.62,PartReceived,,21,21.0
325,200191,1,40,169,17,23,93,100,101.0,160,154,10.01,PartReceived,,7,8.0
326,200192,1,46,149,15,14,14,18,17.0,110,106,8.54,PartReceived,,4,3.0
327,200192,2,42,144,6,18,146,167,167.0,66,62,8.64,PartReceived,,21,21.0
328,200193,1,7,1,6,23,48,63,63.0,41,40,14.65,PartReceived,,15,15.0
329,200193,2,43,182,6,9,136,142,143.0,72,68,3.53,PartReceived,,6,7.0
330,200193,3,45,64,17,25,167,180,180.0,35,25,8.65,PartReceived,,15,13.0
331,200194,1,29,121,26,14,135,139,141.0,52,50,12.62,PartReceived,,4,6.0
332,200194,2,2,166,19,5,44,54,59.0,34,33,5.96,PartReceived,,10,15.0
333,200195,1,41,132,26,23,162,179,180.0,25,23,5.25,PartReceived,,17,18.0
334,200196,1,55,20,4,31,37,47,47.0,70,69,8.68,PartReceived,,10,10.0
335,200197,1,58,19,19,5,36,41,40.0,20,13,6.14,PartReceived,,5,4.0
336,200197,2,36,135,6,31,103,118,119.0,52,41,7.22,PartReceived,,15,16.0
337,200198,1,11,136,6,23,134,144,143.0,70,69,4.26,PartReceived,,10,9.0
338,200199,1,45,153,17,9,125,135,137.0,32,31,2.15,PartReceived,,10,12.0
339,200199,2,12,163,17,9,168,180,180.0,44,31,7.83,PartReceived,,15,12.0
340,200200,1,30,95,19,30,14,29,31.0,102,101,19.73,PartReceived,,15,17.0
341,200200,2,20,184,6,31,161,166,167.0,26,25,4.66,PartReceived,,5,6.0
342,200200,3,39,3,4,18,149,164,163.0,40,38,9.44,PartReceived,,15,14.0
343,200200,4,1,140,19,23,151,162,161.0,22,21,4.56,PartReceived,,11,10.0
344,200200,5,46,101,15,14,59,68,72.0,18,17,6.21,PartReceived,,9,13.0
345,200201,1,54,119,4,14,27,39,38.0,64,43,6.5,PartReceived,,12,11.0
346,200201,2,34,112,6,31,80,82,84.0,25,23,4.93,PartReceived,,2,4.0
347,200202,1,52,108,19,1,110,131,130.0,104,99,13.02,PartReceived,,21,20.0
348,200203,1,55,48,4,30,36,44,45.0,34,33,6.66,PartReceived,,8,9.0
349,200204,1,38,92,15,9,161,179,178.0,14,13,6.66,PartReceived,,18,17.0
350,200205,1,20,199,6,31,138,145,147.0,140,135,8.94,PartReceived,,7,9.0
351,200206,1,34,11,6,14,77,85,85.0,75,71,11.65,PartReceived,,8,8.0
352,200206,2,31,173,15,32,119,126,125.0,120,114,10.27,PartReceived,,7,6.0
353,200207,1,14,192,4,30,147,165,164.0,40,39,7.64,PartReceived,,18,17.0
354,200207,2,6,40,6,23,6,27,26.0,90,85,3.77,PartReceived,,21,20.0
355,200208,1,17,194,6,1,3,11,13.0,140,104,7.19,PartReceived,,8,10.0
356,200209,1,12,90,17,1,49,65,64.0,60,57,10.22,PartReceived,,16,15.0
357,200209,2,43,144,6,25,94,106,107.0,42,32,10.19,PartReceived,,12,13.0
358,200209,3,16,50,6,1,17,36,35.0,40,39,4.25,PartReceived,,19,18.0
359,200210,1,59,51,26,5,48,64,64.0,65,53,8.1,PartReceived,,16,16.0
360,200210,2,32,102,26,23,120,141,140.0,108,104,12.27,PartReceived,,21,20.0
361,200211,1,19,133,6,9,91,103,105.0,66,54,8.87,PartReceived,,12,14.0
362,200212,1,55,10,4,31,99,101,106.0,64,41,5.71,PartReceived,,2,7.0
363,200213,1,52,77,19,5,90,111,110.0,70,68,8.46,PartReceived,,21,20.0
364,200213,2,9,178,6,9,26,45,44.0,25,23,7.59,PartReceived,,19,18.0
365,200214,1,9,15,6,23,71,91,94.0,32,30,4.98,PartReceived,,20,23.0
366,200214,2,29,173,26,31,133,148,148.0,22,20,7.52,PartReceived,,15,15.0
367,200215,1,9,178,6,31,142,161,161.0,50,47,7.5,PartReceived,,19,19.0
368,200216,1,43,144,6,9,156,168,170.0,42,41,10.44,PartReceived,,12,14.0
369,200217,1,46,152,15,25,149,159,161.0,40,39,8.83,PartReceived,,10,12.0
370,200218,1,11,23,6,31,29,46,46.0,25,22,2.92,PartReceived,,17,17.0
371,200219,1,26,135,15,18,70,75,77.0,125,121,4.55,PartReceived,,5,7.0
372,200219,2,10,165,17,5,44,51,50.0,70,68,7.32,PartReceived,,7,6.0
373,200219,3,44,137,15,18,17,35,34.0,36,35,3.62,PartReceived,,18,17.0
374,200219,4,31,171,15,18,120,126,128.0,110,105,6.3,PartReceived,,6,8.0
375,200219,5,30,28,19,14,63,66,67.0,70,67,8.72,PartReceived,,3,4.0
376,200220,1,7,138,6,31,1,15,15.0,105,103,4.87,PartReceived,,14,14.0
377,200221,1,46,102,15,1,165,176,176.0,60,58,12.1,PartReceived,,11,11.0
378,200222,1,28,13,19,32,5,22,22.0,25,24,9.24,PartReceived,,17,17.0
379,200223,1,49,172,4,32,121,140,142.0,44,41,9.16,PartReceived,,19,21.0
380,200223,2,52,45,19,1,12,20,21.0,70,67,4.9,PartReceived,,8,9.0
381,200223,3,8,57,15,23,100,121,121.0,42,41,11.68,PartReceived,,21,21.0
382,200223,4,8,57,15,9,87,108,107.0,46,39,11.27,PartReceived,,21,20.0
383,200224,1,10,80,17,23,86,100,100.0,45,43,3.8,PartReceived,,14,14.0
384,200224,2,14,112,4,30,87,90,89.0,44,41,5.41,PartReceived,,3,2.0
385,200225,1,40,188,17,18,148,161,160.0,90,85,8.37,PartReceived,,13,12.0
386,200226,1,53,48,19,5,101,111,112.0,12,11,5.96,PartReceived,,10,11.0
387,200226,2,22,28,15,30,7,25,27.0,70,68,6.43,PartReceived,,18,20.0
388,200227,1,3,170,17,23,158,172,172.0,23,22,7.21,PartReceived,,14,14.0
389,200227,2,29,46,26,32,36,45,47.0,62,34,11.38,PartReceived,,9,11.0
390,200228,1,1,88,19,5,88,101,102.0,18,17,4.0,PartReceived,,13,14.0
391,200228,2,56,49,4,32,74,89,90.0,50,49,8.49,PartReceived,,15,16.0
392,200229,1,31,135,15,1,95,112,114.0,50,48,8.38,PartReceived,,17,19.0
393,200230,1,35,21,15,23,52,58,60.0,112,109,4.42,PartReceived,,6,8.0
394,200230,2,43,7,6,14,46,54,53.0,22,21,6.28,PartReceived,,8,7.0
395,200231,1,35,183,15,30,55,58,62.0,18,17,10.11,PartReceived,,3,7.0
396,200232,1,35,66,15,9,153,155,157.0,40,39,6.5,PartReceived,,2,4.0
397,200232,2,42,180,6,23,158,174,,25,0,10.24,Cancelled,SupplierIssue,16,
398,200232,3,52,165,19,32,133,139,140.0,34,33,12.14,PartReceived,,6,7.0
399,200233,1,29,1,26,25,105,108,,52,0,6.27,Cancelled,SupplierIssue,3,
400,200233,2,44,42,15,5,87,94,95.0,125,123,7.33,PartReceived,,7,8.0
401,200234,1,5,34,4,18,75,86,87.0,55,54,5.92,PartReceived,,11,12.0
402,200234,2,45,200,17,1,12,29,29.0,64,60,6.83,PartReceived,,17,17.0
403,200235,1,26,135,15,5,45,50,51.0,130,129,4.65,PartReceived,,5,6.0
404,200236,1,29,1,26,14,159,162,163.0,48,46,6.29,PartReceived,,3,4.0
405,200237,1,45,63,17,14,54,71,71.0,35,33,9.45,PartReceived,,17,17.0
406,200238,1,59,42,26,1,4,11,10.0,66,63,4.64,PartReceived,,7,6.0
407,200239,1,50,90,26,14,21,32,32.0,56,54,8.81,PartReceived,,11,11.0
408,200240,1,14,199,4,14,123,132,133.0,65,63,12.12,PartReceived,,9,10.0
409,200241,1,27,132,17,9,97,115,117.0,90,87,7.2,PartReceived,,18,20.0
410,200241,2,36,151,6,23,96,108,107.0,44,21,8.54,PartReceived,,12,11.0
411,200241,3,25,16,17,1,55,69,69.0,108,105,2.69,PartReceived,,14,14.0
412,200241,4,3,170,17,5,80,94,94.0,22,21,7.39,PartReceived,,14,14.0
413,200241,5,60,157,15,25,168,179,180.0,26,24,6.04,PartReceived,,11,12.0
414,200241,6,11,181,6,9,157,176,176.0,65,64,5.72,PartReceived,,19,19.0
415,200242,1,27,34,17,9,107,117,118.0,42,41,9.75,PartReceived,,10,11.0
416,200243,1,1,57,19,31,56,73,73.0,30,29,10.23,PartReceived,,17,17.0
417,200243,2,10,38,17,5,152,159,,52,0,7.42,Cancelled,DemandDrop,7,
418,200243,3,52,54,19,5,132,137,139.0,48,46,7.72,PartReceived,,5,7.0
419,200243,4,41,74,26,30,55,73,73.0,46,45,3.45,PartReceived,,18,18.0
420,200243,5,35,51,15,25,177,180,180.0,70,43,9.55,PartReceived,,13,3.0
421,200243,6,46,102,15,9,89,100,101.0,80,78,12.23,PartReceived,,11,12.0
422,200243,7,2,194,19,5,14,28,28.0,22,21,9.75,PartReceived,,14,14.0
423,200243,8,58,155,19,18,65,77,77.0,70,40,3.96,PartReceived,,12,12.0
424,200243,9,40,130,17,25,160,180,180.0,14,13,10.55,PartReceived,,20,20.0
425,200243,10,14,150,4,30,97,117,,28,0,7.15,Cancelled,DemandDrop,20,
426,200243,11,43,39,6,31,60,72,73.0,26,25,3.8,PartReceived,,12,13.0
427,200243,12,29,67,26,25,139,151,152.0,30,25,14.1,PartReceived,,12,13.0
428,200244,1,37,176,19,25,179,180,179.0,50,47,11.0,PartReceived,,9,0.0
429,200245,1,52,151,19,23,153,162,164.0,12,11,8.76,PartReceived,,9,11.0
430,200246,1,27,90,17,14,65,82,82.0,70,69,8.41,PartReceived,,17,17.0
431,200247,1,38,104,15,23,58,68,68.0,28,27,24.83,PartReceived,,10,10.0
432,200248,1,30,23,19,31,45,66,,28,0,6.37,Cancelled,DemandDrop,21,
433,200249,1,24,61,26,14,97,110,109.0,48,45,19.42,PartReceived,,13,12.0
434,200249,2,42,144,6,1,41,62,62.0,66,64,8.37,PartReceived,,21,21.0
435,200250,1,18,58,15,1,130,151,152.0,68,66,5.94,PartReceived,,21,22.0
436,200251,1,3,193,17,30,74,78,79.0,44,22,12.21,PartReceived,,4,5.0
437,200252,1,17,97,6,31,27,38,38.0,52,50,6.3,PartReceived,,11,11.0
438,200253,1,6,187,6,30,135,153,153.0,40,38,7.34,PartReceived,,18,18.0
439,200253,2,34,136,6,30,162,176,178.0,24,23,9.56,PartReceived,,14,16.0
440,200254,1,43,7,6,14,99,107,108.0,25,24,6.51,PartReceived,,8,9.0
441,200254,2,14,161,4,18,160,179,180.0,101,99,8.51,PartReceived,,19,20.0
442,200255,1,33,168,15,30,95,97,96.0,36,35,12.04,PartReceived,,2,1.0
443,200255,2,24,33,26,23,120,134,134.0,35,33,8.48,PartReceived,,14,14.0
444,200255,3,30,95,19,1,161,176,180.0,101,99,19.92,PartReceived,,15,19.0
445,200256,1,25,128,17,25,36,53,52.0,30,29,9.92,PartReceived,,17,16.0
446,200257,1,6,52,6,23,21,35,34.0,40,27,13.54,PartReceived,,14,13.0
447,200258,1,13,86,17,30,127,133,135.0,106,104,9.93,PartReceived,,6,8.0
448,200258,2,39,3,4,5,114,129,129.0,45,28,9.11,PartReceived,,15,15.0
449,200259,1,14,56,4,31,55,62,61.0,42,41,11.77,PartReceived,,7,6.0
450,200259,2,39,94,4,9,2,12,11.0,60,59,7.95,PartReceived,,10,9.0
451,200259,3,36,13,6,30,48,55,54.0,40,39,5.11,PartReceived,,7,6.0
452,200260,1,41,74,26,23,112,130,129.0,46,44,3.45,PartReceived,,18,17.0
453,200260,2,50,90,26,1,113,124,126.0,44,24,8.27,PartReceived,,11,13.0
454,200261,1,8,189,15,32,60,76,77.0,60,59,4.17,PartReceived,,16,17.0
455,200262,1,57,141,6,14,52,71,72.0,70,69,14.1,PartReceived,,19,20.0
456,200262,2,16,88,6,14,128,143,143.0,44,42,14.67,PartReceived,,15,15.0
457,200263,1,43,116,6,31,173,180,179.0,14,13,5.86,PartReceived,,8,6.0
458,200264,1,30,69,19,31,58,60,61.0,35,17,6.63,PartReceived,,2,3.0
459,200264,2,12,114,17,5,14,29,30.0,41,35,5.22,PartReceived,,15,16.0
460,200265,1,24,29,26,31,51,63,62.0,46,45,4.9,PartReceived,,12,11.0
461,200266,1,1,152,19,18,94,98,100.0,63,61,11.82,PartReceived,,4,6.0
462,200266,2,32,181,26,5,106,124,123.0,68,66,18.08,PartReceived,,18,17.0
463,200267,1,17,142,6,14,161,176,177.0,14,13,5.3,PartReceived,,15,16.0
464,200268,1,38,167,15,32,104,116,117.0,26,25,7.65,PartReceived,,12,13.0
465,200269,1,25,60,17,25,110,119,121.0,20,19,8.22,PartReceived,,9,11.0
466,200270,1,31,19,15,1,123,143,142.0,16,15,4.04,PartReceived,,20,19.0
467,200271,1,48,47,17,25,52,55,57.0,102,100,8.59,PartReceived,,3,5.0
468,200271,2,28,84,19,30,82,88,88.0,15,14,6.36,PartReceived,,6,6.0
469,200271,3,39,176,4,14,72,91,102.0,50,31,4.92,PartReceived,,19,30.0
470,200272,1,29,32,26,1,107,122,128.0,35,21,13.2,PartReceived,,15,21.0
471,200273,1,22,28,15,32,16,34,40.0,64,61,6.27,PartReceived,,18,24.0
472,200273,2,20,25,6,14,45,51,50.0,61,60,13.66,PartReceived,,6,5.0
473,200273,3,42,120,6,1,100,118,118.0,70,69,5.32,PartReceived,,18,18.0
474,200274,1,55,20,4,5,98,108,110.0,80,78,8.65,PartReceived,,10,12.0
475,200275,1,36,181,6,25,154,156,157.0,48,46,5.64,PartReceived,,2,3.0
476,200275,2,50,172,26,18,163,168,169.0,65,62,3.48,PartReceived,,5,6.0
477,200276,1,25,70,17,9,67,88,88.0,44,36,3.74,PartReceived,,21,21.0
478,200276,2,27,39,17,9,41,48,49.0,60,47,23.04,PartReceived,,7,8.0
479,200276,3,14,150,4,14,46,66,66.0,24,23,6.82,PartReceived,,20,20.0
480,200276,4,35,66,15,9,166,168,168.0,50,49,6.74,PartReceived,,2,2.0
481,200276,5,1,57,19,9,79,96,103.0,30,28,10.09,PartReceived,,17,24.0
482,200277,1,37,120,19,9,168,175,177.0,52,49,5.99,PartReceived,,7,9.0
483,200278,1,31,199,15,18,146,158,157.0,46,45,9.97,PartReceived,,12,11.0
484,200278,2,50,119,26,5,119,125,124.0,30,29,13.68,PartReceived,,6,5.0
485,200278,3,30,69,19,30,145,147,147.0,40,39,6.45,PartReceived,,2,2.0
486,200278,4,12,114,17,1,145,160,160.0,41,18,5.19,PartReceived,,15,15.0
487,200279,1,18,171,15,18,45,55,57.0,44,33,8.3,PartReceived,,10,12.0
488,200279,2,49,169,4,9,179,180,180.0,60,57,10.05,PartReceived,,15,1.0
489,200279,3,14,192,4,1,45,63,72.0,40,39,7.33,PartReceived,,18,27.0
490,200279,4,35,51,15,23,71,84,85.0,90,86,9.14,PartReceived,,13,14.0
491,200280,1,24,33,26,5,120,134,133.0,30,29,8.25,PartReceived,,14,13.0
492,200280,2,5,86,4,18,79,87,89.0,26,13,2.01,PartReceived,,8,10.0
493,200280,3,47,72,6,23,180,180,180.0,50,49,7.03,PartReceived,,3,0.0
494,200281,1,55,27,4,9,27,36,37.0,24,22,7.05,PartReceived,,9,10.0
495,200282,1,5,21,4,14,128,132,134.0,26,25,7.04,PartReceived,,4,6.0
496,200282,2,33,58,15,14,34,51,53.0,28,26,11.35,PartReceived,,17,19.0
497,200282,3,24,175,26,14,155,158,158.0,64,62,11.1,PartReceived,,3,3.0
498,200283,1,5,6,4,25,172,180,180.0,42,41,3.71,PartReceived,,19,8.0
499,200284,1,27,102,17,18,120,122,122.0,90,88,7.87,PartReceived,,2,2.0
500,200285,1,27,113,17,14,14,21,22.0,23,22,10.16,PartReceived,,7,8.0
501,200285,2,52,108,19,31,138,159,159.0,106,75,13.23,PartReceived,,21,21.0
502,200286,1,56,142,4,18,119,140,145.0,22,21,5.27,PartReceived,,21,26.0
503,200286,2,50,190,26,31,131,152,,14,0,7.11,Cancelled,DemandDrop,21,
504,200287,1,51,139,6,18,58,67,68.0,66,63,5.74,PartReceived,,9,10.0
505,200288,1,8,143,15,1,149,151,153.0,41,18,9.42,PartReceived,,2,4.0
506,200289,1,43,108,6,30,33,35,37.0,60,57,12.72,PartReceived,,2,4.0
507,200290,1,53,147,19,5,18,31,32.0,63,61,6.04,PartReceived,,13,14.0
508,200291,1,24,74,26,31,136,144,143.0,90,89,11.41,PartReceived,,8,7.0
509,200292,1,58,195,19,25,67,78,79.0,103,102,5.89,PartReceived,,11,12.0
510,200292,2,28,84,19,18,104,110,111.0,12,11,6.49,PartReceived,,6,7.0
511,200293,1,36,193,6,9,7,17,16.0,28,27,2.69,PartReceived,,10,9.0
512,200294,1,51,30,6,23,111,131,140.0,24,23,12.14,PartReceived,,20,29.0
513,200294,2,52,151,19,25,125,134,134.0,18,11,9.18,PartReceived,,9,9.0
514,200294,3,32,32,26,23,105,119,120.0,50,47,6.68,PartReceived,,14,15.0
515,200295,1,12,114,17,31,55,70,72.0,46,44,5.28,PartReceived,,15,17.0
516,200295,2,3,47,17,32,97,112,111.0,23,22,5.3,PartReceived,,15,14.0
517,200296,1,35,102,15,30,24,38,37.0,63,62,5.01,PartReceived,,14,13.0
518,200297,1,50,57,26,30,158,163,162.0,32,17,12.02,PartReceived,,5,4.0
519,200298,1,47,164,6,5,141,159,161.0,52,50,4.72,PartReceived,,18,20.0
520,200298,2,56,31,4,14,35,48,48.0,24,23,15.06,PartReceived,,13,13.0
521,200299,1,22,54,15,31,53,59,59.0,22,21,3.17,PartReceived,,6,6.0
522,200299,2,43,102,6,31,34,55,55.0,40,19,3.91,PartReceived,,21,21.0
523,200300,1,53,46,19,25,101,121,129.0,90,89,9.43,PartReceived,,20,28.0
524,200300,2,5,21,4,32,77,81,80.0,18,12,7.22,PartReceived,,4,3.0
525,200300,3,46,95,15,25,78,91,90.0,66,63,8.71,PartReceived,,13,12.0
526,200300,4,24,11,26,30,26,34,35.0,65,64,21.18,PartReceived,,8,9.0
527,200301,1,39,3,4,30,74,89,90.0,25,23,9.13,PartReceived,,15,16.0
528,200301,2,31,147,15,30,159,169,168.0,66,63,18.24,PartReceived,,10,9.0
529,200302,1,29,177,26,1,175,179,180.0,30,22,11.36,PartReceived,,4,5.0
530,200302,2,10,80,17,14,24,38,40.0,43,41,3.6,PartReceived,,14,16.0
531,200302,3,10,80,17,25,4,18,18.0,44,43,3.6,PartReceived,,14,14.0
532,200302,4,45,143,17,32,74,77,77.0,30,29,7.26,PartReceived,,3,3.0
533,200302,5,10,68,17,32,16,29,28.0,12,11,14.81,PartReceived,,13,12.0
534,200303,1,8,87,15,25,54,75,76.0,70,66,9.35,PartReceived,,21,22.0
535,200304,1,15,185,19,9,126,133,134.0,20,12,11.38,PartReceived,,7,8.0
536,200304,2,31,69,15,25,123,133,133.0,32,20,5.98,PartReceived,,10,10.0
537,200305,1,42,11,6,5,30,41,41.0,22,21,4.69,PartReceived,,11,11.0
538,200305,2,30,71,19,31,10,17,17.0,85,83,6.57,PartReceived,,7,7.0
539,200306,1,1,140,19,9,49,60,61.0,14,13,4.59,PartReceived,,11,12.0
540,200307,1,37,130,19,25,18,27,27.0,16,15,19.53,PartReceived,,9,9.0
541,200308,1,19,96,6,25,39,42,41.0,116,113,26.83,PartReceived,,3,2.0
542,200309,1,12,71,17,30,101,118,120.0,26,25,20.21,PartReceived,,17,19.0
543,200310,1,54,166,4,1,93,105,106.0,60,59,5.77,PartReceived,,12,13.0
544,200311,1,1,83,19,5,170,174,176.0,68,65,12.9,PartReceived,,4,6.0
545,200312,1,1,152,19,5,148,152,154.0,64,61,11.9,PartReceived,,4,6.0
546,200312,2,32,84,26,9,101,122,124.0,12,11,12.33,PartReceived,,21,23.0
547,200312,3,37,89,19,14,12,32,34.0,32,26,5.52,PartReceived,,20,22.0
548,200313,1,14,85,4,1,84,90,91.0,65,62,4.26,PartReceived,,6,7.0
549,200313,2,4,186,19,30,64,85,87.0,50,25,6.4,PartReceived,,21,23.0
550,200313,3,25,70,17,30,10,31,31.0,44,42,3.73,PartReceived,,21,21.0
551,200314,1,14,83,4,9,114,126,125.0,46,21,6.67,PartReceived,,12,11.0
552,200315,1,7,49,6,18,82,96,96.0,15,14,8.41,PartReceived,,14,14.0
553,200315,2,28,2,19,30,97,112,114.0,25,23,10.38,PartReceived,,15,17.0
554,200316,1,8,100,15,18,126,134,133.0,18,12,3.5,PartReceived,,8,7.0
555,200316,2,8,87,15,31,108,129,128.0,50,48,9.47,PartReceived,,21,20.0
556,200316,3,27,39,17,5,122,129,129.0,50,49,22.86,PartReceived,,7,7.0
557,200316,4,15,106,19,18,47,53,53.0,65,58,14.01,PartReceived,,6,6.0
558,200316,5,37,17,19,23,37,46,47.0,44,43,11.67,PartReceived,,9,10.0
559,200317,1,42,43,6,9,36,48,50.0,44,30,5.28,PartReceived,,12,14.0
560,200318,1,54,27,4,25,59,63,70.0,66,63,4.81,PartReceived,,4,11.0
561,200319,1,14,75,4,32,157,173,172.0,30,29,8.0,PartReceived,,16,15.0
562,200320,1,56,27,4,31,18,24,25.0,68,52,3.69,PartReceived,,6,7.0
563,200321,1,11,136,6,14,45,55,,85,0,4.31,Cancelled,SupplierIssue,10,
564,200321,2,33,158,15,18,158,169,,68,0,9.39,Cancelled,SupplierIssue,11,
565,200322,1,39,29,4,25,156,160,159.0,24,23,10.36,PartReceived,,4,3.0
566,200322,2,43,39,6,18,46,58,60.0,21,20,3.75,PartReceived,,12,14.0
567,200322,3,57,20,6,1,11,21,23.0,60,33,6.28,PartReceived,,10,12.0
568,200323,1,33,58,15,30,56,73,73.0,32,31,11.78,PartReceived,,17,17.0
569,200324,1,29,32,26,30,84,99,98.0,35,33,13.42,PartReceived,,15,14.0
570,200325,1,44,156,15,9,34,39,45.0,12,11,4.01,PartReceived,,5,11.0
571,200326,1,35,29,15,14,158,172,179.0,24,23,8.21,PartReceived,,14,21.0
572,200327,1,43,39,6,30,93,105,105.0,26,24,3.78,PartReceived,,12,12.0
573,200327,2,12,14,17,5,93,106,107.0,68,67,5.86,PartReceived,,13,14.0
574,200328,1,46,199,15,25,31,40,40.0,26,25,2.74,PartReceived,,9,9.0
575,200329,1,49,172,4,14,96,115,114.0,64,62,9.75,PartReceived,,19,18.0
576,200330,1,39,37,4,9,101,107,109.0,16,15,7.54,PartReceived,,6,8.0
577,200330,2,18,118,15,23,157,173,173.0,106,105,13.26,PartReceived,,16,16.0
578,200331,1,33,36,15,18,123,144,146.0,84,42,5.96,PartReceived,,21,23.0
579,200331,2,51,72,6,31,60,76,77.0,80,77,4.6,PartReceived,,16,17.0
580,200332,1,14,199,4,25,21,30,31.0,65,57,12.49,PartReceived,,9,10.0
581,200332,2,1,169,19,23,142,148,150.0,30,26,15.73,PartReceived,,6,8.0
582,200333,1,33,168,15,18,80,82,82.0,28,27,11.58,PartReceived,,2,2.0
583,200334,1,39,84,4,9,46,54,55.0,40,39,5.59,PartReceived,,8,9.0
584,200335,1,31,126,15,18,142,150,152.0,14,8,8.66,PartReceived,,8,10.0
585,200336,1,25,128,17,18,80,97,,24,0,10.02,Cancelled,DemandDrop,17,
586,200336,2,27,5,17,9,17,30,29.0,43,42,7.94,PartReceived,,13,12.0
587,200336,3,31,19,15,5,43,63,64.0,13,12,4.05,PartReceived,,20,21.0
588,200336,4,58,19,19,23,163,168,168.0,18,17,6.38,PartReceived,,5,5.0
589,200336,5,29,141,26,30,19,33,33.0,14,13,10.75,PartReceived,,14,14.0
590,200337,1,34,11,6,30,165,173,174.0,90,87,12.39,PartReceived,,8,9.0
591,200337,2,10,68,17,30,48,61,61.0,12,11,14.97,PartReceived,,13,13.0
592,200338,1,37,130,19,9,122,131,132.0,13,11,19.95,PartReceived,,9,10.0
593,200339,1,29,154,26,30,17,21,,45,0,20.3,Cancelled,DemandDrop,4,
594,200340,1,35,51,15,18,34,47,46.0,70,58,9.45,PartReceived,,13,12.0
595,200340,2,14,155,4,14,72,84,83.0,30,28,14.03,PartReceived,,12,11.0
596,200340,3,23,19,4,32,149,154,153.0,50,49,3.31,PartReceived,,5,4.0
597,200340,4,53,147,19,30,157,170,178.0,63,60,6.19,PartReceived,,13,21.0
598,200340,5,25,57,17,9,32,47,49.0,25,24,4.15,PartReceived,,15,17.0
599,200340,6,35,160,15,14,101,115,120.0,45,42,14.01,PartReceived,,14,19.0
600,200341,1,43,44,6,23,84,98,99.0,70,67,9.57,PartReceived,,14,15.0
601,200342,1,38,18,15,25,143,152,157.0,104,102,12.12,PartReceived,,9,14.0
602,200343,1,13,125,17,18,151,153,160.0,30,28,18.72,PartReceived,,2,9.0
603,200344,1,26,150,15,31,9,30,,62,0,11.9,Cancelled,SupplierIssue,21,
604,200345,1,49,9,4,31,136,148,147.0,60,58,4.04,PartReceived,,12,11.0
605,200346,1,44,111,15,30,3,7,8.0,25,24,6.93,PartReceived,,4,5.0
606,200347,1,15,106,19,30,58,64,64.0,45,27,14.22,PartReceived,,6,6.0
607,200348,1,14,112,4,23,118,121,121.0,42,25,5.68,PartReceived,,3,3.0
608,200348,2,53,71,19,14,42,46,48.0,90,44,6.02,PartReceived,,4,6.0
609,200348,3,36,122,6,18,171,180,180.0,25,18,7.38,PartReceived,,13,9.0
610,200348,4,33,158,15,14,114,125,125.0,62,60,9.03,PartReceived,,11,11.0
611,200348,5,33,28,15,9,61,72,74.0,160,154,16.12,PartReceived,,11,13.0
612,200348,6,36,122,6,5,40,53,56.0,50,48,7.18,PartReceived,,13,16.0
613,200349,1,25,57,17,1,24,39,38.0,25,23,4.14,PartReceived,,15,14.0
614,200350,1,21,93,19,5,155,162,161.0,130,125,18.68,PartReceived,,7,6.0
615,200351,1,8,100,15,1,95,103,102.0,14,13,3.24,PartReceived,,8,7.0
616,200352,1,16,101,6,31,66,86,87.0,64,61,9.33,PartReceived,,20,21.0
617,200352,2,33,168,15,30,20,22,22.0,40,24,12.05,PartReceived,,2,2.0
618,200352,3,10,19,17,18,38,46,54.0,22,21,8.7,PartReceived,,8,16.0
619,200352,4,11,23,6,14,81,98,97.0,22,21,3.08,PartReceived,,17,16.0
620,200352,5,58,17,19,30,47,59,68.0,76,74,6.87,PartReceived,,12,21.0
621,200353,1,50,90,26,18,154,165,165.0,52,30,8.81,PartReceived,,11,11.0
622,200353,2,29,125,26,32,28,49,48.0,66,35,10.54,PartReceived,,21,20.0
623,200353,3,31,173,15,30,40,47,46.0,116,111,10.83,PartReceived,,7,6.0
624,200354,1,40,119,17,30,96,104,105.0,56,55,8.35,PartReceived,,8,9.0
625,200355,1,54,84,4,32,89,93,93.0,48,46,15.79,PartReceived,,4,4.0
